location_tag,water_location,state,shore_pixels
kisatchie,pp_nav_01309,navigable,10
kisatchie,pp_nav_01319,navigable,69
yasothon,pp_nav_01789,navigable,17
sm_algyax,pp_nav_00575,improvable,14
sm_algyax,pp_nav_00584,improvable,88
goalpara,pp_nav_01534,navigable,18
goalpara,pp_nav_01535,navigable,39
goalpara,pp_nav_01545,navigable,7
ilovlya,pp_nav_00769,navigable,15
ilovlya,pp_nav_00779,navigable,7
pingchuan,pp_nav_01449,barrier,30
pingchuan,pp_nav_01469,improvable,45
pingchuan,pp_nav_01494,navigable,5
usolye,pp_nav_00296,navigable,28
usolye,pp_nav_00314,navigable,76
usolye,pp_nav_00324,navigable,23
kasakaupuyau,pp_nav_00417,improvable,32
kasakaupuyau,pp_nav_00441,navigable,98
kasakaupuyau,pp_nav_00463,navigable,52
tyokhtyur,pp_nav_00211,navigable,50
tyokhtyur,pp_nav_00223,navigable,36
carmacks,pp_nav_00174,improvable,82
carmacks,pp_nav_00184,navigable,79
carmacks,pp_nav_00194,improvable,27
cocamas,pp_nav_02282,navigable,28
cocamas,pp_nav_02290,improvable,80
mbaiki,pp_nav_02028,navigable,2
scqescilni,pp_nav_00832,improvable,12
nlaka_pamux,pp_nav_00727,navigable,29
nlaka_pamux,pp_nav_00737,navigable,68
nlaka_pamux,pp_nav_00749,navigable,72
lai_lin_pi,pp_nav_01674,navigable,64
mackinac,pp_nav_00896,navigable,50
mackinac,pp_nav_00908,navigable,41
thilane_hot_ine,pp_nav_00388,navigable,33
thilane_hot_ine,pp_nav_00424,navigable,92
thilane_hot_ine,pp_nav_00446,navigable,98
thilane_hot_ine,pp_nav_00470,barrier,95
thilane_hot_ine,pp_nav_00475,improvable,1
andaki,pp_nav_02080,navigable,92
andaki,pp_nav_02081,navigable,77
andaki,pp_nav_02088,navigable,76
szabolcs,pp_nav_00833,navigable,21
wishram,pp_nav_00927,navigable,46
wishram,pp_nav_00929,improvable,39
arguvan,pp_nav_01092,navigable,18
kakataibo,pp_nav_02308,navigable,31
mocoa,pp_nav_02081,navigable,26
guancheng_zhengzhou,pp_nav_01208,navigable,16
guancheng_zhengzhou,pp_nav_01209,navigable,6
kapuskaywak,pp_nav_00519,navigable,29
kapuskaywak,pp_nav_00523,navigable,96
kapuskaywak,pp_nav_00524,navigable,57
chetilla,pp_nav_02263,improvable,40
chetilla,pp_nav_02273,barrier,38
sampit,pp_nav_02158,navigable,66
sagu,pp_nav_01689,navigable,7
sagu,pp_nav_01709,navigable,10
yongshun,pp_nav_01615,navigable,6
yongshun,pp_nav_01616,navigable,11
daban,pp_nav_00282,navigable,76
daban,pp_nav_00291,improvable,95
zhongmu,pp_nav_01209,navigable,26
villars,pp_nav_00920,improvable,24
amaga,pp_nav_01961,improvable,18
amaga,pp_nav_01968,navigable,40
chinook,pp_nav_00905,improvable,71
baishan,pp_nav_01615,navigable,50
baishan,pp_nav_01616,navigable,3
wanapum,pp_nav_00854,navigable,28
wanapum,pp_nav_00857,barrier,35
wanapum,pp_nav_00874,barrier,43
wanapum,pp_nav_00883,improvable,80
wanapum,pp_nav_00890,improvable,25
cukataw,pp_nav_00527,navigable,17
cukataw,pp_nav_00540,navigable,55
cukataw,pp_nav_00544,navigable,25
deskenetlata,pp_nav_00267,navigable,9
mongkawng,pp_nav_01570,navigable,48
sviyazhsk,pp_nav_00520,navigable,26
sviyazhsk,pp_nav_00533,navigable,49
sviyazhsk,pp_nav_00549,navigable,16
sviyazhsk,pp_nav_00562,navigable,8
kotto,pp_nav_02012,navigable,94
kotto,pp_nav_02013,improvable,57
kotto,pp_nav_02023,navigable,69
apure,pp_nav_01912,navigable,24
apure,pp_nav_01917,navigable,26
apure,pp_nav_01922,navigable,44
apure,pp_nav_01928,navigable,47
apure,pp_nav_01930,navigable,99
apure,pp_nav_01931,navigable,99
apure,pp_nav_01935,navigable,108
apure,pp_nav_01937,navigable,98
apure,pp_nav_01946,navigable,32
apure,pp_nav_01947,navigable,35
ahsenisiipi,pp_nav_01026,navigable,8
ahsenisiipi,pp_nav_01029,navigable,47
ahsenisiipi,pp_nav_01035,navigable,19
doustioni,pp_nav_01257,navigable,86
doustioni,pp_nav_01284,navigable,18
chatuza,pp_nav_02274,navigable,77
chatuza,pp_nav_02282,navigable,56
upper_yukon,pp_nav_00119,navigable,69
gitxsanimaax,pp_nav_00539,improvable,65
gitxsanimaax,pp_nav_00552,navigable,57
samastipur,pp_nav_01556,navigable,7
samastipur,pp_nav_01562,navigable,17
samastipur,pp_nav_01564,navigable,26
kaipeshimushich,pp_nav_00703,improvable,30
kaipeshimushich,pp_nav_00710,improvable,62
wazirabad,pp_nav_01770,navigable,24
wazirabad,pp_nav_01772,improvable,37
eminabad,pp_nav_01274,navigable,28
eminabad,pp_nav_01285,navigable,15
sialkot,pp_nav_01256,improvable,16
sialkot,pp_nav_01274,navigable,20
pindi_bhattian,pp_nav_01285,navigable,32
pindi_bhattian,pp_nav_01295,navigable,12
kondapalli,pp_nav_01770,navigable,24
kondapalli,pp_nav_01774,navigable,43
chindre,pp_nav_02485,navigable,23
chindre,pp_nav_02489,navigable,80
jammu,pp_nav_01256,improvable,23
panugallu,pp_nav_01782,navigable,28
pallakolu,pp_nav_01762,navigable,21
kingston,pp_nav_00700,improvable,20
chikowa,pp_nav_02447,navigable,30
chikowa,pp_nav_02452,navigable,30
baran,pp_nav_01417,navigable,4
baran,pp_nav_01441,improvable,29
oxford,pp_nav_00689,improvable,10
shorkot,pp_nav_01324,navigable,43
ghazipur,pp_nav_01551,navigable,2
ghazipur,pp_nav_01557,navigable,52
ghazipur,pp_nav_01559,navigable,4
kisiju,pp_nav_02299,navigable,75
kisiju,pp_nav_02302,navigable,38
dera_ghazi_khan,pp_nav_01317,navigable,8
dera_ghazi_khan,pp_nav_01348,navigable,47
dera_ghazi_khan,pp_nav_01377,navigable,20
korra,pp_nav_01510,navigable,7
korra,pp_nav_01538,navigable,9
korra,pp_nav_01539,navigable,24
korra,pp_nav_01547,navigable,18
chilas,pp_nav_01187,navigable,73
chilas,pp_nav_01188,barrier,75
jaunpur,pp_nav_01559,navigable,16
sherbro_island,pp_nav_01927,navigable,56
el_manaqil,pp_nav_01788,navigable,29
el_manaqil,pp_nav_01794,navigable,73
el_manaqil,pp_nav_01803,navigable,7
kerma,pp_nav_01697,barrier,36
kerma,pp_nav_01708,barrier,96
kerma,pp_nav_01714,barrier,15
renk,pp_nav_01822,navigable,30
renk,pp_nav_01830,navigable,55
renk,pp_nav_01841,navigable,57
guba,pp_nav_01846,improvable,23
guba,pp_nav_01853,improvable,1
al_rusayrisi,pp_nav_01831,navigable,51
al_rusayrisi,pp_nav_01842,improvable,47
al_rusayrisi,pp_nav_01846,improvable,8
ansongo,pp_nav_01783,navigable,75
ansongo,pp_nav_01787,navigable,36
gaia,pp_nav_01834,navigable,20
tu_nedhe,pp_nav_00253,navigable,92
hezhou_he,pp_nav_01297,navigable,35
dongliu,pp_nav_01351,navigable,40
st_at_imcets,pp_nav_00691,navigable,75
st_at_imcets,pp_nav_00716,barrier,12
bordowa,pp_nav_01504,navigable,30
bordowa,pp_nav_01507,navigable,10
bordowa,pp_nav_01520,navigable,50
bordowa,pp_nav_01536,navigable,39
pokiok,pp_nav_00903,navigable,15
pokiok,pp_nav_00917,navigable,6
pokiok,pp_nav_00923,navigable,3
usun,pp_nav_00657,navigable,41
usun,pp_nav_00666,navigable,92
usun,pp_nav_00685,navigable,24
drastar,pp_nav_00991,navigable,43
drastar,pp_nav_00992,improvable,29
drastar,pp_nav_00993,navigable,48
katok,pp_nav_01318,navigable,65
katok,pp_nav_01330,barrier,8
ondaimas,pp_nav_01962,navigable,39
ondaimas,pp_nav_01977,navigable,92
ondaimas,pp_nav_01996,improvable,23
nogui,pp_nav_02255,barrier,3
nogui,pp_nav_02264,navigable,40
privas,pp_nav_00969,improvable,31
qingshen,pp_nav_01364,improvable,26
qingshen,pp_nav_01391,improvable,14
tukulan,pp_nav_00141,navigable,37
tukulan,pp_nav_00147,navigable,110
mongtung,pp_nav_01693,barrier,62
mongtung,pp_nav_01706,navigable,46
chistamikap,pp_nav_00665,improvable,30
chistamikap,pp_nav_00668,navigable,98
chistamikap,pp_nav_00676,navigable,50
praiba_sul,pp_nav_02525,barrier,32
nguera,pp_nav_02193,navigable,66
nguera,pp_nav_02226,navigable,54
utlandet,pp_nav_00383,improvable,5
verkh_chebula,pp_nav_00555,navigable,38
ufa,pp_nav_00541,navigable,42
ufa,pp_nav_00553,navigable,53
ufa,pp_nav_00563,navigable,63
luocheng,pp_nav_01575,navigable,3
ava_canoeiro,pp_nav_02409,navigable,48
ava_canoeiro,pp_nav_02419,improvable,85
ava_canoeiro,pp_nav_02426,navigable,82
ava_canoeiro,pp_nav_02428,navigable,29
marimba,pp_nav_02297,improvable,48
uzes,pp_nav_00988,improvable,70
guangzhou,pp_nav_01646,navigable,9
kyat_kala,pp_nav_01022,navigable,3
kyat_kala,pp_nav_01025,navigable,49
kyat_kala,pp_nav_01031,navigable,19
stung_treng,pp_nav_01802,navigable,66
stung_treng,pp_nav_01809,navigable,49
stung_treng,pp_nav_01811,navigable,50
stung_treng,pp_nav_01815,navigable,10
stung_treng,pp_nav_01817,navigable,15
xerente,pp_nav_02327,navigable,18
xerente,pp_nav_02329,navigable,18
xerente,pp_nav_02346,navigable,77
lyon,pp_nav_00920,improvable,38
chastye,pp_nav_00433,navigable,32
chastye,pp_nav_00445,navigable,44
chastye,pp_nav_00448,navigable,20
purnia,pp_nav_01563,navigable,26
bia_mbya,pp_nav_02443,navigable,26
bia_mbya,pp_nav_02458,navigable,37
khakhaly,pp_nav_00483,navigable,23
khakhaly,pp_nav_00506,navigable,55
muarakaman,pp_nav_02094,navigable,23
muarakaman,pp_nav_02104,navigable,47
muarakaman,pp_nav_02106,navigable,10
kutarka,pp_nav_00408,navigable,43
kutarka,pp_nav_00420,improvable,53
putyatino,pp_nav_00573,navigable,21
kitchissippi,pp_nav_00930,improvable,16
kitchissippi,pp_nav_00933,navigable,10
kitchissippi,pp_nav_00939,navigable,22
kitchissippi,pp_nav_00942,navigable,65
lheidlit_en,pp_nav_00588,improvable,89
lheidlit_en,pp_nav_00592,improvable,88
lheidlit_en,pp_nav_00604,navigable,9
reading,pp_nav_00689,improvable,10
reading,pp_nav_00697,improvable,2
shopando,pp_nav_01337,barrier,82
oleshia,pp_nav_00885,navigable,8
sittaung,pp_nav_01752,navigable,25
luoxiu,pp_nav_01637,navigable,31
cangxi,pp_nav_01286,improvable,34
cangxi,pp_nav_01303,navigable,16
cayubaba,pp_nav_02390,navigable,31
cayubaba,pp_nav_02404,navigable,56
kolchugino,pp_nav_00517,navigable,44
kolchugino,pp_nav_00529,navigable,83
kolchugino,pp_nav_00545,navigable,77
kolchugino,pp_nav_00555,navigable,76
kolchugino,pp_nav_00568,navigable,26
mocana,pp_nav_01848,navigable,85
tillamook,pp_nav_00905,improvable,2
kostroma,pp_nav_00407,navigable,46
kostroma,pp_nav_00411,navigable,14
kostroma,pp_nav_00413,navigable,61
kostroma,pp_nav_00426,improvable,97
kostroma,pp_nav_00427,navigable,3
kostroma,pp_nav_00429,improvable,47
kostroma,pp_nav_00430,navigable,9
oahaha,pp_nav_01060,navigable,45
oahaha,pp_nav_01072,navigable,96
oahaha,pp_nav_01081,improvable,16
yichuan,pp_nav_01159,improvable,35
hamburg,pp_nav_00607,navigable,46
koponovo,pp_nav_00573,navigable,58
koponovo,pp_nav_00583,improvable,14
sapukaia,pp_nav_02504,improvable,45
sapukaia,pp_nav_02505,navigable,54
sapukaia,pp_nav_02506,improvable,12
sapukaia,pp_nav_02510,navigable,5
sapukaia,pp_nav_02512,navigable,4
murri,pp_nav_01909,navigable,1
murri,pp_nav_01939,navigable,38
magyarovar,pp_nav_00824,improvable,83
kyyindy,pp_nav_02547,navigable,42
kyyindy,pp_nav_02554,navigable,18
ban_luang_cheng,pp_nav_01687,navigable,46
ban_luang_cheng,pp_nav_01700,barrier,13
caroni,pp_nav_01902,navigable,55
caroni,pp_nav_01904,navigable,70
caroni,pp_nav_01907,navigable,83
caroni,pp_nav_01910,navigable,44
caroni,pp_nav_01936,navigable,62
porangatu,pp_nav_02376,navigable,64
porangatu,pp_nav_02387,navigable,100
porangatu,pp_nav_02402,navigable,45
porangatu,pp_nav_02409,navigable,38
ceheng,pp_nav_01581,navigable,42
ceheng,pp_nav_01584,barrier,40
kalispel,pp_nav_00785,improvable,8
kalispel,pp_nav_00805,improvable,112
kalispel,pp_nav_00818,navigable,25
hezhou,pp_nav_01173,improvable,6
xincheng_xincheng,pp_nav_01616,navigable,57
qonirat,pp_nav_01009,navigable,35
chom_khao_maneerat,pp_nav_01703,improvable,9
chom_khao_maneerat,pp_nav_01705,navigable,46
chom_khao_maneerat,pp_nav_01711,navigable,15
kazhi,pp_nav_01372,navigable,48
ibi,pp_nav_01901,navigable,87
ibi,pp_nav_01908,navigable,55
kichkas,pp_nav_00810,navigable,34
kichkas,pp_nav_00834,navigable,15
nong_bok,pp_nav_01757,navigable,20
nong_bok,pp_nav_01768,navigable,10
myedu,pp_nav_01626,navigable,11
myedu,pp_nav_01647,navigable,1
kamchatsk,pp_nav_00485,navigable,55
kamchatsk,pp_nav_00489,improvable,44
kalapuya,pp_nav_00956,navigable,16
aruamu,pp_nav_02225,navigable,76
boluo,pp_nav_01635,navigable,37
boluo,pp_nav_01645,navigable,32
gananoque,pp_nav_00977,navigable,46
pyay,pp_nav_01718,navigable,16
pyay,pp_nav_01722,navigable,26
pyay,pp_nav_01731,navigable,11
bakhtinsky,pp_nav_00185,navigable,37
bakhtinsky,pp_nav_00197,navigable,96
bakhtinsky,pp_nav_00210,navigable,97
bakhtinsky,pp_nav_00212,navigable,96
bakhtinsky,pp_nav_00217,navigable,71
porto_tibirica,pp_nav_02518,navigable,40
porto_tibirica,pp_nav_02524,navigable,77
porto_tibirica,pp_nav_02528,navigable,56
porto_tibirica,pp_nav_02529,improvable,74
porto_tibirica,pp_nav_02530,navigable,60
porto_tibirica,pp_nav_02531,navigable,45
yunyang,pp_nav_01332,navigable,24
yunyang,pp_nav_01338,improvable,46
angers,pp_nav_00858,navigable,18
angers,pp_nav_00861,navigable,17
chudovo,pp_nav_00310,navigable,15
chudovo,pp_nav_00329,navigable,98
chudovo,pp_nav_00345,navigable,60
akwen,pp_nav_02461,navigable,41
akwen,pp_nav_02468,navigable,24
tsa_tinne,pp_nav_00488,navigable,96
tsa_tinne,pp_nav_00492,improvable,4
tsa_tinne,pp_nav_00498,improvable,94
mrauk_u,pp_nav_01684,navigable,25
piratinin,pp_nav_02595,navigable,24
xunyang,pp_nav_01262,barrier,75
xunyang,pp_nav_01265,navigable,6
xunyang,pp_nav_01268,barrier,18
qashliq,pp_nav_00332,navigable,54
qashliq,pp_nav_00342,navigable,92
qashliq,pp_nav_00359,navigable,79
qashliq,pp_nav_00375,navigable,88
qashliq,pp_nav_00384,navigable,19
mang_viet,pp_nav_01679,navigable,38
mang_viet,pp_nav_01685,improvable,78
chai_nat,pp_nav_01795,navigable,1
uru_pa_in,pp_nav_02368,navigable,12
towosaghy,pp_nav_01127,navigable,51
towosaghy,pp_nav_01140,navigable,14
towosaghy,pp_nav_01147,navigable,22
towosaghy,pp_nav_01155,navigable,65
towosaghy,pp_nav_01162,navigable,22
tawahka,pp_nav_01793,navigable,23
tawahka,pp_nav_01797,navigable,14
jiyin,pp_nav_01183,navigable,10
tetyushi,pp_nav_00562,navigable,39
tetyushi,pp_nav_00576,navigable,3
tucho,pp_nav_00226,navigable,30
rajanari,pp_nav_01502,improvable,6
bororos,pp_nav_02490,navigable,54
bororos,pp_nav_02491,navigable,52
bororos,pp_nav_02492,navigable,62
bororos,pp_nav_02496,navigable,40
bororos,pp_nav_02499,navigable,60
bororos,pp_nav_02502,navigable,79
bororos,pp_nav_02503,navigable,7
educhanka,pp_nav_00368,improvable,2
educhanka,pp_nav_00409,navigable,79
educhanka,pp_nav_00449,navigable,107
verkhotomsk,pp_nav_00484,navigable,22
verkhotomsk,pp_nav_00517,navigable,47
verkhotomsk,pp_nav_00529,navigable,49
verkhotomsk,pp_nav_00545,navigable,49
verkhotomsk,pp_nav_00555,navigable,15
xicheng,pp_nav_01268,barrier,33
beya,pp_nav_00602,improvable,50
beya,pp_nav_00620,improvable,78
beya,pp_nav_00637,barrier,49
jishi,pp_nav_01166,improvable,23
jishi,pp_nav_01169,improvable,50
jishi,pp_nav_01173,improvable,4
chagu,pp_nav_00994,navigable,16
chagu,pp_nav_01014,navigable,8
sodankyla,pp_nav_00046,improvable,30
halchidoma,pp_nav_01219,navigable,7
halchidoma,pp_nav_01232,navigable,96
halchidoma,pp_nav_01239,navigable,50
wied,pp_nav_00725,improvable,8
wied,pp_nav_00735,improvable,18
akokpaq,pp_nav_00309,navigable,94
akokpaq,pp_nav_00322,navigable,28
chiripa,pp_nav_02532,navigable,15
chiripa,pp_nav_02534,navigable,34
chiripa,pp_nav_02538,navigable,44
weskarini,pp_nav_00933,navigable,31
xicallanco,pp_nav_01739,navigable,34
araska,pp_nav_01117,improvable,30
araska,pp_nav_01125,barrier,71
araska,pp_nav_01137,improvable,12
maracoa,pp_nav_01987,navigable,13
maracoa,pp_nav_01990,navigable,74
maracoa,pp_nav_01993,navigable,69
maracoa,pp_nav_01999,navigable,97
maracoa,pp_nav_02011,navigable,98
maracoa,pp_nav_02014,navigable,43
maracoa,pp_nav_02017,navigable,61
changan,pp_nav_01575,navigable,50
mucajai,pp_nav_02064,navigable,53
mucajai,pp_nav_02074,navigable,94
itanagar,pp_nav_01493,navigable,33
itanagar,pp_nav_01507,navigable,4
itaboa,pp_nav_02388,navigable,80
itaboa,pp_nav_02392,navigable,91
itaboa,pp_nav_02398,navigable,27
silam,pp_nav_01793,navigable,33
silam,pp_nav_01797,navigable,16
ferrara,pp_nav_00963,navigable,21
ferrara,pp_nav_00966,navigable,45
batamay,pp_nav_00135,navigable,56
batamay,pp_nav_00139,navigable,31
batamay,pp_nav_00145,navigable,31
pakokku,pp_nav_01661,navigable,44
pakokku,pp_nav_01680,navigable,25
alat,pp_nav_01071,navigable,54
alat,pp_nav_01079,navigable,28
sandonnino,pp_nav_00959,navigable,11
mumbos,pp_nav_02297,improvable,2
aslan_horod,pp_nav_00875,navigable,59
aslan_horod,pp_nav_00885,navigable,62
cheremkhovo,pp_nav_00603,navigable,17
cheremkhovo,pp_nav_00641,improvable,53
kalmanka,pp_nav_00617,navigable,20
kalmanka,pp_nav_00639,navigable,53
kalmanka,pp_nav_00649,navigable,104
adyumba,pp_nav_02105,navigable,18
adyumba,pp_nav_02115,navigable,52
adyumba,pp_nav_02121,navigable,65
guarzo,pp_nav_01961,improvable,9
guarzo,pp_nav_01968,navigable,30
yukonda,pp_nav_00257,navigable,3
yukonda,pp_nav_00273,navigable,69
yukonda,pp_nav_00284,navigable,27
yukonda,pp_nav_00299,navigable,22
yukonda,pp_nav_00306,navigable,46
paranabuku,pp_nav_02316,navigable,42
paranabuku,pp_nav_02324,navigable,61
chucutitlan,pp_nav_01727,improvable,51
chucutitlan,pp_nav_01729,navigable,44
chucutitlan,pp_nav_01741,improvable,78
kangu,pp_nav_01151,improvable,6
kangu,pp_nav_01157,improvable,71
kangu,pp_nav_01165,navigable,3
sakawyiniw,pp_nav_00470,barrier,4
sakawyiniw,pp_nav_00475,improvable,75
mum,pp_nav_02225,navigable,19
novosyolovo,pp_nav_00515,navigable,20
novosyolovo,pp_nav_00538,navigable,47
novosyolovo,pp_nav_00554,navigable,48
novosyolovo,pp_nav_00564,navigable,39
liubech,pp_nav_00682,navigable,55
liubech,pp_nav_00704,navigable,4
madi_yuanling,pp_nav_01430,improvable,53
madi_yuanling,pp_nav_01434,navigable,24
mindon,pp_nav_01718,navigable,14
mindon,pp_nav_01722,navigable,18
bimbia,pp_nav_02031,navigable,27
liambye,pp_nav_02403,navigable,5
lega_kongo,pp_nav_02170,improvable,19
amnye_machen,pp_nav_01176,barrier,21
amnye_machen,pp_nav_01192,barrier,25
kapuas,pp_nav_02155,navigable,1
solothurn,pp_nav_00846,improvable,3
gucheng,pp_nav_01275,improvable,28
gucheng,pp_nav_01288,navigable,21
zimba,pp_nav_02165,navigable,67
zimba,pp_nav_02170,improvable,71
zimba,pp_nav_02193,navigable,48
acoroazes,pp_nav_02341,navigable,99
acoroazes,pp_nav_02352,navigable,32
ostrovskoye,pp_nav_00426,improvable,3
ostrovskoye,pp_nav_00427,navigable,86
ostrovskoye,pp_nav_00430,navigable,40
ostrovskoye,pp_nav_00436,navigable,4
tamu,pp_nav_01605,improvable,26
tamu,pp_nav_01620,improvable,35
kaitangata,pp_nav_02634,improvable,6
siya,pp_nav_00126,navigable,14
siya,pp_nav_00133,navigable,96
siya,pp_nav_00149,navigable,40
siya,pp_nav_00155,navigable,56
scheibbs,pp_nav_00819,navigable,9
tomakivka,pp_nav_00810,navigable,18
tomakivka,pp_nav_00834,navigable,56
tomakivka,pp_nav_00847,navigable,13
amstetten,pp_nav_00813,improvable,31
amstetten,pp_nav_00819,navigable,5
freistadt,pp_nav_00813,improvable,18
wycombe,pp_nav_00697,improvable,21
mariocai,pp_nav_02119,navigable,44
brass,pp_nav_02000,navigable,26
brass,pp_nav_02018,navigable,38
tanjung_palas,pp_nav_02058,navigable,54
qichun,pp_nav_01368,navigable,21
yaguari_guazu,pp_nav_02593,navigable,38
yaguari_guazu,pp_nav_02597,navigable,43
kengkham,pp_nav_01675,navigable,55
kengkham,pp_nav_01688,improvable,29
kengkham,pp_nav_01693,barrier,2
tulsa,pp_nav_01180,navigable,46
kamyshnoye,pp_nav_00543,navigable,51
kamyshnoye,pp_nav_00557,navigable,24
kamyshnoye,pp_nav_00570,navigable,8
glukharinyi,pp_nav_00097,navigable,93
glukharinyi,pp_nav_00103,improvable,47
araripocone,pp_nav_02491,navigable,6
araripocone,pp_nav_02492,navigable,47
tula_ark,pp_nav_01190,navigable,81
tula_ark,pp_nav_01191,navigable,64
mbya,pp_nav_02541,navigable,22
mbya,pp_nav_02542,navigable,37
mbya,pp_nav_02543,navigable,11
mbya,pp_nav_02546,navigable,40
mbya,pp_nav_02548,improvable,70
mbya,pp_nav_02549,navigable,31
mbya,pp_nav_02550,improvable,26
idah,pp_nav_01929,navigable,82
idah,pp_nav_01954,navigable,3
awadh,pp_nav_01498,navigable,31
awadh,pp_nav_01505,navigable,45
tehcha,pp_nav_00719,navigable,10
tehcha,pp_nav_00736,navigable,43
tehcha,pp_nav_00750,navigable,56
tehcha,pp_nav_00763,navigable,81
el_mahalla,pp_nav_01311,navigable,6
el_mahalla,pp_nav_01341,navigable,5
qalyub,pp_nav_01365,navigable,32
el_bahnasa,pp_nav_01401,navigable,21
el_bahnasa,pp_nav_01427,navigable,37
el_balyana,pp_nav_01489,navigable,5
el_balyana,pp_nav_01509,navigable,46
el_balyana,pp_nav_01532,navigable,6
acholi,pp_nav_02042,navigable,71
nindi,pp_nav_02384,navigable,49
urfa,pp_nav_01119,navigable,21
malatya,pp_nav_01092,navigable,17
malatya,pp_nav_01104,navigable,49
saumur,pp_nav_00861,navigable,70
kahta,pp_nav_01109,improvable,9
kahta,pp_nav_01119,navigable,40
anah,pp_nav_01221,navigable,15
anah,pp_nav_01225,navigable,33
kufa,pp_nav_01281,navigable,40
kufa,pp_nav_01300,navigable,7
bakusaya,pp_nav_01273,navigable,24
bakusaya,pp_nav_01276,navigable,17
abadan,pp_nav_01362,navigable,77
nasiriyah,pp_nav_01312,navigable,35
nasiriyah,pp_nav_01322,navigable,49
manbij,pp_nav_01143,navigable,30
manbij,pp_nav_01154,navigable,26
aguacana,pp_nav_01727,improvable,9
orasul_de_floci,pp_nav_00954,navigable,18
orasul_de_floci,pp_nav_00981,navigable,28
amahami,pp_nav_00851,navigable,23
amahami,pp_nav_00863,navigable,15
yunxi,pp_nav_01265,navigable,32
lamas,pp_nav_02282,navigable,26
nasacauso,pp_nav_00672,navigable,97
nasacauso,pp_nav_00676,navigable,21
kamashikamach,pp_nav_00706,navigable,21
kamashikamach,pp_nav_00710,improvable,6
churkampa,pp_nav_02395,barrier,71
segyan_kyuyol,pp_nav_00135,navigable,56
segyan_kyuyol,pp_nav_00139,navigable,29
kitchawanc,pp_nav_01023,navigable,38
kitchawanc,pp_nav_01030,navigable,23
matabichuan,pp_nav_00873,navigable,6
tesinigh,pp_nav_01069,improvable,2
pesaguan,pp_nav_02133,navigable,34
marapa,pp_nav_00906,navigable,65
marapa,pp_nav_00907,navigable,58
marapa,pp_nav_00928,navigable,57
kazungala,pp_nav_02480,navigable,40
kazungala,pp_nav_02482,barrier,18
ayodhya,pp_nav_01795,navigable,43
ayodhya,pp_nav_01805,navigable,75
chennur,pp_nav_01721,navigable,2
monghyr,pp_nav_01562,navigable,45
monghyr,pp_nav_01568,navigable,2
muichi,pp_nav_02257,navigable,21
muichi,pp_nav_02266,navigable,31
muichi,pp_nav_02270,navigable,24
ganatchio,pp_nav_01021,navigable,40
yguazu,pp_nav_02548,improvable,43
yguazu,pp_nav_02550,improvable,13
yguazu,pp_nav_02552,navigable,99
yguazu,pp_nav_02560,improvable,8
yguazu,pp_nav_02562,navigable,42
qianyang_yuanzhou,pp_nav_01483,navigable,67
dzogang,pp_nav_01378,improvable,53
dzogang,pp_nav_01397,improvable,89
connatachequa,pp_nav_01055,navigable,29
ayvu_pora,pp_nav_02526,navigable,84
ayvu_pora,pp_nav_02533,navigable,71
ayvu_pora,pp_nav_02535,navigable,45
aguyaq,pp_nav_00322,navigable,67
aguyaq,pp_nav_00328,navigable,50
twante,pp_nav_01759,navigable,22
twante,pp_nav_01767,navigable,7
saskatchewan,pp_nav_00594,navigable,99
saskatchewan,pp_nav_00596,navigable,87
lamego,pp_nav_01038,barrier,68
humar,pp_nav_00640,navigable,18
humar,pp_nav_00650,navigable,49
humar,pp_nav_00660,navigable,61
humar,pp_nav_00674,improvable,59
lai_chau,pp_nav_01664,navigable,9
yidu,pp_nav_01354,improvable,30
kharak,pp_nav_01318,navigable,1
chalten,pp_nav_02636,improvable,27
chalten,pp_nav_02637,improvable,96
chalten,pp_nav_02638,improvable,99
chalten,pp_nav_02639,improvable,48
fengle,pp_nav_01296,navigable,11
fengle,pp_nav_01310,navigable,35
khoai_chau,pp_nav_01682,navigable,1
khoai_chau,pp_nav_01691,navigable,25
ust_maia,pp_nav_00274,navigable,43
kheong,pp_nav_01413,navigable,35
kheong,pp_nav_01433,barrier,93
tutong,pp_nav_02022,navigable,24
ruichang,pp_nav_01386,navigable,12
tampu_machay,pp_nav_02389,improvable,48
tampu_machay,pp_nav_02395,barrier,22
tocaima,pp_nav_02021,navigable,68
tocaima,pp_nav_02038,navigable,6
kistapinan,pp_nav_00627,improvable,82
wolinak,pp_nav_00878,barrier,6
guayaquil,pp_nav_02148,navigable,7
calli,pp_nav_00540,navigable,26
calli,pp_nav_00544,navigable,24
kwatsaan,pp_nav_01239,navigable,48
kwatsaan,pp_nav_01255,improvable,51
thandaunggyi,pp_nav_01730,navigable,6
syagannaax,pp_nav_00022,improvable,98
syagannaax,pp_nav_00023,navigable,34
syagannaax,pp_nav_00024,improvable,69
dinghu,pp_nav_01114,barrier,18
dinghu,pp_nav_01131,navigable,21
mamyn,pp_nav_00684,navigable,54
yedey,pp_nav_00238,navigable,20
yedey,pp_nav_00244,navigable,98
yedey,pp_nav_00252,improvable,75
saint_paul_river,pp_nav_01945,navigable,23
saint_paul_river,pp_nav_01955,improvable,42
lihua,pp_nav_01660,navigable,4
dergaon,pp_nav_01493,navigable,26
dergaon,pp_nav_01499,navigable,7
amalyk,pp_nav_00423,navigable,97
amalyk,pp_nav_00444,barrier,77
