from,to,state,shore
pp_nav_01175,chucalissa,navigable,True
pp_nav_01176,pp_nav_01192,barrier,False
pp_nav_01176,chabcha,barrier,True
pp_nav_01176,guide,barrier,True
pp_nav_01176,amnye_machen,barrier,True
pp_nav_01176,sailahai,barrier,True
pp_nav_01177,satapo,navigable,True
pp_nav_01177,chatanugi,navigable,True
pp_nav_01177,chestowee,navigable,True
pp_nav_01178,pp_nav_01188,barrier,False
pp_nav_01178,bunji,barrier,True
pp_nav_01178,skardu,barrier,True
pp_nav_01178,gilgit,barrier,True
pp_nav_01179,pp_nav_01186,navigable,False
pp_nav_01179,tabqah,navigable,True
pp_nav_01179,raqqa,navigable,True
pp_nav_01179,deir_ez_zor,navigable,True
pp_nav_01179,busayrah,navigable,True
pp_nav_01180,pp_nav_01191,navigable,False
pp_nav_01180,tulsa,navigable,True
pp_nav_01180,tawehash,navigable,True
pp_nav_01181,pp_nav_01200,navigable,False
pp_nav_01181,cussate,navigable,True
pp_nav_01182,pp_nav_01205,improvable,False
pp_nav_01182,wanquan,improvable,True
pp_nav_01182,hancheng,improvable,True
pp_nav_01182,hejin,improvable,True
pp_nav_01182,heyang_xian,improvable,True
pp_nav_01182,linjin,improvable,True
pp_nav_01183,pp_nav_01199,navigable,False
pp_nav_01183,puyang,navigable,True
pp_nav_01183,changyuan,navigable,True
pp_nav_01183,jiyin,navigable,True
pp_nav_01183,juancheng,navigable,True
pp_nav_01183,fanxian,navigable,True
pp_nav_01183,dongming,navigable,True
pp_nav_01184,palisema,navigable,True
pp_nav_01184,calpista,navigable,True
pp_nav_01184,coligua,navigable,True
pp_nav_01185,pp_nav_01198,barrier,False
pp_nav_01185,skardu,barrier,True
pp_nav_01186,pp_nav_01204,navigable,False
pp_nav_01186,rahba,navigable,True
pp_nav_01186,deir_ez_zor,navigable,True
pp_nav_01186,busayrah,navigable,True
pp_nav_01187,pp_nav_01188,barrier,False
pp_nav_01187,pp_nav_01195,navigable,False
pp_nav_01187,chilas,navigable,True
pp_nav_01187,tangir,navigable,True
pp_nav_01187,dasu,navigable,True
pp_nav_01188,bunji,barrier,True
pp_nav_01188,chilas,barrier,True
pp_nav_01188,astore,barrier,True
pp_nav_01189,casqui,navigable,True
pp_nav_01189,chucalissa,navigable,True
pp_nav_01189,pacaha,navigable,True
pp_nav_01190,pp_nav_01191,navigable,False
pp_nav_01190,pp_nav_01193,navigable,False
pp_nav_01190,quipana,navigable,True
pp_nav_01190,tula_ark,navigable,True
pp_nav_01190,tanico,navigable,True
pp_nav_01191,tula_ark,navigable,True
pp_nav_01191,tawehash,navigable,True
pp_nav_01192,pp_nav_01214,barrier,False
pp_nav_01192,lungkya,barrier,True
pp_nav_01192,amnye_machen,barrier,True
pp_nav_01192,sailahai,barrier,True
pp_nav_01193,pp_nav_01201,improvable,False
pp_nav_01193,quipana,navigable,True
pp_nav_01193,tutilcoya,navigable,True
pp_nav_01193,tanico,navigable,True
pp_nav_01193,anoixi,navigable,True
pp_nav_01194,chatanugi,navigable,True
pp_nav_01194,utsutigway,navigable,True
pp_nav_01195,jijial,navigable,True
pp_nav_01195,baligram,navigable,True
pp_nav_01195,dasu,navigable,True
pp_nav_01196,pp_nav_01210,improvable,False
pp_nav_01196,al_sinn,navigable,True
pp_nav_01196,tikrit,navigable,True
pp_nav_01197,pp_nav_01219,navigable,False
pp_nav_01197,aha_macav,navigable,True
pp_nav_01197,havasu,navigable,True
pp_nav_01198,skardu,barrier,True
pp_nav_01198,lamayuru,barrier,True
pp_nav_01199,pp_nav_01209,navigable,False
pp_nav_01199,kaifeng,navigable,True
pp_nav_01199,lanyang,navigable,True
pp_nav_01199,fengqiu,navigable,True
pp_nav_01199,changyuan,navigable,True
pp_nav_01199,dongming,navigable,True
pp_nav_01200,ongoulastoga,navigable,True
pp_nav_01200,pp_nav_01213,navigable,False
pp_nav_01200,hogehege,navigable,True
pp_nav_01200,cussate,navigable,True
pp_nav_01200,cootcla,navigable,True
pp_nav_01201,pp_nav_01211,improvable,False
pp_nav_01201,tutilcoya,improvable,True
pp_nav_01201,utiangue,improvable,True
pp_nav_01201,anoixi,improvable,True
pp_nav_01202,pp_nav_01222,navigable,False
pp_nav_01202,tutilpinco,navigable,True
pp_nav_01202,calpista,navigable,True
pp_nav_01202,utiangue,navigable,True
pp_nav_01202,quigate,navigable,True
pp_nav_01203,pp_nav_01217,navigable,False
pp_nav_01203,chucalissa,navigable,True
pp_nav_01203,quizquiz,navigable,True
pp_nav_01203,quigate,navigable,True
pp_nav_01203,pacaha,navigable,True
pp_nav_01204,pp_nav_01221,navigable,False
pp_nav_01204,rahba,navigable,True
pp_nav_01204,abu_kemal,navigable,True
pp_nav_01204,busayrah,navigable,True
pp_nav_01205,huayin,navigable,True
pp_nav_01205,hedong,navigable,True
pp_nav_01205,ruicheng,navigable,True
pp_nav_01205,tongzhou,navigable,True
pp_nav_01205,heyang_xian,navigable,True
pp_nav_01205,linjin,navigable,True
pp_nav_01206,pp_nav_01212,improvable,False
pp_nav_01206,mengjin,improvable,True
pp_nav_01206,xiaxian,improvable,True
pp_nav_01206,pinglu,improvable,True
pp_nav_01206,mianchi,improvable,True
pp_nav_01206,xinan,improvable,True
pp_nav_01206,yuanqu,improvable,True
pp_nav_01206,jiyuan,improvable,True
pp_nav_01207,pp_nav_01216,navigable,False
pp_nav_01207,utsutigway,navigable,True
pp_nav_01207,callamaco,navigable,True
pp_nav_01207,hytop,navigable,True
pp_nav_01208,pp_nav_01209,navigable,False
pp_nav_01208,gongxian,navigable,True
pp_nav_01208,xingyang,navigable,True
pp_nav_01208,guancheng_zhengzhou,navigable,True
pp_nav_01208,yuanyang,navigable,True
pp_nav_01208,wuzhi,navigable,True
pp_nav_01208,wenxian,navigable,True
pp_nav_01209,kaifeng,navigable,True
pp_nav_01209,fengqiu,navigable,True
pp_nav_01209,guancheng_zhengzhou,navigable,True
pp_nav_01209,zhongmu,navigable,True
pp_nav_01209,yuanyang,navigable,True
pp_nav_01210,pp_nav_01227,improvable,False
pp_nav_01210,samarra,improvable,True
pp_nav_01210,ukbara,improvable,True
pp_nav_01210,tikrit,improvable,True
pp_nav_01211,pp_nav_01226,navigable,False
pp_nav_01211,ayays,navigable,True
pp_nav_01211,utiangue,navigable,True
pp_nav_01212,pp_nav_01220,navigable,False
pp_nav_01212,ruicheng,navigable,True
pp_nav_01212,shanxian,navigable,True
pp_nav_01212,lingbao,navigable,True
pp_nav_01212,pinglu,navigable,True
pp_nav_01212,mianchi,navigable,True
pp_nav_01213,hogehege,navigable,True
pp_nav_01213,cootcla,navigable,True
pp_nav_01214,lungkya,navigable,True
pp_nav_01214,sailahai,navigable,True
pp_nav_01215,pp_nav_01230,improvable,False
pp_nav_01215,agror,improvable,True
pp_nav_01215,baligram,improvable,True
pp_nav_01216,pp_nav_01223,improvable,False
pp_nav_01216,koasati,navigable,True
pp_nav_01216,callamaco,navigable,True
pp_nav_01216,hytop,navigable,True
pp_nav_01217,taposa,navigable,True
pp_nav_01217,pp_nav_01229,navigable,False
pp_nav_01217,anilco,navigable,True
pp_nav_01217,quizquiz,navigable,True
pp_nav_01217,quigate,navigable,True
pp_nav_01218,pp_nav_01223,improvable,False
pp_nav_01218,koasati,navigable,True
pp_nav_01218,hogehege,navigable,True
pp_nav_01218,cootcla,navigable,True
pp_nav_01219,pp_nav_01232,navigable,False
pp_nav_01219,aha_macav,navigable,True
pp_nav_01219,halchidoma,navigable,True
pp_nav_01220,huayin,navigable,True
pp_nav_01220,ruicheng,navigable,True
pp_nav_01220,lingbao,navigable,True
pp_nav_01220,wenxiang,navigable,True
pp_nav_01221,abu_kemal,navigable,True
pp_nav_01221,anah,navigable,True
pp_nav_01222,pp_nav_01234,navigable,False
pp_nav_01222,tutilpinco,navigable,True
pp_nav_01222,anilco,navigable,True
pp_nav_01222,quigate,navigable,True
pp_nav_01223,koasati,improvable,True
pp_nav_01224,pp_nav_01228,improvable,False
pp_nav_01224,jalalabad,improvable,True
pp_nav_01224,asadabad_kunar,improvable,True
pp_nav_01224,lalpur,improvable,True
pp_nav_01225,anah,navigable,True
pp_nav_01225,haditha,navigable,True
pp_nav_01226,pp_nav_01234,navigable,False
pp_nav_01226,ayays,navigable,True
pp_nav_01227,samarra,navigable,True
pp_nav_01227,khalis,navigable,True
pp_nav_01227,ukbara,navigable,True
pp_nav_01228,pp_nav_01233,improvable,False
pp_nav_01228,jalalabad,improvable,True
pp_nav_01228,peshawar,improvable,True
pp_nav_01228,lalpur,improvable,True
pp_nav_01228,mardan,improvable,True
pp_nav_01229,taposa,navigable,True
pp_nav_01229,pp_nav_01234,navigable,False
pp_nav_01229,quigualtam,navigable,True
pp_nav_01229,anilco,navigable,True
pp_nav_01230,pp_nav_01233,improvable,False
pp_nav_01230,pp_nav_01236,improvable,False
pp_nav_01230,attock,improvable,True
pp_nav_01230,sherwan,improvable,True
pp_nav_01230,agror,improvable,True
pp_nav_01230,peshawar,improvable,True
pp_nav_01230,baligram,improvable,True
pp_nav_01230,mardan,improvable,True
pp_nav_01231,pp_nav_01237,navigable,False
pp_nav_01231,haditha,navigable,True
pp_nav_01231,hit,navigable,True
pp_nav_01231,ar_rabb,navigable,True
pp_nav_01232,pp_nav_01239,navigable,False
pp_nav_01232,halchidoma,navigable,True
pp_nav_01233,peshawar,navigable,True
pp_nav_01233,mardan,navigable,True
pp_nav_01234,pp_nav_01238,navigable,False
pp_nav_01234,tutilpinco,navigable,True
pp_nav_01234,ayays,navigable,True
pp_nav_01234,anilco,navigable,True
pp_nav_01235,pp_nav_01245,navigable,False
pp_nav_01235,khalis,navigable,True
pp_nav_01235,baqubah,navigable,True
pp_nav_01235,ukbara,navigable,True
pp_nav_01236,pp_nav_01246,improvable,False
pp_nav_01236,attock,improvable,True
pp_nav_01236,pindi_gheb,improvable,True
pp_nav_01236,kohat,improvable,True
pp_nav_01236,peshawar,improvable,True
pp_nav_01236,mardan,improvable,True
pp_nav_01237,hit,navigable,True
pp_nav_01237,ar_rabb,navigable,True
pp_nav_01237,al_anbar,navigable,True
pp_nav_01238,pp_nav_01248,navigable,False
pp_nav_01238,quigualtam,navigable,True
pp_nav_01238,anilco,navigable,True
pp_nav_01238,guachoyo,navigable,True
pp_nav_01239,pp_nav_01255,improvable,False
pp_nav_01239,halchidoma,navigable,True
pp_nav_01239,kwatsaan,navigable,True
pp_nav_01240,pp_nav_01244,navigable,False
pp_nav_01240,winnee,navigable,True
pp_nav_01240,santee,navigable,True
pp_nav_01240,hymahi,navigable,True
pp_nav_01240,etiwan,navigable,True
pp_nav_01241,pp_nav_01257,navigable,False
pp_nav_01241,naguatex,navigable,True
pp_nav_01241,amaye,navigable,True
pp_nav_01242,winyah,navigable,True
pp_nav_01243,pp_nav_01258,navigable,False
pp_nav_01243,tiou,navigable,True
pp_nav_01243,koroa,navigable,True
pp_nav_01244,wando,navigable,True
pp_nav_01244,winnee,navigable,True
pp_nav_01244,winyah,navigable,True
pp_nav_01244,etiwan,navigable,True
pp_nav_01245,baghdad,navigable,True
pp_nav_01245,baqubah,navigable,True
pp_nav_01246,pp_nav_01260,navigable,False
pp_nav_01246,dinkot,navigable,True
pp_nav_01246,isakhel,navigable,True
pp_nav_01246,pindi_gheb,navigable,True
pp_nav_01246,kohat,navigable,True
pp_nav_01247,pp_nav_01259,navigable,False
pp_nav_01247,baghdad,navigable,True
pp_nav_01247,karbala,navigable,True
pp_nav_01247,ar_rabb,navigable,True
pp_nav_01247,al_anbar,navigable,True
pp_nav_01248,yazoo,navigable,True
pp_nav_01248,pp_nav_01269,navigable,False
pp_nav_01248,quigualtam,navigable,True
pp_nav_01248,guachoyo,navigable,True
pp_nav_01248,tunica,navigable,True
pp_nav_01249,zhaoxin,navigable,True
pp_nav_01249,wuhe,navigable,True
pp_nav_01249,linhuai,navigable,True
pp_nav_01250,pp_nav_01253,navigable,False
pp_nav_01250,pp_nav_01256,improvable,False
pp_nav_01250,rasyal,navigable,True
pp_nav_01250,kishtwar,navigable,True
pp_nav_01250,banihal,navigable,True
pp_nav_01250,udamphur,navigable,True
pp_nav_01251,pp_nav_01264,navigable,False
pp_nav_01251,baghdad,navigable,True
pp_nav_01251,dayr_aqul,navigable,True
pp_nav_01251,an_nil,navigable,True
pp_nav_01252,pp_nav_01271,navigable,False
pp_nav_01252,gujrat,navigable,True
pp_nav_01252,kohtali,navigable,True
pp_nav_01252,khewra,navigable,True
pp_nav_01252,dina,navigable,True
pp_nav_01253,kishtwar,navigable,True
pp_nav_01254,pp_nav_01261,navigable,False
pp_nav_01254,zhongli,navigable,True
pp_nav_01254,zhaoxin,navigable,True
pp_nav_01254,wuhe,navigable,True
pp_nav_01255,kwatsaan,improvable,True
pp_nav_01256,pp_nav_01274,improvable,False
pp_nav_01256,gujrat,improvable,True
pp_nav_01256,rasyal,improvable,True
pp_nav_01256,sialkot,improvable,True
pp_nav_01256,jammu,improvable,True
pp_nav_01256,udamphur,improvable,True
pp_nav_01256,bhimber,improvable,True
pp_nav_01257,pp_nav_01284,navigable,False
pp_nav_01257,naguatex,navigable,True
pp_nav_01257,doustioni,navigable,True
pp_nav_01258,yazoo,navigable,True
pp_nav_01258,koroa,navigable,True
pp_nav_01259,pp_nav_01281,navigable,False
pp_nav_01259,baghdad,navigable,True
pp_nav_01259,karbala,navigable,True
pp_nav_01259,an_nil,navigable,True
pp_nav_01259,hillah,navigable,True
pp_nav_01260,dinkot,navigable,True
pp_nav_01260,isakhel,navigable,True
pp_nav_01261,guzhen,navigable,True
pp_nav_01261,zhongli,navigable,True
pp_nav_01261,huaiyuan,navigable,True
pp_nav_01261,wuhe,navigable,True
pp_nav_01262,pp_nav_01265,barrier,False
pp_nav_01262,pp_nav_01268,barrier,False
pp_nav_01262,shangjin,barrier,True
pp_nav_01262,xunyang,barrier,True
pp_nav_01263,pp_nav_01272,navigable,False
pp_nav_01263,xiacai,navigable,True
pp_nav_01263,zhongli,navigable,True
pp_nav_01263,shouchun,navigable,True
pp_nav_01263,huaiyuan,navigable,True
pp_nav_01264,pp_nav_01273,navigable,False
pp_nav_01264,dayr_aqul,navigable,True
pp_nav_01264,an_nil,navigable,True
pp_nav_01264,numaniyyah,navigable,True
pp_nav_01265,yun,navigable,True
pp_nav_01265,pp_nav_01266,improvable,False
pp_nav_01265,shangjin,navigable,True
pp_nav_01265,xunyang,navigable,True
pp_nav_01265,yunxi,navigable,True
pp_nav_01265,huanglong,navigable,True
pp_nav_01266,yun,improvable,True
pp_nav_01266,pp_nav_01275,improvable,False
pp_nav_01266,wudang,improvable,True
pp_nav_01266,huanglong,improvable,True
pp_nav_01267,taliepacana,navigable,True
pp_nav_01267,consha,navigable,True
pp_nav_01268,xunyang,barrier,True
pp_nav_01268,xicheng,barrier,True
pp_nav_01268,goupingguan,barrier,True
pp_nav_01269,yazoo,navigable,True
pp_nav_01269,pp_nav_01287,navigable,False
pp_nav_01269,tunica,navigable,True
pp_nav_01270,pp_nav_01291,navigable,False
pp_nav_01270,tensas,navigable,True
pp_nav_01270,ouachita,navigable,True
pp_nav_01271,pp_nav_01279,navigable,False
pp_nav_01271,gujrat,navigable,True
pp_nav_01271,busal,navigable,True
pp_nav_01271,khewra,navigable,True
pp_nav_01271,bhera,navigable,True
pp_nav_01272,xiacai,navigable,True
pp_nav_01272,shouchun,navigable,True
pp_nav_01272,yingshang,navigable,True
pp_nav_01273,pp_nav_01276,navigable,False
pp_nav_01273,dayr_aqul,navigable,True
pp_nav_01273,numaniyyah,navigable,True
pp_nav_01273,bakusaya,navigable,True
pp_nav_01273,wasit,navigable,True
pp_nav_01274,pp_nav_01285,navigable,False
pp_nav_01274,gujrat,navigable,True
pp_nav_01274,busal,navigable,True
pp_nav_01274,eminabad,navigable,True
pp_nav_01274,sialkot,navigable,True
pp_nav_01275,wudang,improvable,True
pp_nav_01275,gucheng,improvable,True
pp_nav_01275,guanghua,improvable,True
pp_nav_01276,pp_nav_01292,navigable,False
pp_nav_01276,bakusaya,navigable,True
pp_nav_01276,al_tib,navigable,True
pp_nav_01276,wasit,navigable,True
pp_nav_01277,shouchun,navigable,True
pp_nav_01277,huoqiu,navigable,True
pp_nav_01277,yingshang,navigable,True
pp_nav_01278,pp_nav_01283,navigable,False
pp_nav_01278,humati,navigable,True
pp_nav_01278,mabila,navigable,True
pp_nav_01278,piachi,navigable,True
pp_nav_01278,atahachi,navigable,True
pp_nav_01279,shahpur,navigable,True
pp_nav_01279,khushab,navigable,True
pp_nav_01279,khewra,navigable,True
pp_nav_01279,bhera,navigable,True
pp_nav_01280,pp_nav_01294,navigable,False
pp_nav_01280,dinkot,navigable,True
pp_nav_01280,dera_ismail_khan,navigable,True
pp_nav_01280,bhakkar,navigable,True
pp_nav_01281,pp_nav_01300,navigable,False
pp_nav_01281,karbala,navigable,True
pp_nav_01281,kufa,navigable,True
pp_nav_01281,hillah,navigable,True
pp_nav_01282,pp_nav_01299,navigable,False
pp_nav_01282,tombigbee,navigable,True
pp_nav_01282,consha,navigable,True
pp_nav_01283,pp_nav_01290,navigable,False
pp_nav_01283,tohome,navigable,True
pp_nav_01283,mabila,navigable,True
pp_nav_01283,piachi,navigable,True
pp_nav_01284,ya_ttaish,navigable,True
pp_nav_01284,doustioni,navigable,True
pp_nav_01285,pp_nav_01295,navigable,False
pp_nav_01285,busal,navigable,True
pp_nav_01285,eminabad,navigable,True
pp_nav_01285,pindi_bhattian,navigable,True
pp_nav_01285,lalian,navigable,True
pp_nav_01286,pp_nav_01303,improvable,False
pp_nav_01286,zhaohua,improvable,True
pp_nav_01286,puan,improvable,True
pp_nav_01286,cangxi,improvable,True
pp_nav_01286,miangu,improvable,True
pp_nav_01287,yazoo,navigable,True
pp_nav_01287,pp_nav_01298,navigable,False
pp_nav_01287,tensas,navigable,True
pp_nav_01287,chittaloosa,navigable,True
pp_nav_01287,tunica,navigable,True
pp_nav_01288,xiangyang,navigable,True
pp_nav_01288,fancheng,navigable,True
pp_nav_01288,gucheng,navigable,True
pp_nav_01288,guanghua,navigable,True
pp_nav_01289,pp_nav_01304,navigable,False
pp_nav_01289,ya_ttaish,navigable,True
pp_nav_01289,calcasieu,navigable,True
pp_nav_01290,pp_nav_01301,navigable,False
pp_nav_01290,tombigbee,navigable,True
pp_nav_01290,tohome,navigable,True
pp_nav_01291,pp_nav_01309,navigable,False
pp_nav_01291,tensas,navigable,True
pp_nav_01291,catahoula,navigable,True
pp_nav_01292,pp_nav_01305,navigable,False
pp_nav_01292,abdas,navigable,True
pp_nav_01292,al_madar,navigable,True
pp_nav_01292,al_tib,navigable,True
pp_nav_01292,wasit,navigable,True
pp_nav_01293,taixing,navigable,True
pp_nav_01293,yantze_estuary,navigable,False
pp_nav_01293,dantu,navigable,True
pp_nav_01293,jiangyin,navigable,True
pp_nav_01293,wujin,navigable,True
pp_nav_01294,pp_nav_01317,navigable,False
pp_nav_01294,karor,navigable,True
pp_nav_01294,karor_2,navigable,True
pp_nav_01294,dera_ismail_khan,navigable,True
pp_nav_01294,bhakkar,navigable,True
pp_nav_01295,pp_nav_01306,navigable,False
pp_nav_01295,sillanwali,navigable,True
pp_nav_01295,chiniot,navigable,True
pp_nav_01295,pindi_bhattian,navigable,True
pp_nav_01295,lalian,navigable,True
pp_nav_01296,yicheng,navigable,True
pp_nav_01296,pp_nav_01310,navigable,False
pp_nav_01296,xiangyang,navigable,True
pp_nav_01296,fengle,navigable,True
pp_nav_01297,wujiang_yingtian,navigable,True
pp_nav_01297,shangyuan,navigable,True
pp_nav_01297,jiangning,navigable,True
pp_nav_01297,hezhou_he,navigable,True
pp_nav_01297,wuhu,navigable,True
pp_nav_01297,dangtu,navigable,True
pp_nav_01298,pp_nav_01320,navigable,False
pp_nav_01298,tensas,navigable,True
pp_nav_01298,chittaloosa,navigable,True
pp_nav_01298,natchez,navigable,True
pp_nav_01298,catahoula,navigable,True
pp_nav_01299,pp_nav_01316,navigable,False
pp_nav_01299,tombigbee,navigable,True
pp_nav_01299,escatawppa,navigable,True
pp_nav_01300,pp_nav_01312,navigable,False
pp_nav_01300,samawa,navigable,True
pp_nav_01300,kufa,navigable,True
pp_nav_01300,hillah,navigable,True
pp_nav_01300,qadisiyyah,navigable,True
pp_nav_01301,pp_nav_01316,navigable,False
pp_nav_01301,tombigbee,navigable,True
pp_nav_01301,tohome,navigable,True
pp_nav_01302,pp_nav_01308,barrier,False
pp_nav_01302,sarahan,barrier,True
pp_nav_01302,nako,barrier,True
pp_nav_01303,pp_nav_01321,navigable,False
pp_nav_01303,cangxi,navigable,True
pp_nav_01303,langzhong,navigable,True
pp_nav_01303,nanbu,navigable,True
pp_nav_01304,pp_nav_01319,navigable,False
pp_nav_01304,kisatchie,navigable,True
pp_nav_01304,calcasieu,navigable,True
pp_nav_01305,pp_nav_01326,navigable,False
pp_nav_01305,abdas,navigable,True
pp_nav_01305,al_madar,navigable,True
pp_nav_01306,pp_nav_01307,navigable,False
pp_nav_01306,pp_nav_01324,navigable,False
pp_nav_01306,sillanwali,navigable,True
pp_nav_01306,jhang,navigable,True
pp_nav_01306,chiniot,navigable,True
pp_nav_01307,sillanwali,navigable,True
pp_nav_01307,mankera,navigable,True
pp_nav_01308,sarahan,barrier,True
pp_nav_01308,suket,barrier,True
pp_nav_01309,pp_nav_01319,navigable,False
pp_nav_01309,pp_nav_01320,navigable,False
pp_nav_01309,kisatchie,navigable,True
pp_nav_01309,opelousa,navigable,True
pp_nav_01309,catahoula,navigable,True
pp_nav_01310,pp_nav_01342,navigable,False
pp_nav_01310,shayang,navigable,True
pp_nav_01310,fengle,navigable,True
pp_nav_01310,zhongxiang,navigable,True
pp_nav_01310,shipai,navigable,True
pp_nav_01311,rosetta_mouth,navigable,False
pp_nav_01311,pp_nav_01341,navigable,False
pp_nav_01311,rashid,navigable,True
pp_nav_01311,damanhur,navigable,True
pp_nav_01311,el_burullus,navigable,True
pp_nav_01311,el_mahalla,navigable,True
pp_nav_01311,fuwa,navigable,True
pp_nav_01312,pp_nav_01322,navigable,False
pp_nav_01312,samawa,navigable,True
pp_nav_01312,nasiriyah,navigable,True
pp_nav_01312,hillah,navigable,True
pp_nav_01313,pp_nav_01325,navigable,False
pp_nav_01313,tongling,navigable,True
pp_nav_01313,fanchang,navigable,True
pp_nav_01313,wuwei,navigable,True
pp_nav_01313,wuhu,navigable,True
pp_nav_01314,pp_nav_01315,improvable,False
pp_nav_01314,kahlur,navigable,True
pp_nav_01314,suket,navigable,True
pp_nav_01315,pp_nav_01334,improvable,False
pp_nav_01315,kahlur,improvable,True
pp_nav_01315,sirhind,improvable,True
pp_nav_01315,kutlehar,improvable,True
pp_nav_01315,rahon,improvable,True
pp_nav_01316,pp_nav_01340,navigable,False
pp_nav_01316,tombigbee,navigable,True
pp_nav_01316,tohome,navigable,True
pp_nav_01316,escatawppa,navigable,True
pp_nav_01317,pp_nav_01348,navigable,False
pp_nav_01317,karor,navigable,True
pp_nav_01317,karor_2,navigable,True
pp_nav_01317,dera_ghazi_khan,navigable,True
pp_nav_01318,gonjo,navigable,True
pp_nav_01318,tangkya,navigable,True
pp_nav_01318,jomda,navigable,True
pp_nav_01318,katok,navigable,True
pp_nav_01318,kharak,navigable,True
pp_nav_01319,kisatchie,navigable,True
pp_nav_01319,opelousa,navigable,True
pp_nav_01319,calcasieu,navigable,True
pp_nav_01320,pp_nav_01335,navigable,False
pp_nav_01320,natchez,navigable,True
pp_nav_01320,opelousa,navigable,True
pp_nav_01320,catahoula,navigable,True
pp_nav_01320,itihumma,navigable,True
pp_nav_01321,pp_nav_01345,navigable,False
pp_nav_01321,nanchong,navigable,True
pp_nav_01321,xiangru,navigable,True
pp_nav_01321,yilong,navigable,True
pp_nav_01321,nanbu,navigable,True
pp_nav_01322,pp_nav_01336,navigable,False
pp_nav_01322,samawa,navigable,True
pp_nav_01322,nasiriyah,navigable,True
pp_nav_01322,suq_al_shuyukh,navigable,True
pp_nav_01322,al_qatr,navigable,True
pp_nav_01323,pp_nav_01327,navigable,False
pp_nav_01323,pp_nav_01333,navigable,False
pp_nav_01323,kapurthala,navigable,True
pp_nav_01323,fatehabad,navigable,True
pp_nav_01323,hajner,navigable,True
pp_nav_01323,jalandhar,navigable,True
pp_nav_01323,firozpur,navigable,True
pp_nav_01323,kasur,navigable,True
pp_nav_01324,jhang,navigable,True
pp_nav_01324,mankera,navigable,True
pp_nav_01324,shorkot,navigable,True
pp_nav_01325,pp_nav_01351,navigable,False
pp_nav_01325,guichi,navigable,True
pp_nav_01325,tongling,navigable,True
pp_nav_01325,wuwei,navigable,True
pp_nav_01325,zongyang,navigable,True
pp_nav_01326,pp_nav_01336,navigable,False
pp_nav_01326,pp_nav_01346,navigable,False
pp_nav_01326,abdas,navigable,True
pp_nav_01326,al_madar,navigable,True
pp_nav_01326,basra,navigable,True
pp_nav_01326,muhammerah,navigable,True
pp_nav_01326,hoveyzeh,navigable,True
pp_nav_01326,al_qatr,navigable,True
pp_nav_01327,pp_nav_01353,navigable,False
pp_nav_01327,firozpur,navigable,True
pp_nav_01327,dipalpur,navigable,True
pp_nav_01327,muktsar,navigable,True
pp_nav_01327,kasur,navigable,True
pp_nav_01328,pp_nav_01329,improvable,False
pp_nav_01328,wushan,improvable,True
pp_nav_01328,badong,improvable,True
pp_nav_01328,fengjie,improvable,True
pp_nav_01329,badong,navigable,True
pp_nav_01329,zigui,navigable,True
pp_nav_01330,pp_nav_01360,barrier,False
pp_nav_01330,gonjo,barrier,True
pp_nav_01330,shar_yelpuk,barrier,True
pp_nav_01330,katok,barrier,True
pp_nav_01331,pp_nav_01356,navigable,False
pp_nav_01331,qujiang_guangan,navigable,True
pp_nav_01331,liujiang,navigable,True
pp_nav_01332,fengjie,navigable,True
pp_nav_01332,yunyang,navigable,True
pp_nav_01333,pp_nav_01334,navigable,False
pp_nav_01333,hajner,navigable,True
pp_nav_01333,jalandhar,navigable,True
pp_nav_01333,rahon,navigable,True
pp_nav_01333,raikot,navigable,True
pp_nav_01334,sirhind,navigable,True
pp_nav_01334,rahon,navigable,True
pp_nav_01334,raikot,navigable,True
pp_nav_01335,pp_nav_01355,navigable,False
pp_nav_01335,opelousa,navigable,True
pp_nav_01335,itihumma,navigable,True
pp_nav_01336,basra,navigable,True
pp_nav_01336,suq_al_shuyukh,navigable,True
pp_nav_01336,al_qatr,navigable,True
pp_nav_01337,pasho,barrier,True
pp_nav_01337,shopando,barrier,True
pp_nav_01338,pp_nav_01349,improvable,False
pp_nav_01338,yunyang,improvable,True
pp_nav_01338,wanzhou,improvable,True
pp_nav_01339,pp_nav_01354,improvable,False
pp_nav_01339,zigui,improvable,True
pp_nav_01339,yiling,improvable,True
pp_nav_01340,mobile,navigable,True
pp_nav_01340,tohome,navigable,True
pp_nav_01340,escatawppa,navigable,True
pp_nav_01341,pp_nav_01365,navigable,False
pp_nav_01341,damanhur,navigable,True
pp_nav_01341,tarrana,navigable,True
pp_nav_01341,ramsis,navigable,True
pp_nav_01341,el_mahalla,navigable,True
pp_nav_01341,menouf,navigable,True
pp_nav_01341,kharibta,navigable,True
pp_nav_01342,pp_nav_01357,navigable,False
pp_nav_01342,qianjiang,navigable,True
pp_nav_01342,jingling,navigable,True
pp_nav_01342,shayang,navigable,True
pp_nav_01342,shipai,navigable,True
pp_nav_01343,haining,improvable,True
pp_nav_01343,jiaxing,improvable,True
pp_nav_01343,hangzhou,improvable,True
pp_nav_01343,wujiang,improvable,True
pp_nav_01343,chongde,improvable,True
pp_nav_01344,pp_nav_01369,barrier,False
pp_nav_01344,zhanggu,improvable,True
pp_nav_01344,durgyeling,improvable,True
pp_nav_01344,dartsedo,improvable,True
pp_nav_01345,pp_nav_01367,improvable,False
pp_nav_01345,yuechi,navigable,True
