location_tag,raw_material
y_uasu,fish
kalaamaya,livestock
lubefu,wild_game
firozkoh,lead
hoengcheon,millet
jang_tana,wild_game
tamoio,lumber
utugo_kuri_doge,iron
khwar,cotton
al_maramiyah,wheat
brokhovo,wild_game
asifabad,dyes
honaz,salt
tukspush,lumber
sarkikaraagac,lumber
car_nicobar,fish
firozpur,wheat
rovaniemi,wild_game
radnor,medicaments
siteia,olives
rumah,cotton
kraburi,tin
sya,horses
lavongai,fish
ishimbay,lumber
golo_muiassa,lumber
poznan,wheat
milos,alum
bobolice,lumber
qala_fateh,wool
kulpi,lumber
mubami,lumber
jamsa,lumber
kaaysara,salt
castrojeriz,wheat
ar_rawdah,wheat
tirukoilur,fruit
rappahannock,fish
ouricuri,iron
troshovo,fur
tepeticpac,maize
pali_uttar_pradesh,cotton
jigansk,lumber
sendamangalam,horses
kitzingen,fruit
weiqing,cotton
asahkaiowaipu,lumber
chivilco,fruit
tarrega,wheat
kudat,fish
phnom_penh,legumes
kara_shilka,goods_gold
cameroons,fish
nikolskoye_kema,medicaments
fucheng_hejian,cotton
manna,fish
bajura,stone
chongshan,fiber_crops
kells,stone
yanjin,livestock
abesehir,livestock
ksar_ibn_senane,fruit
sfaqes,fish
wotapio,wild_game
jianghua,rice
sliammon,lumber
tanabi,lumber
kelaelkces,salt
senafe,stone
sarab,livestock
katou,millet
quibdo,iron
bul_bukhta,fur
uppinangady,elephants
waini,fruit
shouzhang,cotton
karaftit,goods_gold
silkeborg,lumber
krestyakh,fur
gowtano,fiber_crops
mashgalende,wild_game
villanueva_de_la_serena,olives
kirkcudbright,wool
velyka_lepetykha,wheat
caraja,wild_game
guanay,fruit
tolomako,stone
duau,fish
kankakee,clay
enhe_hada,lumber
escurial,wool
esfarayen,livestock
yafran,wheat
huanacache,wild_game
jawoyn,livestock
baghin,fruit
chikhan_agui,wild_game
manhattan,legumes
tensas,maize
pangyang,millet
kiponguve,sand
wemba_wemba,millet
sibugay,fish
veliky_ustyug,fur
linjiang,legumes
asirgarh,cotton
bal_cattinon,lumber
khabr,medicaments
mbondo,millet
hazaribagh,lumber
paraguachoa,fish
gaia,wheat
aslanduz,wool
uqturpan,iron
alessandria,wheat
hadamar,wild_game
lantian,gems
baijnath,livestock
tipinuwak,fur
liribamba,stone
kaiguang,livestock
kahayan_hilir,sand
kuruko,cotton
chhmuoh_thmei,fiber_crops
lucena,olives
tantaricuy,potato
dalgan,wild_game
garoowe,livestock
jaragua,fiber_crops
royan,wheat
khan_khentii,lumber
vichy,medicaments
aksu,cotton
sura,potato
kawliya,sugar
kitagnaq,ivory
gualas,salt
palyku,clay
dourtenga,livestock
jableh,wheat
modena,wine
muong_luan,wild_game
mianzhou,tea
esztergom,marble
jelai,fish
ngololo,livestock
succun,wild_game
moncorvo,iron
mohetan,coal
neekeari,fiber_crops
arboga,lumber
kyshtym,iron
bunji,wool
sidhi,legumes
baochang_nanxiong,lumber
konkoure,rice
jarrah_karri,wild_game
uelzen,millet
seediq,wild_game
basud,beeswax
montiel,wheat
khmilnyk,horses
paralkot,wild_game
muong_cha,lumber
bacs,wool
gunma,legumes
almeria,fiber_crops
cundi,lumber
krumbach,wheat
lumeje,lumber
yixingzhou,lumber
chedzurgwe,livestock
capino,fruit
kapiwary,fish
junnar,incense
sjalevad,lumber
pingquan,lead
hamcumqua,livestock
nouakchott,fish
ibotirama,legumes
kileqollo,maize
tututni,fish
metog,rice
wangan,gems
wadjar,millet
wakabunga,livestock
iiq,fish
tolosa,fish
hostotipaquillo,gems
hodod,wool
kashmar,wild_game
beysehir,wild_game
sumperk,stone
takutu,lumber
moneta,lumber
bludenz,silver
makonkalns,wild_game
verkhnyaya,lumber
toolginburra,fish
marv_al_rudh,livestock
qupayapu,salt
kandavu,fruit
udskoye,wild_game
mailsi,cotton
targu_trotus,salt
boluohe,millet
glasgow,wool
komo_kongo,lumber
moschevo,lumber
taghaza,salt
maxia,livestock
puebla_de_alcocer,livestock
tagudin,lumber
neoskweskau,fur
niue,lumber
awjila,livestock
yama_jap,fur
drawsko,legumes
popopis,wild_game
lusignan,fiber_crops
karcha_kala,wild_game
ningguo,fur
tayan,lumber
moycarn,livestock
kondagaon,elephants
rahachow,lumber
oodweyne,livestock
gyantse,wheat
dha_sohis,sand
rembo,fish
wuchang,rice
kansas,lumber
jekabpils,fur
akwaala,fish
malabang,clay
muchena,wild_game
kanum,fruit
koroa,fruit
napaktok,wild_game
moloskovitsa,beeswax
bryansk,livestock
nabiti,lumber
csurgo,wheat
xalisco,salt
hradec_kralove,wild_game
ad_dawasir,livestock
zavkhan,horses
mullaitivu,fish
ordos,horses
rottenburg,legumes
besalu,lumber
luchow,clay
huth,legumes
khordong,tea
chake,copper
khatanbulag,livestock
mkwaja,fish
nora,iron
nizhnyaya_toyma,lumber
maizinaazibi,lumber
weiyuan,tea
kotawaringin_lama,millet
ordu_bazar,salt
gaeta,wheat
sicheng,wild_game
garbahare,livestock
tenasserim,lumber
cauitaome,wild_game
dingri,livestock
gytgomkyvamm,goods_gold
tidore,cloves
manoharpur,dyes
lucapa,gems
riseberga,lumber
santok,lumber
borisoglebsk,livestock
guenoa,cotton
moghwachi,lumber
gurghiu,stone
ramnicu_sarat,millet
kozelj,livestock
gubbi_gubbi,fish
taita,iron
rugombe,cotton
caltanisetta,livestock
neopatras,wool
paroom,fruit
rongchang,silk
kaitangata,wild_game
tornea,fish
uglich,legumes
xunxian,rice
manyakheta,fruit
carrion_de_los_condes,wool
pazin,olives
orosi,maize
skaapirox,wild_game
oronia,fruit
kadykchan,fur
east_gogo,millet
moira,copper
uyandi,wild_game
sindangan,fish
ani_south,fish
gamka,wild_game
aonin,wild_game
wanan_wananjun,lumber
athani,dyes
bawku,livestock
tittabawassee,fur
xiangyi,wheat
guacayakima,cotton
ami,cotton
chicobi,wild_game
bigo_bya_mugenyi,beeswax
uryuu,fur
markovo,stone
norrtalje,fish
grant_creek,wild_game
ziebice,goods_gold
mora,wild_game
ashca_caycu,legumes
soyangi_trail,wild_game
glushkovo,fiber_crops
sauvo,millet
borulakh,fish
lai_lin_pi,wild_game
khangal,livestock
asfi,fish
mindouli,lead
endirey,wild_game
choccalpata,potato
lugoj,livestock
caslav,copper
xiangshan_xinhui,salt
yiling,fish
shahdad,livestock
limey,millet
namrup,elephants
ossossane,fiber_crops
waawiiyaataanong,salt
yorga,millet
bardok,fiber_crops
tsunthang,lumber
sulomay,fur
caninde,wild_game
birgi,olives
nkee_us,wild_game
acholi,livestock
tacatacaru,lumber
nisa,fruit
omchug,tin
oyotun,fish
al_kadwa,cotton
puquina,fish
gomel,lumber
mili_atoll,lumber
niebla,alum
kaministikowak,fur
ossabaw,legumes
jondaq,fruit
sapara,livestock
kurty,wild_game
thionville,lumber
ituzaingo,maize
korosten,medicaments
kanna_south,wild_game
zvenyhorodka,fiber_crops
nel_kan,fur
chillupar,rice
chhaya,millet
vertus,wine
taoyuan,clay
rangkull_mapu,legumes
ostroda,wool
vardal,livestock
calatayud,lead
jinghai,legumes
kokand,wheat
gulshara,sand
irondequoit,salt
fandene,millet
khati,lumber
renxian,wheat
sheopur,millet
egremont,wool
osijek,wheat
barajagua,fish
bamyan,iron
huanglong,rice
fushun,salt
kaset_sombun,livestock
guaimas,cotton
turas,medicaments
kouka,clay
mellrichstadt,lumber
bozok,wool
lahe,coal
sasovo,livestock
posio,fish
khotan,gems
bohio,tobacco
memmingen,stone
gani_koe,wild_game
kaleybar,wheat
tatama,beeswax
uromi,millet
lhari,livestock
hulu_seruyan,lumber
cosihuiriachi,tin
lucheng,beeswax
rostislavl_ryazansky,wheat
rudnik_poland,wool
ahel,fruit
pindale,cotton
khai_ma,sand
sarbisheh,livestock
mbanza_nsundi,livestock
boma,lumber
yilba,silver
tatev,stone
bobbio,wool
tocopilla,salt
tsaribrod,clay
ust_tsimla,fiber_crops
xinhua,rice
than_u_ge,maize
huili,legumes
atka,fur
mayyafariqin,clay
nei,fish
songzhou_songpan,wool
binder,rice
mocama,clay
rossosh,livestock
el_ksour,millet
nioac,wild_game
behali,wild_game
olvera,medicaments
messaad,wool
walloomsac,lumber
nacogdoches,lumber
lamas,lumber
maccan,fish
atalanti,iron
ebya,wild_game
bur_nepa,wild_game
millewa,goods_gold
pome,livestock
taourirt,iron
ratnapura_LKA,pepper
zacapu,wild_game
seohara,millet
xun,lead
almaliq,wheat
gorachouqua,fish
akisq_nuk,stone
leipzig,legumes
mbegua,maize
karniki,lumber
mgosas,lumber
abitau,fur
rantau_benar,lumber
ripon,beeswax
cheffia,legumes
xojeli,millet
zliten,fish
ngato,millet
mpongwe,lumber
xacona,fiber_crops
tzoite,chili
koponovo,fiber_crops
bampton,tin
borgloon,millet
kashary,livestock
kenda,elephants
jaynagar,fish
gueret,livestock
dunstable,wool
mbaba,lumber
pgotapesg,lumber
wadadokado,iron
barbacena,fiber_crops
tabuk_arabia,fruit
kema,stone
changtai,livestock
montendre,wine
manora,fish
safaga,stone
weishi,cotton
iwal,fish
zadar,salt
iwaki,lumber
montepeloso,horses
buwat,wheat
han,fiber_crops
medininkai_vilna,livestock
jangjin,silver
taposa,cotton
skikda,mercury
sordavala,fiber_crops
qianjiang_shaoqing,fur
rogozh,millet
vico,beeswax
kisi,legumes
yungas,tin
mistinatuakamau,fur
yunlian,tea
paracatu,wild_game
tu_nedhe,fur
tong_talun,pearls
ayopaya,copper
roxburgh,beeswax
baideng,livestock
bansko,wool
llucena,fruit
zelterijin,livestock
kiestinki,fur
vakhs,wheat
muyove,iron
kailashahar,wild_game
ashkamesh,beeswax
tim_samarkand,wheat
angkor,rice
dunfermline,fiber_crops
kish,pearls
mandleshwar,millet
fengzhou,millet
morvi,cotton
meshkan_khorasan,wool
wegorzewo,wool
masindrano,beeswax
mbanza_mpangu,lumber
calamari,salt
konibodom,livestock
kunlun,wild_game
tuyen_quang,silk
myshuryn_rih,beeswax
sarhad,wild_game
vic,lumber
toyoda,tea
umida,lumber
kihi,lumber
beni_suef,legumes
magdalenas,fish
budjanga,livestock
garandoili,rice
jiangling,goods_gold
mesuji,fiber_crops
guwahati,ivory
sitpur,wheat
siimitalik,wild_game
balassagyarmat,medicaments
yauto,stone
vokhma,lumber
lingzhou_dezhou,clay
duling,beeswax
zlotow,millet
muhammerah,legumes
leer,fish
rubaga,legumes
acaponeta,dyes
hawraman,fur
jiribatuba,sand
castelnau_de_medoc,salt
samten,clay
kharsawan,incense
ponta_grossa,lumber
brattahlid,wool
fadak,fruit
agordat,millet
tzaneen,salt
maloya,stone
balaguer,wheat
djonga,copper
erdao,millet
maitomoni_ohe,legumes
dhansiri,fruit
golconda,gems
blackwater,fur
pyrzyce,medicaments
voghera,legumes
copuz,wild_game
basithah,sand
willka_ulo,livestock
jowhar,sugar
dudhakunda,wool
zinapecuaro,lumber
nir,horses
agaes,legumes
larende,silver
focsani,wine
bonaigarh,rice
ardabil,livestock
raipur_bengal,fruit
tetovo,fur
umm_ad_dawm,livestock
celje,wheat
prievidza,saffron
ombu,fish
uxarraci,fiber_crops
kremenets,fiber_crops
toshima,fiber_crops
ushkau_nipi,wild_game
qagaan,fish
itaueira,wild_game
matruh,sand
biriri,cotton
kyshtovka,lumber
pangandaran,fish
pristina,coal
uian,sand
aakhoe,ivory
nazok_olya,wheat
molsemtekw,fish
tuubaa,horses
pangkalpinang,tin
grange,iron
yonibana,iron
wuan,wheat
penlamu,maize
enlhet,lumber
avraga,horses
huriel,wool
kantit,rice
shenge,rice
guzhou,lumber
linlithgow,livestock
sason,livestock
harlau,livestock
haifeng,beeswax
chiluane,fruit
durg,rice
yurimagua,chili
plymouth,tin
chaocheng,legumes
diriyah,wheat
wuwei,wheat
morgex,lumber
essipit,lumber
dzaigil,livestock
delaram,wool
macedo,lumber
nariele,livestock
turinsk,lumber
ntsoana_tsatsi,tin
enjebara,medicaments
yao,clay
kosrae,fish
milicz,fish
patuxet,fish
chowanoke,legumes
yangikent,cotton
pina_de_ebro,marble
djappuminyou,lumber
perbaungan,livestock
dover,fish
chishmy,lumber
son_la,millet
anyuysk,wild_game
khulays,fish
olimisk,fur
brzeznica,millet
weimo,wild_game
enookwasaneenah,sand
banbishan,livestock
pingzhu,livestock
shavgar,livestock
qiubei,cotton
taihe,wheat
sahpeech,wild_game
joroinen,wild_game
ugolnye,ivory
ried,livestock
siraha,lumber
orda_bazar,horses
wipukba,wild_game
guazacapan,maize
belyov,wild_game
rzhavets,legumes
patan,dyes
darkylakh,fur
senderk,iron
soest,livestock
zhamankul,legumes
fukushima,medicaments
siegburg,clay
gechak,wheat
wedde,sand
fernando_po,fish
bihar_sharif,silk
ust_koksa,iron
jaru,stone
al_matamma,livestock
linhuan,legumes
avila,fiber_crops
smederevo,marble
boseong,tea
ochi,fruit
pakanahuili,legumes
sokode,millet
quy_hoa,wool
raichur,cotton
kikongoluka,wild_game
bilghah,fruit
wyomissing,legumes
maloelap_atoll,lumber
iresim,clay
muping,livestock
derbent,wheat
danggali,livestock
montauk,fish
outaragasipi,wild_game
eldikan,fur
daraban,wool
el_kef,legumes
killeshandra,livestock
yangshan,livestock
kuarepoti,lumber
belya,lumber
kuopio,medicaments
nibork,clay
gonga_chode,wool
guvrel,ivory
nunusaku,fish
huaxtepec,maize
toki,clay
yexian_laizhou,goods_gold
viljandi,medicaments
yangyuan,salt
aheyya_fagg,lumber
narva,fish
skien,fish
arsubaniket,wheat
nambu,livestock
malykovka,horses
koskuduk,fish
nalyachchyya,fur
roskilde,wheat
uncompaghre,lumber
terbi,fruit
guancavilca,fish
matzikama,clay
varallo,lumber
changlin,rice
kaicheng_guyuan,wheat
nikitotegwak,wild_game
argun,fur
guamonial,fish
ngarla,fish
jiguani,lumber
jindo,rice
shipastouk,lumber
kodungallur,fish
heilbronn,wine
yelabuga,fur
hasankale,beeswax
taoondewake,fish
jubururu,lumber
chudovo,lumber
poenari,millet
ikpeng,fiber_crops
qardho,livestock
al_labbah,livestock
ilasi,fiber_crops
hsenwi,lead
ucuna,fish
arthabaska,wild_game
busiyn,fiber_crops
dakahla,rice
znamenskoye,fur
wicklow,wheat
diakha,wheat
liupu,lumber
mwamasapa,coal
altaikha,wild_game
bryante,lumber
toggenburg,wool
theodoro,wine
baishan,rice
oando,livestock
huichuan,cotton
kalundborg,medicaments
sonda_karnataka,elephants
ornans,livestock
leko,lumber
khotsimsk,wild_game
ambrizete,lumber
sengel,wild_game
minisose,fiber_crops
piri,lumber
chom_khao_maneerat,legumes
carangas,wool
fuping,lumber
naka_iwami,rice
shehong,wheat
yerkyutey,wild_game
pa_kiut_lema,lumber
donets_kharkiv,legumes
babuza,millet
shushenskoye,iron
bongao,fish
tavan,livestock
lepsy,sand
al_amlah,wheat
kasivarren,stone
tamdoult,silver
ketanda,goods_gold
wiang_fang,livestock
sosnytsia,fur
komarom,fish
rio_pomba,fruit
yamanquex,mercury
gorodishche,livestock
yax_mutal,dyes
auleta,livestock
erode,incense
maselga,fur
mima,tea
alyanbulag,millet
daya_kathyn,legumes
kelinjau,legumes
wiradjuri,legumes
tompo,fur
tindirma,rice
aimchan,goods_gold
chebarkul,iron
shatili,lumber
epwikek,wild_game
kiskiack,iron
yaakwdaat,fur
shumushu,fish
aneityum,salt
al_suman,fruit
brilon,lead
subaytila,olives
sibook,wild_game
kargilik,wool
assode,livestock
jacui,beeswax
mum,lumber
firuzkuh,wool
shari,millet
ait_benhaddou,wool
kadom,livestock
ulkayak,wild_game
dresden,wine
sra_luang,rice
kamyshla,wheat
mareeg,fruit
boala,ivory
andranoboka,rice
jiaohe,wheat
damba,clay
blonduos,fish
nosbonsing,fur
uiju,rice
osatayogliglas,sand
ujiji,millet
limerick,millet
langzhong,livestock
koloma,wild_game
baruun_tar_nuur,livestock
badra,millet
nuwakot,wild_game
tobolsk,fur
dagett,wild_game
sabya,fish
zuera,salt
hotalich,wine
florence,silk
pekalongan,cloves
pamticough,fruit
west_ngindo,wild_game
koko,rice
cayaguayo,cotton
taatiilaaq,fur
cootamundra,goods_gold
bamangwato,millet
kahlur,lumber
tuapse,livestock
seke_gabun,fruit
negombo,pepper
rietavas,lumber
koutiala,cotton
koure,legumes
huaiyuan_mizhi,wool
kulykol,legumes
xinning_dazhou,lumber
bidjara,fiber_crops
usun,lumber
mistissini,fur
huari,cotton
hillah,rice
dalniye_zelentsy,wild_game
lynn,wool
pyuthan,livestock
yukonda,fur
andreapol,lumber
takassaba,livestock
prerov,wild_game
gorodets,lumber
boruy,wool
nordmark,beeswax
itu_jilin,wheat
krabi,beeswax
monastir,beeswax
lusongui,wild_game
baden,wine
chieti,wheat
zouping,silk
rencheng,coal
mandalgarh,millet
paya,lead
levaya_khetta,wild_game
jaligny,wool
usak,clay
dukagjini,fiber_crops
kiemi,lumber
richfield,wild_game
sabarabucu,goods_gold
khirkhira,millet
tagmo_lingkha,wild_game
senapelan,legumes
otas,lumber
sarek,stone
enmyl_yn,fish
zazhimchar,fur
galich,salt
kildare,horses
kusk_kohneh,livestock
tada,millet
tenkodogo,horses
shiewhibak,fiber_crops
patea,fruit
taveuni,fruit
adzera,beeswax
igra,lumber
kibanga,lumber
neksikan,wild_game
harishpur,fish
humbe,wheat
temsamane,livestock
tessuialluk,fur
nonoava,goods_gold
turnhout,wool
elche,sand
madoi,wild_game
coatlicamac,medicaments
bandar_rig,fruit
dinghu,millet
lukenie,lumber
mopeia,rice
landau,wheat
aracuai,wild_game
baku,sand
qutayfah,wool
qira,horses
pemigewasset,fur
timbu,livestock
novye_burasy,livestock
ashoro,livestock
talovka,wild_game
baligram,gems
keraoua,wild_game
neiqiu,legumes
chitope,fish
sagadahoc,legumes
tsekani,lumber
yanling,dyes
mala,lumber
trapani,marble
ayodhya,rice
ambolosy,lumber
marrithiyel,millet
harbuzynka,clay
elizondo,lumber
changning_anyuan,livestock
nangcheon,rice
ranthambore,stone
soba_gawe,wild_game
yeongil,fish
aberystwyth,silver
ishbukun,lumber
al_bleiteh,wheat
catania,silk
samoylovka,livestock
adachi_kanto,beeswax
sishui,cotton
savur,olives
bayantsagaan,livestock
satoraljaujhely,wine
melekess,horses
hakha,tea
attendorn,fur
jhal,wild_game
kutai_lama,millet
tanjay,rice
tebessa,wheat
kuji,tea
nestaocano,wild_game
aconquija,maize
ajaccio,wool
lang_giang,rice
usti_nad_labem,fur
al_luhayyah,fish
karpathos,clay
yumba,fiber_crops
campulung_moldovenesc,iron
aix_en_provence,salt
balanda,livestock
tagloc,fruit
burglengenfeld,fur
fraga,wheat
sadak,livestock
bulgan,livestock
menongue,lumber
sarduiyeh,silver
seru,wheat
kilwa_kisiwani,fish
agawa_superior,fish
sm_algyax,lumber
dongguang,livestock
kahwenoke,legumes
anxiang,rice
tangcheng,legumes
mokaie,fish
canete,livestock
jimo,fruit
juxeri,lumber
seymchan,wild_game
yuka,wild_game
ngurraiillam,goods_gold
orotukan,wild_game
ngoc_ma,lumber
umarkot,livestock
quepos,pearls
dogai,wild_game
haynay,lumber
maghana,clay
dayao,salt
otadaonanis,fish
techamutete,wild_game
jurrah,wheat
rychbach,livestock
talitsa,lumber
makna,fish
banamba,millet
waxhaw,fruit
xincai,beeswax
bida,sand
huitong,clay
brest_litowsk,millet
khammamet,cotton
saku,rice
geneseo,maize
cuencame,sand
quellon,fish
gayo_lues,cloves
khomani,wild_game
grevesmuhlen,sand
biryusa,iron
kaarendy,fiber_crops
wigal_wollumbul,fiber_crops
parnaiba,lumber
kintampo,livestock
kichera,fish
tegina,rice
palanga,salt
kumilla,lumber
kabikabi,goods_gold
rongerik_atoll,medicaments
hailang,wheat
buir_nuur,horses
batang,rice
varda,legumes
plonsk,livestock
ragnit,wheat
qingfu,fish
izori,legumes
sumampa,sand
spirka,ivory
kozyrevsk,wild_game
lofotr,fish
firuzabad,wool
tetzapotitlan,lumber
muwayh,fruit
lodose,millet
tivoli,marble
urtsun,wool
papasquiaro,iron
selenge,fiber_crops
quetta,rice
sumilao,rice
nimanburu,millet
zhongling,livestock
chitrakuta,legumes
ambohidray,rice
devanagara,beeswax
tanda,millet
pabaska,legumes
drehu,fish
toling,wool
tawang,wild_game
nal,livestock
lumajang,saltpeter
lubue,lumber
biripi,sand
arkhangelskoye_vologda,fur
sutara,lumber
bunce_island,fish
isawa,rice
chalahume,legumes
juban,iron
houma,lumber
gaomi,wheat
malung,lumber
koporye,wild_game
kreuznach,mercury
bakongo,fiber_crops
odense,wheat
gaya,lumber
pisaq,copper
elgin,millet
east_shangana,ivory
borovichi,lumber
bafata,clay
mupung,lead
tetela_boa,medicaments
chisvingo,cotton
medicina,medicaments
jeongeup,pepper
lalitpur,stone
palatka,fur
chagu,legumes
kampong_roessei,rice
troitsk,lumber
bosra,cotton
marib,incense
tyukalinsk,wild_game
banlung,gems
kuindumba,iron
minong,fur
toulouse,dyes
jipyeong,rice
suwon,fish
korela,iron
mianchi,wheat
baryang,livestock
bassano,livestock
bol_shaya_martynovka,livestock
wihlink,coal
mesagami,wild_game
maganasipi,fur
menara,lumber
chortoryisk,wool
niineniiniicie,silver
ramah,horses
wuluo,lumber
akkajaur,lumber
houtunqua,beeswax
ouentarionk,maize
seogyeong,coal
hulu_mendawai,lumber
tichit,salt
uinkaret,maize
balcheta,fish
pulasari,legumes
upuahpukau,wild_game
digenegh,fur
k_alii_xkalaan,fur
hashtrud,wool
sorocaba,legumes
kogan,fur
atikonak,lumber
nisiamk,lumber
patchepawapoka,wild_game
kibau,fiber_crops
sanhe_chaozhou,sugar
bukan,medicaments
murayama,fur
wucao,legumes
tawau,lumber
itapeva,beeswax
ayntab,dyes
kawardha,wild_game
pinle,rice
krasavino,fiber_crops
hudiksvall,fish
guaraca,maize
homalco,fur
alferovskaya,fur
peschanokopskoye,livestock
licheng,legumes
ewina,goods_gold
niemodlin,livestock
ouallam,livestock
miass,iron
gruyere,livestock
fuentiduena,wool
braslaw,fur
hendijan,fish
quang_uyen,lumber
barqaid,legumes
naas,beeswax
kotpad,lumber
babuyan_islands,fish
balagannakh,fur
tancarville,fish
masty,livestock
zhenfeng,pepper
hanyuan,fur
sidi_okba,salt
qikiqtagruk,wild_game
tangkya,livestock
yalarrnga,gems
giya,sugar
trang_an,salt
attock,cotton
ahaus,livestock
urgal,wild_game
texistepec,maize
mboune,livestock
athmallik,sugar
kainta,lumber
pibor,livestock
kikonteku,salt
tonala,maize
siba_circassia,millet
werinama,livestock
tomakivka,livestock
nowdezh,wild_game
combahee,lumber
dornoch,wild_game
panuco,fish
kigluaik,goods_gold
horsh_aiken,fish
cauouatstacau,lumber
al_muwaylih,fruit
brie_comte_robert,wine
dhading,marble
echemmaia,fruit
abutua,salt
azougui,sand
donglan,rice
pingwu,livestock
neubrandenburg,clay
notukeu,wild_game
holar,livestock
wemitigoj,fur
khakhaly,legumes
wloclawek,sand
zilina,lumber
hanabana,fish
pech,chili
sariyahsi,livestock
medellin,wheat
chalten,clay
salins_les_bains,salt
oril,millet
kangen,livestock
nikolskoye_andoma,wild_game
siva,lumber
calumbo,livestock
jingshan,livestock
kotosh,potato
assonet,stone
choma,clay
ondo,fiber_crops
lesparre_medoc,fruit
tixmul,cocoa
jerrinja,fish
gwa,pearls
xunyang,wild_game
kaxarari,medicaments
opaye,wild_game
germi,legumes
skitsetsen,fur
awabakal,coal
mardan,livestock
cabadbaran,rice
north_kimbu,lumber
chongxin,millet
dmitriyev,livestock
gorongoza,millet
newport,iron
ujvyn,fur
camapua,gems
huairen,clay
anyang,marble
bumbuli,lumber
paikoneka,legumes
ilibalyk,livestock
kachug,fur
chaun,wild_game
marapa,maize
atikum,wild_game
pame,maize
dobrzyn,wheat
kangeq,ivory
ust_yudoma,wild_game
meyami,fruit
haungtharaw,lumber
beylagan,fiber_crops
bagalkot,fruit
gingee,cotton
zarya,fur
chlef,millet
constantine_ALG,horses
kherameh,wheat
ruse,fish
asakuchi,fish
bungi,fish
alcantara,legumes
gari,lumber
shangjing,wheat
vadstena,horses
rechnoye,wool
sangiin_dalai,wool
shuihui,wild_game
teya,wild_game
el_jem,salt
yanshan,beeswax
dorchester,clay
rasht,silk
sok,wheat
simpcw,goods_gold
liannan,legumes
chiba,fish
lukou,livestock
xundabe,lumber
paranaiba,wild_game
uspallata,copper
azzan,wheat
manfalut,livestock
dehaj,livestock
uolba,lumber
kori_bara_karaa_ancas,livestock
arno_atoll,fruit
maiana_atoll,fruit
tinapihuaya,maize
nimnyr,fur
guaitaca,lumber
salmi,tin
dura,lumber
bydgoszcz,wheat
sarakhs,livestock
as_salafiyah,fruit
batubenge,lumber
zhuban_ana,medicaments
rama,lumber
waluulapam,medicaments
licheng_luan,lumber
gudamalani,salt
kurnool,elephants
hobyo,sand
tidsi,sugar
nitta,legumes
lemnos,alum
muhldorf,legumes
tamdy,wheat
allagash,fur
matapeake,fish
bafq,fruit
batchingou,wheat
lokoja,millet
osh,silk
nobel,fur
mestre,fish
veliki_preslav,wine
sirik,fish
baak,amber
bocaiuva_do_sul,wild_game
salyan,wool
ebolowa,lumber
yuririapundaro,fiber_crops
baode,fruit
yazduye,livestock
harardhere,fish
xingyang,clay
susoh,iron
winokapau,fur
atikokiwam,fur
xizhou,legumes
arka,wild_game
rajnagar,elephants
rana,wild_game
tukudika,lumber
sukkur,cotton
sokurdakh,wild_game
kromelak,fish
ongiin_khiid,wild_game
herment,lumber
bordeaux,wine
kumtura,beeswax
ras_kebdana,olives
occaneechi,lumber
naguatex,fiber_crops
andomsky_pogost,fish
xunaa,fish
azeevo,lumber
amundava,beeswax
tampu_machay,copper
yegindybulak,wild_game
xiica_hai_iic_coii,cotton
datong_datong,wheat
tiveden,lumber
zinacantan,stone
ostend,fish
mergui,fish
sequatchie,wild_game
amergo,cotton
nonouti_atoll,fish
st_helena,fish
piumhi,goods_gold
korpilombo,lumber
valmaseda,wool
streshyn,livestock
malaya_sosva,lumber
siocon,copper
balige,lumber
kortuz,wild_game
kuzmovka,wild_game
prague,wheat
daloa,livestock
tracadie,fish
atrakwaye,lumber
angermunde,lumber
patras,fish
vezir,livestock
pedersore,fish
sidon,cotton
dhadar,beeswax
baoruco,stone
inde,wild_game
wujiang,sugar
chama,gems
na_choo_ndek,wild_game
yancheng,salt
kamo,silver
ashmunayn,fruit
sousse,olives
crescent_spur,lumber
swinousjcie,amber
chiyone,fur
janauba,wild_game
millcca,iron
khaniadhana,wild_game
agreda,iron
salzwedel,fiber_crops
vic_sur_seille,salt
sokolka,wheat
perevitska,wheat
leukas,sand
kizilsu,fur
dumai,millet
tanjungpinang,fish
iles_de_los,lumber
ais,fish
wai,salt
melgueil,medicaments
aiud,mercury
vologda,iron
arrayda,alum
shopando,livestock
wurzburg,wine
changning_changning,legumes
tummana,iron
chakaria,beeswax
atchafalaya,fish
nochixtlan,lumber
shira_qulusun,livestock
hachberg,wine
sumbwa,livestock
toliara,clay
vire,fiber_crops
sangni,livestock
mpueto,beeswax
natastan,wild_game
wakaya,wild_game
new_calabar,pearls
marle,wheat
woleai_atoll,fish
rovdino,wild_game
kosa_perm,lumber
kawaiisu,wild_game
walata,salt
candir_cil,beeswax
asanas,legumes
wapusk,wild_game
longquanping,horses
panqiao,legumes
koroc,wild_game
gongjiang_jurchen,medicaments
fwai,fish
whakatu,legumes
carucairi,fish
cucurpe,wild_game
crikvenica,fish
wanbirujurari,fiber_crops
vesoul,coal
mekletin,livestock
vanu_aroaroa,fish
vatomandry,fish
minehead,beeswax
seringapatam,stone
ashevo,fiber_crops
fereydunshahr,livestock
narroging,lumber
kate,legumes
ustyuzhna_zheleznopolskaya,lumber
ketungau,lumber
kanamarca,goods_gold
badjidi,wild_game
munk,livestock
uda_mutsu,fish
wuyi_jinhua,rice
budimlja,wool
tamaroa,fiber_crops
bobai,sugar
khadjibey,sand
