location_tag,development
misool,19.320
mispec,0.000
misratah,21.590
missicabi,0.000
missinaibi,2.000
missinihe,1.000
missinipi,0.000
mississagi,0.000
mississinewa,3.090
missoula,0.000
mistahi,0.000
mistahi_sakahikan,0.000
mistaiyohe,4.000
mistango,2.000
mistanipi,0.000
mistassibi,0.000
mistassiniish,0.000
mistecapiu,0.000
mistelbach,80.140
mistimakan,0.000
mistinatuakamau,0.000
mistinatwayasu,0.000
mistissini,0.000
mistretta,31.860
mistutikumak,0.000
mitchigamea,3.390
mithankot,64.800
mithri,40.050
mitic,28.860
mitilene,14.950
mitimiri,9.140
mitis,0.000
mitoyo,31.850
mitrovica,16.750
mitse_adazi,0.000
mitsiadazi,2.000
mitsogo_kongo,0.000
mittaywanquam,0.000
mittersill,38.430
mityakinskaya,13.560
miwa,0.000
mixian,68.820
mixquiahuala,25.700
mixtlan,20.830
miyagi,32.330
miyakojima,7.080
miyaneh,23.180
miyazaki,19.800
miyoshi,24.660
miyoshi_shikoku,22.710
miyun,32.080
mizantla,9.240
mizda,12.090
mizhi,52.150
mizque,9.060
mkwaja,6.550
mlada_boleslav,45.300
mlungo,0.000
mnihaha,4.020
mnisaton,10.000
mnitanka,4.000
mo_o_ti,33.730
mo_ohta_vo_honaaeva,4.000
moadokado,0.000
moana_kassongo,1.830
moana_mpafu,0.000
moana_muafi,0.090
moana_mussumba,2.010
moanunts,0.000
moapa,0.000
mobaye,0.000
mobile,1.470
moca,0.000
mocama,0.000
mocana,39.580
moce_atoll,0.000
mocoa,3.200
mocozo,0.000
modasa,41.390
modena,86.910
modica,62.020
modigliana,45.090
modipe,0.000
modokni,0.000
modon,29.120
modos,36.990
moehe_yoe,2.000
moena_kalengo,5.000
moffat,0.000
mogadishu,17.500
mogador,18.310
mogas,6.090
moghwachi,0.000
mogi_das_cruzes,0.000
mogi_mirim,1.040
mogilev,32.410
mogilno,20.700
mogot,10.500
mohacs,44.780
mohan,34.430
mohe,8.000
mohetan,0.180
mohko,0.000
mohyliv_podilskyi,20.870
moi,0.000
moi_urusta,0.000
moingwena,8.100
moira,6.450
moissala,0.000
moito,0.000
moiynty,9.360
mojacar,33.290
mojenga,5.000
mokaie,0.000
mokelumne,0.000
mokhcha,15.860
mokowan,1.000
mokrous,3.140
mokshan,13.970
moksobo,27.500
mokwa,11.020
molangur,36.940
molchanovo,0.000
molde,12.830
molevon,14.610
molina_de_aragon,38.740
molins,50.710
mollyhuajeck,0.000
molodo,0.000
molodoi_tud,21.270
mologa,22.420
moloka_i,0.000
molomo,6.010
moloskovitsa,10.180
molsemtekw,0.000
molumbo,0.180
molundu,1.580
molvo,0.000
molyvos,17.490
moma,2.650
moma_katwoi,2.230
moma_moamba,3.050
mombasa,9.520
mombote,0.000
mompoj,25.410
mon,17.030
monadnock,0.000
monaghan,25.330
monahassanugh,3.480
monashee,0.000
monastir,72.930
monastyrshchina,18.920
monasukapanough,2.270
monbetsu,0.000
monchengladbach,79.850
moncorvo,24.240
mondo,11.810
mondonedo,19.440
mondongachate,0.900
mondoro,11.100
mondovi,65.710
monecato,8.360
monemvasia,24.930
monesterio,29.500
moneta,0.000
moneton,3.040
monfort_lamaury,37.040
monfort_sur_meu,63.960
monforte_de_lemos,39.070
mong_hpayak,21.670
mong_hsat,23.130
mong_yai,24.340
mong_yang,25.600
mong_yawng,24.620
monghsu,23.750
monghyr,50.220
mongkawng,24.720
mongkung,24.410
monglong,22.290
mongmit,21.930
mongnai,24.680
mongnawng,24.940
mongo,0.000
mongoffa,3.150
mongomo,1.590
mongpai,19.630
mongping,22.500
mongtung,20.530
mongyang,24.830
monhyin,21.110
monmouth,54.090
mono,0.000
monocacy,8.250
monona,10.170
monongahela,0.780
monopoli,67.390
monqui,0.520
mons,48.610
monselice,89.380
monsol,0.000
mont_de_marsan,34.830
montaigu,54.370
montaigut,47.710
montalban,28.620
montalcino,67.160
montalegre,20.240
montanchez,31.690
montargis,53.110
montauban,76.260
montauk,2.250
montbeliard,53.950
montblanc,27.430
montbozon,67.280
montbrison,51.000
montcenis,55.910
montefeltro,49.480
monteleone,57.530
montemor,31.340
montendre,54.920
montepeloso,51.900
monterado,16.630
monterrey,27.690
montes_claros,0.000
montflanquin,64.730
montgomery,64.550
monthey,36.760
montiel,21.950
montlaur,44.770
montlucon,55.190
montmedy,62.130
montmorency,64.990
montmorillon,71.330
montpellier,66.840
montreuil,56.070
montreuillon,74.170
montreux,33.330
monxoro,1.020
monza,59.290
monzes,4.760
monzon,48.920
monzon_campos,44.160
mooi,3.080
moona_mpanda,1.550
moose_river,0.000
moosonee,0.000
mootka,0.000
mopeia,3.810
moqoit,6.330
mora,9.320
mora_cam,13.320
mora_de_rubielos,27.320
mora_eth,16.010
mora_portugal,26.750
morag,29.710
moramanga,7.560
morangi,21.960
moratau,0.000
mordovo,15.480
morella,28.210
morgan,0.000
morgex,54.480
morhange,47.730
mori,3.400
mori_baridag,9.320
mori_celebes,16.690
morki,5.870
morkoka,0.000
morkvash,9.440
mormor,7.100
mornei,8.560
moro,15.050
moro_sindh,49.370
moron,33.220
morondo,3.150
morpeth,38.590
morphou,32.160
morrinhos,0.000
mors,92.620
morsha,15.470
mortagne,67.540
mortain,55.520
morvi,29.170
mosbach,45.490
moschevo,4.000
mosco,3.140
moscow,32.920
mosega,0.000
mosharahat,15.530
moshenskoye,18.920
moshi,0.000
moshok,16.830
mosiko,6.010
moskona,0.000
moskwawakwa,10.720
mosopeleacipi,2.240
moss,28.120
most,33.490
mostaganem,27.640
mostar,15.480
moster,19.210
mosul,39.530
motal,10.320
motoyoshi,19.280
motu_maha,0.000
motul,16.880
motupalli,38.200
motupohue,0.000
motutunga_atoll,0.000
motygino,0.000
mouchalagane,0.000
moudery,4.780
mount_athos,12.260
mountain_maidu,0.000
moura,33.130
mourdiah,11.210
mourionska,0.000
moussoro,9.020
moutiers,57.600
mouzon,69.620
movima,0.000
mowhemencho,8.680
moxos,0.000
moya,18.710
moyarta,15.700
moycarn,26.530
moyenga,4.010
moyobamba,4.020
mozambique,8.300
mozhaysk,21.990
mozhga,8.450
mozhino,18.450
mpala,0.000
mpanda,1.280
mpondo,0.000
mpongwe,0.000
mpota,0.000
mpueto,0.000
mpwapwa,12.880
mrauk_u,26.970
mrirah,20.430
mrubicha,0.000
msassa,0.370
msene,0.930
mser,17.050
msila,15.410
msinja,4.800
msire,6.660
msire_zambia,5.290
msiri,6.170
msoro,2.080
mstow,29.330
mstsislaw,22.130
msus,15.060
mtanye,1.140
mtetengwe,3.600
mthethwa,0.000
mti_pa,2.420
mtoko,5.120
mtoli,0.000
mtowa,0.430
mtsensk,21.960
mtskheta,21.100
mu_ngava,0.000
muan,45.040
muana,6.540
muang_et,22.530
muang_jam,22.620
muang_kham,22.540
muang_khemarat,25.660
muang_khuan_kra_buri,19.360
muang_lang,22.530
muang_luang_phukha,23.160
muang_mang,21.920
muang_na_rang,19.200
muang_nakhon,24.630
muang_ngao,18.230
muang_nong_han_luang,23.870
muang_phalan,24.440
muang_phin,24.030
muang_phuan,16.050
muang_sam_tai,23.510
muang_sing,24.660
muang_sua,20.560
muang_ta_oi,23.130
muang_tam,21.700
muang_thaeng,23.520
muang_wang,22.310
muang_xay,22.650
muang_yuam,15.000
muar,19.710
muara_bahan,17.060
muara_sabak,17.190
muarakaman,13.160
muata_musembo,0.000
mubami,0.000
mubarakabad,22.920
mubemde,3.380
mubi,8.800
muborak,13.380
mucajai,5.060
mucajama,6.440
muchena,6.700
muchesh,19.780
muchuan,32.520
muchuchu,4.880
muconda,1.000
mucuri,0.000
mucusso,1.010
mudan_ula,12.860
mudburra,0.000
mudgal,34.990
mudhaykirah,22.270
mudhol,35.300
mudurnu,18.690
muene_kwako,0.000
muene_ndinga,0.000
muene_puto,0.000
mueng_bang_yom,24.070
mueng_fa_daet,24.720
mueng_rat,23.720
mueng_thoen,19.180
mueng_thung_yai,19.260
mugamba,13.430
muge,25.350
mughan,25.710
mughayra,7.850
mugi,24.660
mugla,26.610
mugumba,5.010
muhammad_tur,31.280
muhammerah,16.470
muhaukamau,0.000
muhayil,7.160
muhekani,6.310
muhldorf,74.520
muhlhausen,43.220
muhwaosipi,2.030
muichi,2.220
muinawamek,3.750
mukachevo,16.380
mukah,16.100
mukalombo,0.000
mukariva,0.250
mukas,0.000
mukdahan,19.180
muko,36.470
mukomuko,22.890
muksu,12.000
muktagacha,65.830
muktsar,37.960
mukur,9.660
mukurru_bunkela,0.000
mukutawa,0.000
mula,26.290
mulanay,13.430
mulhouse,75.510
muli,14.940
mulian,27.240
mulilimu,6.500
mulkhow,20.000
mull,26.080
mullaitivu,20.960
mullheim,48.190
mullingar,35.430
mulmuga,11.500
multan,60.720
multnomah,3.000
mulun,13.000
mulunda,1.040
mum,1.380
mumbos,0.000
mumias,13.330
munchique,0.000
mundurukania,0.000
munduruku,0.000
mungra,39.500
mungyeong,24.710
munich,61.400
munite,0.000
munju,22.990
munk,12.630
munster,61.280
munza,0.000
muong,26.540
muong_cha,22.510
muong_luan,22.500
muong_te,21.520
mupanipani,0.000
muping,56.230
mupung,21.170
muqur,20.960
mura,0.000
murau,25.130
muravera,37.190
murayama,16.610
murayghan,30.860
murbach,24.010
murcheh_khvort,23.390
murcia,44.820
muret,55.800
murghab,8.000
murgo,8.500
muriae,0.000
murom,20.340
muromtsevo,0.000
muromtsevo_murom,19.430
murranbulla,0.000
murri,11.070
murrinh_patha,0.000
murrumgama,0.000
murt,16.250
muruam,11.400
murwara,36.740
murzuk,11.030
murzzuschlag,21.060
mus,22.230
musa,42.960
musa_qala,18.050
musan,13.510
musaymir,23.310
muscotnetcong,3.050
muse,22.550
mushikitee,0.000
mushkov_pogost,17.120
mushuau,0.000
musi,23.400
musi_hilir,25.650
musikot,26.670
muskegon,4.020
muskerry,17.060
muskiki,10.000
muskingum,2.650
musong,46.510
musquedoboit,0.000
mussau,0.000
mussende,3.280
mussimi,1.920
mussombo,5.110
mussul,0.000
mussumba,2.320
mustinka,6.020
musuo,23.290
mut,17.770
mutota,0.800
mutsisooni_yohe,2.040
mutsun,1.160
mutum,0.000
mutumui,0.000
muumyangan,0.000
muwayh,17.640
muxihe,25.880
muxima,5.400
muxima_ayo,6.270
muyove,0.810
muyu,0.000
muyua,27.690
muyupampa,0.000
muzahmiyah,16.260
muzhech,10.170
mwamasapa,0.000
mwangulla,0.000
mwenezi,1.150
mweru,1.350
myadzyel,17.010
myakit,0.000
myanaung,28.420
myaungmya,32.870
mychesk,17.560
myede,28.150
myedu,25.250
myeongcheon,12.220
myeongju,35.560
myitkyina,26.810
myitta,18.620
mykonos,18.510
mykytyn_rih,11.640
mymensingh,57.870
myndagai,0.000
myrhorod,21.770
myshuryn_rih,11.750
myslenice,16.890
mysore,46.870
mystras,28.790
n_pooh_le,0.000
na_choo_ndek,0.000
na_isha,0.000
naahmigus,0.000
naalbandin,38.350
naam,13.750
naama,11.630
naas,42.890
naasioi,0.000
nababeep,0.000
nabagram,24.220
nabaydacu,11.000
nabek,28.130
nabeul,45.780
nabiti,10.230
nablus,18.790
nac_nanuk,0.000
nacachau,11.040
nacala,0.210
nacao,11.600
nacaome,35.070
nachirvik,0.000
nachod,42.030
naco,48.840
nacogdoches,11.030
naconiche,10.290
nacoochee,6.640
nadah_dogalnine,0.000
nadakuh,10.170
nadi,25.350
nadia,71.050
nadleh_whuten,0.000
nadleht_en,0.000
nadol,24.490
nadushan,13.500
nadvoitsy,1.000
nadym,0.000
nadzcaan,9.920
naffis,10.010
nafka,4.150
nafpaktos,17.650
nafplio,29.600
naga,29.430
naga_bikol,11.630
nagagami,0.000
nagahrada,40.630
nagaoka,22.940
nagapattinam,61.420
nagar,20.220
nagara_borneo,14.200
nagaradalaax,0.000
nagarando,14.100
nagarkot,40.310
nagarparkar,17.010
nagatinong,2.000
nagaur,23.380
nagavskaya,7.200
naggar,33.350
nagh,42.520
naghan,16.590
nagina,42.050
nagnes,29.960
nagod,36.780
nagold,35.650
nagor,0.000
nagorsk,2.690
naguatex,8.850
nagyboszormeny,40.490
nagyecsed,37.190
nagykallo,39.610
nagykanizsa,33.800
nahan,36.880
nahanni,0.000
nahavand,20.500
nahil,41.970
nahma,2.000
nahuelpan,0.000
naiba,0.000
naiman,36.090
nain,17.830
nainital,29.750
nainpur,43.010
najama,0.000
najera,46.290
najran,9.450
naju,48.120
nak_azdlit_en,0.000
naka,36.440
naka_hyuuga,26.580
naka_iwami,25.650
naka_shikoku,24.630
nakaigetergehe,4.040
nakajima,63.230
nakakamikawa,0.610
nakaoono,21.480
nakara,0.000
nakata,25.680
nakatsu,28.250
nakchu,11.500
nakenk,0.000
nakhal,13.060
nakhara,0.000
nakhchivan,17.500
nakhon_chum,23.850
nakhon_sawan,25.400
nakhon_thai,18.950
nakijin,12.280
nakipa,2.370
naklo,18.780
nako,10.230
nakono,10.000
nakop,0.000
nakpa,6.720
nakshaparvat,36.270
nal,13.890
naldrug,32.690
naledi,0.000
naletale,0.590
nalgonda,37.160
nalimsk,0.000
nalinggele,3.610
nalli,15.240
nalolo,4.590
nalou,27.120
nalut,8.020
nalyachchyya,0.000
nalyuchi,19.020
nam_sach,29.610
nam_thing,22.510
nam_xuang,22.530
nama,0.000
namaan,5.720
namakan,0.000
namakwa,0.000
namalata,22.030
namana,0.000
namaqua,0.000
namaro,17.990
namau,7.850
namballe,14.680
nambikuara,0.000
nambikwara,0.000
nambu,0.000
namdal,16.680
namekata,20.350
namew,0.000
namewaminikan,0.000
namgyeong,89.040
namhae,29.880
namhkan,17.500
namhsan,24.100
namibe,0.000
namieta,7.880
namiquipa,4.640
namjan,11.010
namling,5.510
namo_me,0.000
namrup,21.810
namtso_doring,3.000
namu_atoll,0.000
namunka,9.030
namur,55.050
namwon,21.710
namy,0.000
namyslow,25.430
nan,21.740
nana_kahinga,6.090
nana_kandungu,5.530
nanan,27.910
nanan_quanzhou,35.060
nanatsoho,8.060
nanboa_angonga,3.320
nanbu,57.720
nanchang,79.330
nancheng,35.140
nanchong,62.520
nanchuan,26.880
nancy,63.380
nandagiri,33.000
nandan,27.210
nandan_tengcheng,23.750
nandapur,30.660
nander,40.960
nandeva,3.390
nandgram,38.520
nandian,24.160
nandod,45.350
nandu,0.000
nandun,74.690
nandurbar,46.130
nandyal,28.360
nanfeng,36.750
nangana,1.080
nangchen,3.860
nangcheon,23.510
nanghaer,5.000
nangong,56.790
nanhai,73.400
nanhui,54.610
nanja,1.000
nanjanagud,24.780
nanjiang,25.520
nankang,34.430
nanlang,24.220
nanle,95.680
nanling,60.430
nanliu,46.000
nanning,68.410
nannup,0.000
nanpi,80.320
nanping,42.520
nanrantsouak,0.000
nansemond,1.050
nansheng,35.090
nantes,71.300
nantucket,2.370
nantwich,37.480
nanuque,0.000
nanwacinahaana,0.050
nanwalek,0.000
nanxi,56.650
nanyang,75.440
nanzatico,3.080
nanzewaspe,11.190
nanzhang,30.670
nanzhao,44.150
nanzheng,40.270
naococane,0.000
naogaon,65.090
naoiri,24.470
naomao,0.000
napaktok,0.000
napanee,1.000
napetipi,0.000
napinaica,10.780
napituca,4.340
naples,78.280
napo,6.920
napochi,3.130
nara,44.970
naraan_chilaun,0.000
naraha,20.960
naran,0.000
narangga,0.000
narat,12.100
narbonne,77.600
nardin,13.010
narena,12.950
narhat,38.100
narhata,0.000
nari_nari,0.000
nariele,6.610
nariguala,16.210
narino,10.530
narmashir,14.350
narnaul,27.640
narni,39.000
narodychi,12.100
narrandera,0.000
narroging,2.000
narsinghpur,33.720
narsipur,44.640
narva,27.000
narwar,33.240
naryn,11.550
nas,23.480
nasacauso,0.000
nasaf,13.350
naser,5.160
naserpur,55.180
nashua,2.180
nashwaak,2.000
nasik,38.470
nasiriyah,13.010
naskwotchu,0.000
nasoni,10.170
nastapoka,0.000
nasu,32.870
nat_oot_en,0.000
nat_tha_hi,15.100
nata,6.810
nataeosueti,0.000
natages,1.150
natahende,3.110
natal,21.030
natalkai,0.000
natanz,14.710
natashquan,0.000
natastan,0.000
natchez,3.040
natigostec,0.000
natinixwe,0.000
natori,25.100
natsitok,0.000
natuak,0.000
natuna_islands,19.600
nauhtlan,11.970
naumburg,73.090
naumkeag,2.090
naungyo,35.500
naupa_huen,0.000
naupahuasi,3.040
naure,0.000
naurskaya,8.970
nauset,1.140
navalucillos,23.290
navan,42.340
navchak,0.000
navia_de_suarna,20.470
navidakh,13.540
navisink,1.030
navolok,1.500
navskov,33.500
nawa,49.780
nawagarh,34.900
nawah,24.460
nawakot,24.690
nawu,4.000
naxi,39.030
naxos,21.760
nayagarh,25.810
nayarit,3.910
nayband,12.420
nayoro,1.000
nazarovo,0.000
nazhi,10.580
nazilli,37.560
nazimovo,0.000
nazkot_en,0.000
nazok_olya,33.430
nazran,21.120
nazym,0.000
nbengo,0.000
ncando,0.000
ncomi,0.000
ndalatando,3.360
ndar,8.210
ndawe_qoha,11.150
nde_nda_i,2.610
ndele,0.000
ndembo,0.000
ndiaganiao,6.280
ndom,0.000
ndombe,1.140
ndorwa,10.950
ndrumbea,0.000
nduga,13.200
ndwandwe,0.000
ndyuka,3.040
ne_miskua,4.050
ne_shuta,6.300
neath,42.710
nebesek,3.000
nebolchi,10.180
nebraska,8.180
nechakot_en,0.000
nechi,8.250
necocli,4.100
necoes,0.000
nedong,10.130
nedroma,16.930
nee_tahi_buhn,0.000
neebing,0.000
neekeari,0.000
neemannee,7.000
neenowuxoote_i,0.140
neesihushaanu,4.000
nefta,12.790
negar,15.250
negombo,35.080
negoot,0.000
negroponte,33.940
neguac,0.000
nehantuck,0.000
nehbandan,13.030
nehru,8.980
nehuen_mulfun,0.000
nei,44.980
neihuang,65.950
neijiang,62.840
neiqiu,46.160
neixiang,37.450
nekemte,7.110
nekhel,20.480
nekloch,11.780
nekokiaw,7.060
neksikan,0.000
nel_kan,0.000
nelemney,0.000
nelgese,0.000
nellore,52.710
neluki,0.000
nema,7.240
nemadji,9.500
nemag,2.000
nemaha,10.090
nemasca,0.000
nembe,1.540
nembudziya,4.080
nemby,4.880
nemecky_brod,44.970
nemegosenda,2.000
nemeri,16.820
nemkuchen,0.000
nemours,57.590
nemptu,6.620
nemuro,3.260
nenagh,34.740
nenana,0.000
nendo,0.000
nengone,0.000
nenlhet,0.000
nentego,9.130
nenying,9.170
neopatras,25.660
neosho,10.540
neoskweskau,0.000
nepahalla,6.190
nepepimmesipi,0.950
nepisiguit,0.000
nequecheri,25.430
nerac,40.440
nerekhta,21.390
neriungri,0.000
nes,0.000
nesle,72.880
nessoneick,8.300
nestaocano,0.000
netook,0.000
neubrandenburg,63.500
neuburg_an_der_donau,72.450
neuchatel,34.400
neufchateau_des_vosges,58.220
neufchateau_luxembourg,34.160
neuhaus,81.070
neumarkt,52.380
neuse,0.000
neuss,92.060
neustadt,61.760
neustadt_am_rubenberge,60.000
neustadt_an_der_haardt,76.950
neva,19.620
nevel,19.870
nevers,61.610
nevesinje,16.080
nevrokop,15.400
nevsehir,40.200
new_calabar,3.180
new_ross,33.630
newark,67.540
newcastle,47.250
newenken,0.000
newport,52.630
newtownards,52.800
neyasar,13.140
neyriz,13.280
nga_lac,24.090
ngabang,16.810
ngabo,0.000
ngada,19.420
ngadjuri,0.000
ngalakan,0.000
ngaliwuru,0.000
ngalkbun,0.000
ngambe,2.270
ngamotu,0.000
ngamring,7.000
nganaa_nui_atoll,0.000
ngandatha,0.000
ngandi,0.000
ngandji,0.000
nganyaywana,0.000
ngaoundaye,0.000
ngaoundere,0.000
ngaous,16.170
ngape,22.450
ngaputaw,29.890
ngarbal,1.000
ngargad,0.000
ngarigo,0.000
ngarinman,0.000
ngarinyin,0.000
ngarla,0.000
ngarluma,0.000
ngarrindjeri,0.000
ngasingu,26.070
ngatjumay,0.000
ngato,0.000
ngau,0.000
ngazargamu,26.390
ngazidja,3.000
nggela,0.000
nghe_ann,23.430
ngibelai,3.250
ngikwatela,2.690
ngilukumong,1.950
ngimbo_amburi,0.000
ngisir,1.680
ngisonyoka,3.390
ngiyepakuno,1.370
ngoc_ma,23.550
ngokro,4.250
ngola,2.190
ngololo,2.090
ngongoa_moelo,4.000
ngonnemoa,4.000
ngouma,13.550
ngousa,11.180
ngoussa,9.230
nguburinji,0.000
nguera,2.240
nguff,0.000
nguidjilone,7.190
nguigmi,11.700
ngumbari,0.000
ngume,0.000
ngunawal,0.000
nguri,0.000
ngurraiillam,0.000
nguru,19.010
nguyi,0.000
ngwane,1.030
ngwaun,0.000
nhanta,4.000
nhat_nam,19.380
nheengaiba,0.000
nheteroia,0.000
nhuwala,0.000
ni_alniigi,4.070
ni_haunchi_to,8.100
ni_okaska,5.030
niagara,3.000
niagassola,7.510
niah,18.180
nianbo,14.150
niani,22.340
niantjila,15.510
niarada,1.000
nibork,24.480
nibuchu,9.000
nicabau,0.000
nicalaax,0.000
nicastro,38.050
nicatous,0.000
nice,30.500
nichabau,0.000
nichicun,0.000
nicobar,16.100
nicosia_cyp,41.670
nicosiasic,53.450
nictaux,0.000
nidaros,18.680
nidda,55.630
nidula,0.000
nidym,0.000
niebla,23.520
niemcza,31.400
niemodlin,41.040
niena,13.940
nienburg,79.030
nifi,9.820
nigde,31.970
nigitai,9.000
nih_iitkotousi_l,0.020
nii,27.060
niigugis,0.000
niihari,37.090
niikappu,0.000
niikawa,36.880
niineniiniicie,0.140
niiohehsane,0.000
nijmegen,62.510
nikahionhwakowa,3.000
nikhdhintanwan,9.050
nikitotegwak,2.000
nikkaluokta,3.500
nikki,4.530
nikolo_dor,15.480
nikolsk,11.140
nikolskoye,13.940
nikolskoye_andoma,4.490
nikolskoye_kema,11.200
nikolskoye_pontic,5.430
nikolsky,9.910
nikolsky_pogost,0.000
nikoma,1.010
nikopol,43.610
niksar,51.190
nikwasi,0.000
nilagiri,27.670
nilakamberu,23.730
nilandhe_atoll,21.250
nilapohuana,9.020
nilka,7.800
nima,25.010
nimanburu,0.000
nimde,0.000
nimes,73.710
nimnyr,0.000
nimvar,18.180
nindi,7.300
ninescah,6.140
ningbian,28.830
ningchang,42.930
ningde,32.300
ningdu,36.980
ningfan,22.280
ningguo,36.540
ningguta,18.450
ninghai,45.040
ninghua,29.110
ninghua_tingzhou,40.310
ningjin,56.070
ningjin_zhaozhou,48.950
ningling,78.260
ningpu,58.160
ningshan,21.030
ningxia,38.170
ningxiang,33.080
ningxiang_shizhou,31.750
ningyang,50.480
ningyuan,33.500
ningyuan_gongchang,30.870
ningyuan_jinzhou,26.190
ningyuan_wananjun,25.610
ningzhou,46.000
ninil,39.530
nioac,0.000
niobrara,8.060
nioman,15.800
niono,12.150
nioro,11.120
niort,70.490
nipigon,2.000
nipissing,2.000
nipissis,0.000
nipisso,0.000
nipissu,0.000
nir,20.500
nirgua,0.870
nirmal,38.000
nis,30.370
nisa,0.000
nisab,33.720
nisenan,0.000
nisga_a,0.000
nishapur,19.970
nishi,0.000
nishikanbara,47.870
nishikubiki,22.020
nishimatsuura,22.620
nishimorokata,25.220
nishimuro,26.850
nishiokitama,17.400
nishisonogi,23.610
nishiusuki,19.910
nishnabotna,10.140
nisiamk,3.750
niskibi,0.000
nisohone,10.140
nisqually,5.000
nissouri,1.000
nistam,0.000
nita,24.740
nita_arabia,5.440
nitahende,5.540
nitamibontegw,2.000
nito,7.440
nitra,49.110
nitta,42.850
niue,0.000
niugtaq,0.000
niuquanzi,26.370
niurba,0.000
niushan,25.120
niuwu,35.050
nivelles,50.680
niwa,61.380
nixgu,7.000
nixi,24.850
niya,11.330
niyaj,0.000
niyazabad,18.090
nizhelskoe,19.740
nizhnekolymsk,0.000
nizhneudinsk,0.500
nizhny_chir,8.920
nizhny_lomov,15.410
nizhny_novgorod,26.100
nizhny_tagil,0.000
nizhnyaya_salda,1.060
nizhnyaya_toyma,4.500
nizhyn,20.000
nizwa,5.870
njamara,2.010
njambi,1.030
njimi,11.020
njoko,7.560
nkambe,0.000
nkankezi,0.000
nkata,7.080
nkee_us,0.000
nkunga,0.000
nlaka_pamux,0.000
nmejuaqnek,0.000
nnewi,20.360
nng,0.000
nnke,0.000
noadihang,22.350
noanama,3.670
noanamaronga,0.000
nobel,12.910
nochemoweniing,1.000
nochistlan,20.580
nochixtlan,15.090
nochpeem,0.000
nochu_ci,0.000
nodaway,8.380
nogamsig,0.000
nogaro,48.370
nogent_sur_seine,76.190
nogolma,7.040
nogoya,1.220
nograd,42.150
nogui,1.620
noguinet,0.000
nogule,6.000
noh_peten,8.380
nohmul,8.360
nokoni,10.510
nokor_reach_seyma,23.460
nola,54.700
nomatsigenga,7.530
nomi,32.180
non,10.500
nonacho,0.000
nonantola,96.360
nong_bok,22.400
nong_bua_lamphu,21.620
nong_khay,20.310
nonga,0.000
nongan,27.370
nongatl,0.000
nonoava,1.740
nonot_daxinic,6.460
nonouti_atoll,0.000
nontron,47.020
nonualco,22.470
nooherooka,4.030
nooksack,1.000
noongar,0.000
nopiloa,17.980
noptinte,1.400
nora,18.680
nora_eth,11.630
nordhausen,41.070
nordhordland,19.290
nordmark,15.580
noris,14.910
norman_wells,0.000
norosi,7.260
norquinco,0.000
norridgewock,2.000
norrkoping,37.530
norrtalje,22.120
north_andaman,20.830
north_buganda,14.630
north_dahalo,5.510
north_hia_ced_oodham,2.930
north_hlanganu,2.520
north_jeongju,23.980
north_juma,1.790
north_kimbu,1.670
north_letota,1.560
north_meetto,12.550
north_ngindo,14.020
north_pumpu,0.000
north_sakuye,1.470
north_shirima,6.590
north_wembere,4.900
north_yao,9.390
northampton,52.010
northway,0.000
norton,57.170
norwich,43.900
nosbonsing,0.000
nosy_bali,1.020
nosy_be,0.000
notameohmeshehse,0.000
notinito_sipiy,0.000
notiskuan,0.000
noto,68.700
noto_jap,30.700
noto_ussuri,9.590
notse,3.260
notsuke,2.590
nottaway,0.000
nottingham,60.810
notukeu,0.000
nouakchott,7.460
nouamghar,8.250
noul_lamta,15.440
nounkonkan,8.210
nova_friburgo,0.000
novara,75.250
novaya_lyalya,1.010
novaya_pokrovka,14.960
novgorod,32.330
novhorod_siverskyi,19.320
novi,48.180
novigrad,17.940
novita,0.000
novo_alexandrovskoye,11.440
novo_brdo,24.010
novo_mesto,31.660
novoaidar,13.540
novoanninsky,10.860
novogrudok,21.140
novohrad_volynskyi,17.510
novonikolayevsky,12.330
novopavlovsk,15.280
novopskov,9.810
novoselitskoye,7.220
novosil,16.380
novosyolovo,2.010
novy_bykhaw,22.740
novye_burasy,10.990
nowdezh,12.100
nowe,34.720
nowogard,27.920
nowoszczecin,23.780
nowrangapur,42.700
nowy_sacz,15.190
nowy_targ,15.430
noya,24.390
noyon,67.600
noyon_uul,0.000
noyuo,0.000
nozza,27.960
nsolu,0.070
nsukka,4.040
ntenke,6.880
ntiltxitk,0.000
ntshekane,0.030
ntsoana_tsatsi,2.090
ntsweng,0.000
nuba_sud,7.900
nubzur,8.110
nuchiu,0.000
nuciiq,0.000
nudarcha,8.470
nueltin,0.000
nuka,23.160
nukamkiajijk,0.000
nukanobu,22.990
nuket,27.170
nuku_hiva,0.000
nukufetau_atoll,0.000
nukunonu_atoll,0.000
nukunu,0.000
nukutavake,0.000
numaniyyah,23.980
numaykoos,0.000
numedal,6.030
numee,0.000
nunainguk,0.000
nunalla,0.000
nunapichuq,0.000
nunatonowago,0.000
nunggubuyu,0.000
nungu,11.410
nunkolo,19.840
nunligran,0.000
nunnanen,1.500
nunu,0.000
nunura,9.060
nunusaku,19.140
nuochakha,0.000
nuoluo,14.530
nuomin,7.000
nuorttijarvi,0.000
nuotara,0.000
nupeko,19.610
nur,30.880
nurabad,17.700
nurchuu,3.000
nuremberg,55.430
nurgan,8.500
nurlykent,9.160
nurmes,0.000
nurota,10.650
nurpur,49.990
nusaybin,41.460
