location_tag,building,starting_levels,cap_at_start,cap_at_reference_development,starting_ledger_people,maximum_ledger_people
ketu,water_supply,0,1,2,0.0,623.4
ketungau,water_supply,0,1,2,0.0,1.6
keutkeut,water_supply,0,1,2,0.0,1329.3
keweenaw,water_supply,0,1,2,0.0,420.6
keyauwee,water_supply,0,1,2,0.0,3243.1
keylong,water_supply,0,1,2,0.0,0.0
kezhma,water_supply,0,1,2,0.0,2895.7
kezlev,water_supply,0,1,2,0.0,917.8
khabar,water_supply,0,0,0,891.1,4362.8
khabr,water_supply,0,0,0,1561.2,3880.6
khabushan,water_supply,0,0,0,0.0,508.9
khachimcher,water_supply,0,1,2,0.0,0.0
khadanzaa,water_supply,0,1,2,0.0,1642.1
khadjibey,water_supply,0,1,2,0.0,915.7
khadyzhi,water_supply,0,0,0,0.0,4027.4
khagaria,water_supply,0,1,2,0.0,93229.7
khai_ma,water_supply,0,2,3,0.0,0.0
khairabad,water_supply,0,1,2,0.0,16799.3
khairagarh,water_supply,0,1,2,0.0,20012.7
khairpur,water_supply,2,2,3,38371.1,48920.5
khaiylmysh,water_supply,0,1,2,0.0,1783.5
khajuraho,water_supply,0,1,2,0.0,51239.8
khakhaly,water_supply,0,1,2,0.0,2679.7
khakhsyk,water_supply,0,1,2,0.0,0.0
khalafabad,water_supply,0,1,2,2.3,9893.8
khalangsha,water_supply,0,1,2,0.0,2136.8
khaliajuri,water_supply,0,1,2,0.0,30777.5
khalifatabad,water_supply,0,2,3,0.0,20407.2
khalino,water_supply,0,1,2,0.0,0.1
khalis,water_supply,0,2,3,0.0,17710.2
khalis_medina,water_supply,0,2,3,0.0,0.0
khalkh,water_supply,0,0,0,0.0,213.0
khalkhal,water_supply,0,1,2,0.0,705.7
kham_bahar,water_supply,0,1,2,0.0,2221.1
kham_muang,water_supply,0,1,2,0.0,2223.1
khamakar,water_supply,0,1,2,0.0,0.0
khambat,water_supply,0,1,2,0.0,4874.7
khameneh,water_supply,0,1,2,0.0,369.8
khamgar,water_supply,0,1,2,0.0,0.0
khami,water_supply,0,0,0,0.0,613.7
khamir,water_supply,0,0,0,0.0,9.1
khamkeut,water_supply,0,1,2,0.0,3421.1
khammamet,water_supply,0,1,2,954.6,43468.8
khampa,water_supply,0,1,2,0.0,0.0
khamra,water_supply,0,1,2,0.0,239.8
khamyab,water_supply,0,2,3,0.0,21665.0
khan_khentii,water_supply,0,1,2,0.0,201.6
khanapur,water_supply,0,0,0,0.0,20164.2
khanaqin,water_supply,0,1,2,0.0,2728.4
khanashin,water_supply,2,2,3,5076.4,7621.0
khanda,water_supply,0,1,2,0.0,0.0
khandwa,water_supply,0,1,2,0.0,9109.5
khandyga,water_supply,0,1,2,0.0,0.0
khani,water_supply,0,1,2,0.0,0.0
khaniadhana,water_supply,0,1,2,0.0,1097.8
khannya,water_supply,0,1,2,0.0,0.0
khantau,water_supply,0,0,0,0.0,24.7
khantayskoye,water_supply,0,1,2,0.0,0.0
khaplu,water_supply,0,1,2,0.0,16.4
khaqmar,water_supply,0,0,0,0.0,994.4
khar_balgas,water_supply,0,0,0,0.0,2619.8
khar_bukhyn,water_supply,0,0,0,0.0,4689.7
khara_khoto,water_supply,0,1,2,0.0,0.0
kharak,water_supply,0,1,2,0.0,0.0
kharan,water_supply,0,0,0,5896.6,6944.6
kharbalakh,water_supply,0,1,2,0.0,0.0
kharga,water_supply,0,2,3,52.0,52.0
khargerd,water_supply,0,0,0,570.8,6312.5
khargytyr,water_supply,0,1,2,0.0,0.0
khari_karoo,water_supply,0,0,0,0.0,426.9
khariar,water_supply,0,1,2,0.0,9607.2
kharibta,water_supply,3,3,4,7303.6,7663.4
kharkhul,water_supply,0,0,0,0.0,811.1
kharom_vosh,water_supply,0,1,2,0.0,390.7
kharooan,water_supply,0,0,0,0.0,358.7
kharpunath,water_supply,0,1,2,0.0,94.2
kharsawan,water_supply,0,1,2,0.0,17122.7
kharturan,water_supply,0,0,0,1748.4,5873.0
kharuukh,water_supply,0,0,0,0.0,667.6
kharyyalakh,water_supply,0,1,2,0.0,0.0
khash,water_supply,0,0,0,3022.3,3337.3
khash_sistan,water_supply,0,0,0,8473.3,9887.9
khaspur,water_supply,0,1,2,0.0,6722.0
khatas,water_supply,0,1,2,0.0,0.0
khategaon,water_supply,0,1,2,0.0,10599.9
khatgal,water_supply,0,1,2,0.0,4.0
khati,water_supply,0,1,2,0.0,0.0
khatun,water_supply,0,1,2,0.0,1694.5
khatunabad,water_supply,0,0,0,1608.7,3967.2
khaugoan,water_supply,0,0,0,0.0,9.9
khawr_baraka,water_supply,1,2,3,1217.9,3032.4
khaybar_janoub,water_supply,0,2,3,306.5,1032.8
khayryuzovo,water_supply,0,1,2,0.0,154.3
khaysar,water_supply,0,2,3,0.0,3014.9
khed,water_supply,0,2,3,0.0,4159.7
kheis,water_supply,0,2,3,0.0,21.9
khelhghubunt_en,water_supply,0,1,2,0.0,94.1
khemchik,water_supply,0,1,2,0.0,3989.2
khenifra,water_supply,0,0,0,0.0,481.2
kheong,water_supply,0,1,2,0.0,0.0
kherameh,water_supply,0,1,2,0.0,4437.2
kherigarh,water_supply,0,1,2,0.0,206897.8
kherla,water_supply,0,1,2,0.0,35315.7
kherlen,water_supply,0,0,0,0.0,1763.2
khet_theu,water_supply,0,1,2,0.0,2615.1
khewra,water_supply,0,1,2,543.2,8873.1
khiching,water_supply,0,1,2,0.0,24615.6
khilgo,water_supply,0,0,0,0.0,862.6
khilgoson,water_supply,0,1,2,0.0,760.8
khimni,water_supply,0,0,0,0.0,2732.3
khimzha,water_supply,0,0,0,0.0,0.5
khirkhira,water_supply,0,1,2,0.0,3033.8
khiva,water_supply,0,0,0,1378.3,5368.4
khiyav,water_supply,0,0,0,0.0,242.2
khlepen,water_supply,0,1,2,0.0,0.0
khmilnyk,water_supply,0,0,0,0.0,996.3
khoai_chau,water_supply,0,2,3,0.0,14377.9
khoiniki,water_supply,0,1,2,0.0,4797.4
khoja_idat_kala,water_supply,1,1,2,4673.7,26852.1
kholm,water_supply,0,1,2,0.0,0.0
kholmogory,water_supply,0,1,2,0.0,19.1
kholmyech,water_supply,0,1,2,0.0,1902.2
kholongsolokh,water_supply,0,1,2,0.0,0.0
kholunitsky,water_supply,0,1,2,0.0,168.7
khomeyn,water_supply,0,0,0,0.0,524.5
khon_kaen,water_supply,0,1,2,0.0,3242.3
khon_san,water_supply,0,0,0,0.0,1618.0
khondab,water_supply,0,0,0,0.0,474.7
khor_virap,water_supply,1,1,2,839.3,2328.3
khorat,water_supply,0,1,2,0.0,3549.9
khordong,water_supply,0,1,2,0.0,0.0
khormoj,water_supply,1,2,3,1836.3,5504.2
khornabuji,water_supply,0,1,2,0.0,910.5
khoro,water_supply,0,1,2,0.0,0.0
khorostkiv,water_supply,0,0,0,0.0,1194.2
khorramabad,water_supply,0,0,0,0.0,1743.7
khost,water_supply,0,0,0,0.0,1080.5
khotan,water_supply,0,0,0,0.0,18.9
khotchino,water_supply,0,1,2,0.0,0.0
khotiml,water_supply,0,0,0,0.0,2209.1
khotmyzh,water_supply,0,0,0,0.0,1016.4
khotoshino,water_supply,0,1,2,0.0,0.0
khotsimsk,water_supply,0,0,0,0.0,494.1
khotsy,water_supply,0,0,0,0.0,30.1
khovd,water_supply,0,1,2,3.4,2361.0
khoy,water_supply,0,0,0,0.0,823.8
khuchni,water_supply,0,0,0,0.0,289.4
khudan,water_supply,0,0,0,0.0,2834.0
khujand,water_supply,1,1,2,3216.6,4832.5
khukagamma,water_supply,0,0,0,0.0,314.2
khukhan,water_supply,0,1,2,0.0,2425.2
khukhragarh,water_supply,0,1,2,0.0,11334.8
khulays,water_supply,0,2,3,0.0,0.0
khulm,water_supply,0,2,3,223.9,12337.3
khulna,water_supply,0,2,3,0.0,19292.0
khumar,water_supply,0,1,2,0.0,0.3
khunani,water_supply,0,1,2,0.0,939.6
khunj,water_supply,0,0,0,0.0,1861.2
khunwana,water_supply,0,0,0,0.0,110.4
khunzakh,water_supply,0,1,2,0.0,0.2
khupati,water_supply,0,1,2,0.0,0.0
khurbe,water_supply,0,0,0,0.0,632.5
khurda,water_supply,0,1,2,0.0,45834.5
khurgan,water_supply,0,1,2,0.0,4450.8
khurgancha,water_supply,1,1,2,1280.4,2301.5
khusf,water_supply,0,0,0,5558.7,6774.1
khushab,water_supply,0,1,2,0.0,8448.5
khust,water_supply,0,1,2,0.0,0.0
khute,water_supply,0,0,0,0.0,19.5
khuuchid,water_supply,0,0,0,46.5,291.3
khuzdar,water_supply,0,0,0,1812.1,4934.6
khuzhupai,water_supply,0,1,2,0.0,581.9
khvastovichi,water_supply,0,0,0,0.0,2303.1
khvor,water_supply,0,0,0,1766.4,4382.7
khvorostyanka,water_supply,0,1,2,0.0,3637.7
khwansar,water_supply,0,0,0,0.0,1414.3
khwar,water_supply,0,0,0,4972.3,7843.9
khwe,water_supply,0,1,2,0.0,293.1
khyargas_nuur,water_supply,0,1,2,0.0,0.0
khyunglung,water_supply,0,1,2,0.0,0.0
kiamichi,water_supply,0,1,2,0.0,3501.2
kiamika,water_supply,0,1,2,0.0,0.0
kiawah,water_supply,0,1,2,0.0,0.0
kibanga,water_supply,0,1,2,0.0,4836.9
kibango,water_supply,0,1,2,0.0,838.3
kibau,water_supply,0,1,2,0.0,2216.9
kibengo,water_supply,0,1,2,0.0,1697.3
kibi,water_supply,0,1,2,0.0,1341.7
kibiro,water_supply,0,1,2,0.0,2068.9
kibrus,water_supply,0,0,0,0.0,1649.1
kicevo,water_supply,0,1,2,0.0,745.0
kichekokotic,water_supply,0,1,2,0.0,0.0
kichera,water_supply,0,1,2,0.0,115.2
kichkas,water_supply,0,1,2,0.0,968.9
kichmengsky_gorodok,water_supply,0,1,2,0.0,0.0
kichwa,water_supply,0,1,2,0.0,0.0
kickatari,water_supply,0,0,0,0.0,268.3
kickatus,water_supply,0,1,2,0.0,1481.0
kicpahat,water_supply,0,0,0,0.0,1767.1
kidderminster,water_supply,0,1,2,0.0,16.0
kidutokado,water_supply,0,1,2,0.0,221.0
kidwelly,water_supply,0,1,2,0.0,0.3
kiel,water_supply,0,2,2,0.0,6.4
kielce,water_supply,0,0,0,0.0,554.6
kiemi,water_supply,0,1,2,0.0,0.0
kiendela,water_supply,0,1,2,0.0,81.0
kiestinki,water_supply,0,1,2,0.0,100.0
kifumaji,water_supply,0,0,0,0.0,341.2
kigluaik,water_supply,0,1,2,0.0,0.0
kiheewapiw,water_supply,0,1,2,0.0,0.0
kihi,water_supply,0,0,0,0.0,1.4
kiis_gwaay,water_supply,0,1,2,0.0,0.0
kija,water_supply,0,1,2,0.0,190.2
kikalla,water_supply,0,1,2,0.0,1212.8
kikamba,water_supply,0,0,0,0.0,933.1
kikassa,water_supply,0,1,2,0.0,757.0
kikinda,water_supply,0,1,2,0.0,3037.2
kiknur,water_supply,0,0,0,0.0,520.8
kikongoluka,water_supply,0,1,2,0.0,3249.4
kikonteku,water_supply,0,1,2,0.0,0.0
kikuta,water_supply,0,0,0,0.0,5716.1
kilbrittain,water_supply,0,1,2,0.0,0.0
kilemba,water_supply,0,1,2,0.0,274.0
kilenge,water_supply,0,0,0,0.0,1197.5
kileqollo,water_supply,0,0,0,0.0,1024.0
kilis,water_supply,0,0,0,0.0,677.1
kilivila,water_supply,0,1,2,0.0,0.0
kilkenny,water_supply,0,1,2,0.0,0.0
kilkis,water_supply,0,1,2,0.0,395.4
killelu,water_supply,0,2,3,0.0,11.6
kilmacrennan,water_supply,0,0,0,0.0,0.4
kilmes,water_supply,0,1,2,0.0,431.1
kilmez,water_supply,0,1,2,0.0,1266.6
kiltina,water_supply,0,1,2,0.0,0.2
kiluata,water_supply,0,1,2,0.0,712.2
kilwa_kisiwani,water_supply,0,1,2,0.0,1700.1
kimaama,water_supply,0,1,2,0.0,1107.1
kimbundu,water_supply,0,1,2,0.0,3489.1
kimmirut,water_supply,0,1,2,0.0,0.0
kimodakiwi,water_supply,0,1,2,0.0,9.5
kimotsuki,water_supply,0,0,0,0.0,28.1
kimra,water_supply,0,1,2,0.0,35.6
kin_ligaai,water_supply,0,1,2,1112.5,10111.8
kinabatangan,water_supply,0,1,2,0.0,0.0
kinaksisahtai,water_supply,0,0,0,0.0,99.4
kinbasket,water_supply,0,1,2,0.0,24.7
kinda,water_supply,0,0,0,0.0,90.0
kindunda,water_supply,0,0,0,0.0,303.9
kineepikwameekwa,water_supply,0,1,2,0.0,1744.9
kineo,water_supply,0,1,2,0.0,0.0
kinerma,water_supply,0,1,2,0.0,88.2
king_hill,water_supply,0,1,2,0.0,549.0
kingany,water_supply,0,1,2,0.0,48581.9
kinge,water_supply,0,1,2,0.0,1145.9
kingston,water_supply,0,2,2,0.0,24.0
kinguchi,water_supply,0,1,2,0.0,177.3
kinhama,water_supply,0,1,2,0.0,1233.1
kinistino,water_supply,0,1,2,0.0,15.7
kinja,water_supply,0,1,2,0.0,0.0
kinngait,water_supply,0,1,2,0.0,0.0
kinnickinnic,water_supply,0,0,0,0.0,503.9
kinojevis,water_supply,0,1,2,0.0,74.0
kinosao_sipi,water_supply,0,1,2,0.0,0.0
kinosota,water_supply,0,1,2,0.0,24.1
kinozhesipi,water_supply,0,1,2,0.0,984.0
kintampo,water_supply,0,1,2,0.0,1158.6
kinuhsisuht,water_supply,0,0,0,0.0,51.8
kinusheo,water_supply,0,1,2,0.0,0.0
kinyama,water_supply,0,1,2,0.0,293.2
kiokee,water_supply,0,1,2,0.0,4840.1
kioko,water_supply,0,0,0,0.0,1368.3
kiosaquay,water_supply,0,1,2,0.0,1693.3
kipahigan,water_supply,0,1,2,0.0,0.0
kiponguve,water_supply,0,1,2,0.0,5223.9
kippawa,water_supply,0,1,2,0.0,23.7
kirando,water_supply,0,1,2,329.1,2550.1
kirarutah,water_supply,0,0,0,0.0,2873.3
kirchdorf,water_supply,0,0,0,0.0,1.8
kiri_kere,water_supply,0,1,2,0.0,1296.7
kirikongo,water_supply,0,1,2,0.0,130.4
kirillov,water_supply,0,1,2,0.0,0.0
kirina,water_supply,0,1,2,0.0,336.5
kirira,water_supply,0,1,2,0.0,534.8
kiriras,water_supply,0,1,2,0.0,325.1
kiriri,water_supply,0,0,0,0.0,1514.7
kiritimati,water_supply,0,1,2,0.0,0.0
kirkenes,water_supply,0,1,2,0.0,2.8
kirkjubaejar,water_supply,0,1,2,0.0,0.0
kirklareli,water_supply,0,0,0,0.0,170.7
kirkuk,water_supply,0,0,0,0.0,3357.2
kirovskiy,water_supply,0,1,2,0.0,47.8
kirs,water_supply,0,1,2,0.0,8.3
kirsanov,water_supply,0,0,0,0.0,1513.3
kirsehir,water_supply,0,0,0,0.0,492.1
kirzhach,water_supply,0,0,0,0.0,558.1
kisakaba,water_supply,0,1,2,0.0,977.4
kisatchie,water_supply,0,1,2,0.0,1621.8
kisenga,water_supply,0,0,0,0.0,1374.2
kisenge,water_supply,0,1,2,0.0,1280.1
kish,water_supply,0,2,3,0.0,7.0
kish_shahrisabz,water_supply,0,0,0,0.0,424.9
kishi,water_supply,0,1,2,0.0,13296.1
kishim,water_supply,0,1,2,200.0,3840.8
kishima,water_supply,0,1,2,7.9,489.0
kishtwar,water_supply,0,1,2,0.0,20.3
kishwaukee,water_supply,0,1,2,0.0,99.3
kisi,water_supply,0,1,2,0.0,443.1
kisiju,water_supply,0,1,2,0.0,733.7
kisikkamys,water_supply,0,1,2,12.5,136.1
kisimani_mafia,water_supply,0,1,2,0.0,0.0
kisiskaciwani_sipiy,water_supply,0,1,2,0.0,6.4
kiskiack,water_supply,0,1,2,0.0,65.6
kismayo,water_supply,0,1,2,0.0,437.2
kiso,water_supply,0,1,2,0.0,83.4
kisomba,water_supply,0,1,2,0.0,881.4
kissi_loc,water_supply,0,0,0,0.0,255.1
kissidougou,water_supply,0,1,2,0.0,420.5
kistapinan,water_supply,0,1,2,0.0,17.9
kita,water_supply,0,1,2,0.0,326.6
kita_shikoku,water_supply,0,0,0,126.4,1431.2
kitaaizu,water_supply,0,1,2,21.3,251.2
kitagnaq,water_supply,0,1,2,0.0,0.0
kitahei,water_supply,0,0,0,0.0,411.4
kitakamikawa,water_supply,0,1,2,0.0,0.0
kitamogami,water_supply,0,1,2,10.9,2655.7
kitamorokata,water_supply,0,1,2,0.1,98.5
kitamuro,water_supply,0,0,0,0.0,5.5
kitanakagawa,water_supply,0,1,2,0.0,0.0
kitanemuk,water_supply,0,0,0,0.0,376.9
kitasoo,water_supply,0,1,2,0.0,4.4
kitauonuma,water_supply,0,1,2,0.3,598.8
kitchawanc,water_supply,0,1,2,0.0,472.5
kitchesatsiou,water_supply,0,1,2,0.0,0.0
kitchigumi,water_supply,0,1,2,0.0,0.0
kitchissippi,water_supply,0,1,2,0.0,10.1
kitcisakik,water_supply,0,1,2,0.0,8.8
kitete,water_supply,0,1,2,0.0,10.1
kitigan_zibi,water_supply,0,1,2,0.0,0.0
kitou,water_supply,0,1,2,0.0,40.3
kits_ixta,water_supply,0,0,0,0.0,1028.8
kitsai,water_supply,0,1,2,0.0,1817.5
kittaning,water_supply,0,1,2,0.0,0.0
kittikas,water_supply,0,1,2,0.0,249.2
kittila,water_supply,0,1,2,0.0,7.1
kitui,water_supply,0,0,0,0.0,4344.4
kitungula,water_supply,0,1,2,0.0,496.5
kituwa,water_supply,0,0,0,0.0,660.6
kitzingen,water_supply,0,2,2,0.0,1145.6
kivualinagmut,water_supply,0,1,2,0.0,0.0
kiwigapawa,water_supply,0,1,2,0.0,344.6
kiya,water_supply,0,1,2,0.0,490.2
kiyeng_yuryakh,water_supply,0,1,2,0.0,0.0
kiyikoy,water_supply,0,0,0,0.0,18.5
kiyiu,water_supply,0,0,0,0.0,1.7
kiyl,water_supply,0,0,0,19.3,85.3
kiyuska,water_supply,0,0,0,0.0,1.6
kiyyangan,water_supply,0,1,2,0.0,36684.7
kizel,water_supply,0,1,2,0.0,0.1
kizhi,water_supply,0,1,2,0.0,0.0
kizilca,water_supply,0,0,0,0.0,1461.2
kizilsu,water_supply,0,0,0,0.0,26.6
kjipuktuk,water_supply,0,1,2,0.0,0.0
kla_rome_ko,water_supply,0,1,2,0.0,1765.2
kladentsi,water_supply,0,0,0,0.0,684.0
klagenfurt,water_supply,0,1,2,0.0,0.0
klahoose,water_supply,0,1,2,0.0,17.6
klang,water_supply,0,1,2,0.0,0.0
klatovy,water_supply,0,0,0,0.0,2059.9
kldekari,water_supply,0,0,0,0.0,0.0
kleisoura,water_supply,0,0,0,0.0,73.6
kleisoura_epirus,water_supply,0,1,2,0.0,263.7
klendela,water_supply,0,1,2,0.0,320.6
klepiki,water_supply,0,1,2,0.0,1057.1
kletsk,water_supply,0,0,0,0.0,1872.3
kletskaya,water_supply,0,1,2,0.0,472.8
kleve,water_supply,0,2,2,0.0,446.4
klewi,water_supply,0,1,2,0.0,475.2
klichaw,water_supply,0,0,0,0.0,1317.2
klikitat,water_supply,0,1,2,0.0,387.1
klin,water_supply,0,0,0,0.0,2.3
klintsy,water_supply,0,1,2,0.0,805.6
klipgat,water_supply,0,0,0,0.0,593.1
kljuc,water_supply,0,1,2,0.0,0.7
klodzko,water_supply,0,0,0,0.0,0.1
klondike,water_supply,0,1,2,0.0,14.9
kluane,water_supply,0,1,2,0.0,1.3
kluczbork,water_supply,0,0,0,0.0,1877.2
kluskapewiktuk,water_supply,0,1,2,0.0,0.0
klutina,water_supply,0,1,2,0.0,0.0
klyuchi,water_supply,0,1,2,0.0,180.2
kmito,water_supply,0,0,0,0.0,314.1
knin,water_supply,0,0,0,0.0,85.6
knyazhich_gorodok,water_supply,0,1,2,0.0,909.5
knyazhichi,water_supply,0,0,0,0.0,1244.3
knyazhoye,water_supply,0,0,0,0.0,1896.5
ko_kwel,water_supply,0,1,2,0.0,456.5
ko_samui,water_supply,0,0,0,0.0,1225.5
koa_aga_itoka,water_supply,0,0,0,0.0,306.1
koasati,water_supply,0,1,2,0.0,2826.3
koba,water_supply,0,1,2,0.0,357.4
koban,water_supply,0,0,0,0.0,170.3
kobda,water_supply,0,0,0,0.0,297.0
kobenhavn,water_supply,0,1,2,0.0,0.0
kobirhat,water_supply,0,2,3,0.0,9992.4
kobra,water_supply,0,1,2,0.0,2.6
kobroor,water_supply,0,1,2,0.0,1.9
kobryn,water_supply,0,1,2,0.0,3070.1
kobyle,water_supply,0,1,2,0.0,101.2
kocani,water_supply,0,0,0,0.0,180.0
koch_bihar,water_supply,0,1,2,0.0,42250.8
kochi,water_supply,0,2,3,0.0,35083.9
kochisar,water_supply,0,1,2,0.0,20.6
kochkor,water_supply,0,1,2,0.0,441.4
kociihsasiipi,water_supply,0,1,2,0.0,925.7
kodak,water_supply,0,1,2,0.0,1816.2
kodiam,water_supply,0,0,0,0.0,374.0
kodungallur,water_supply,0,1,2,0.0,30140.7
koes,water_supply,0,1,2,0.0,0.0
kofan,water_supply,0,1,2,0.0,0.1
kogan,water_supply,0,1,2,0.0,0.0
kogluktok,water_supply,0,1,2,0.0,0.0
koh_ker,water_supply,0,1,2,0.0,1109.0
koh_kong,water_supply,0,1,2,0.0,2808.5
kohat,water_supply,0,1,2,0.0,4828.3
kohatk,water_supply,0,0,0,839.7,9712.2
kohi_safi,water_supply,0,1,2,166.7,7578.9
kohir,water_supply,0,1,2,0.0,3412.4
kohtali,water_supply,0,1,2,0.0,7610.6
koiali,water_supply,0,1,2,0.0,223.6
koidanova,water_supply,0,0,0,0.0,794.9
koilkonda,water_supply,0,1,2,0.0,3960.1
kojur,water_supply,0,0,0,0.0,0.0
kokand,water_supply,1,1,2,1268.8,5997.4
koke_metchesko_laha,water_supply,0,0,0,0.0,2112.7
koki,water_supply,0,0,0,0.0,426.2
koklolodi,water_supply,0,0,0,120.3,124.6
koknar,water_supply,0,1,2,0.0,777.7
koknese,water_supply,0,1,2,0.0,4.7
koko,water_supply,0,1,2,0.0,247.2
koko_bera,water_supply,0,2,3,0.0,2376.9
kokokachi,water_supply,0,1,2,0.0,0.0
kokomini,water_supply,0,1,2,0.0,2038.9
kokorou,water_supply,0,2,3,0.0,49.1
kokosing,water_supply,0,0,0,0.0,1416.8
kokowarra,water_supply,0,1,2,0.0,2035.9
kokpekty,water_supply,0,1,2,109.5,623.0
kokrajhar,water_supply,0,1,2,0.0,26375.2
koksala,water_supply,0,1,2,0.0,25.2
koksar,water_supply,0,1,2,0.0,0.0
koksharov,water_supply,0,1,2,0.0,39.4
kokshetau,water_supply,0,0,0,0.0,65.4
koktal,water_supply,0,0,0,3102.7,3950.0
koktuma,water_supply,0,1,2,0.0,314.1
kol,water_supply,0,1,2,0.0,13333.8
kol_kuka,water_supply,0,0,0,0.0,862.0
kol_papua,water_supply,0,1,2,0.0,2.3
kola,water_supply,0,1,2,0.0,22.7
kolasar,water_supply,0,0,0,0.0,989.1
kolchawwe,water_supply,0,1,2,1.9,34506.9
kolchugino,water_supply,0,1,2,0.0,60.2
kolding,water_supply,0,1,2,0.0,0.0
koleeu,water_supply,1,1,2,1290.0,1356.6
kolhapur,water_supply,0,1,2,0.0,22884.2
koliaganeq,water_supply,0,1,2,0.0,0.0
koliskoj,water_supply,0,0,0,0.0,5.8
kollam,water_supply,0,1,2,0.0,14567.4
kolmarden,water_supply,0,1,2,0.0,963.1
kolno,water_supply,0,0,0,0.0,483.3
kolo,water_supply,0,1,2,0.0,1428.0
kolobrzeg,water_supply,0,1,2,0.0,39.9
kologriv,water_supply,0,1,2,0.0,7.0
kolokani,water_supply,0,1,2,0.0,467.6
koloma,water_supply,0,0,0,0.0,104.0
kolomak,water_supply,0,0,0,0.0,1813.2
kolomna,water_supply,0,1,2,0.0,2457.3
kolonbelle,water_supply,0,1,2,0.0,1143.3
koloshma,water_supply,0,0,0,0.0,0.4
kolosovka,water_supply,0,1,2,0.0,36.2
kolpashevo,water_supply,0,1,2,0.0,102.6
kolpny,water_supply,0,0,0,0.0,1366.4
kolser,water_supply,0,1,2,0.0,135.9
kolumba,water_supply,0,0,0,0.0,1048.5
kolymskoie,water_supply,0,1,2,0.0,0.0
kom_ombo,water_supply,2,2,3,16622.5,22892.2
koma_kai,water_supply,0,1,2,3.4,49.4
koman,water_supply,0,1,2,0.0,1358.5
komango,water_supply,0,1,2,0.0,737.6
komarom,water_supply,0,2,2,0.0,12182.5
kombai,water_supply,0,1,2,0.0,0.0
kombolcha,water_supply,0,0,0,0.0,1887.7
kombomba,water_supply,0,1,2,0.0,3354.7
komering,water_supply,0,1,2,0.0,4177.0
komo_kongo,water_supply,0,1,2,0.0,2016.7
komotini,water_supply,0,1,2,0.0,205.4
komsa,water_supply,0,1,2,0.0,7.5
komshecheh,water_supply,0,0,0,7933.3,9059.8
kon_klor,water_supply,0,1,2,0.0,10816.6
kon_tengiz,water_supply,0,0,0,0.0,86.8
kon_tum,water_supply,0,1,2,0.0,6651.8
konbudj,water_supply,0,1,2,0.0,2426.5
konch,water_supply,0,1,2,0.0,64184.9
konchalyt,water_supply,0,1,2,0.0,0.0
konda,water_supply,0,1,2,0.0,852.2
kondagaon,water_supply,0,1,2,0.0,31672.9
kondapalli,water_supply,0,1,2,182.5,7128.5
kondavidu,water_supply,0,1,2,447.9,2018.9
konde,water_supply,0,1,2,0.0,5403.8
kondpoga,water_supply,0,1,2,0.0,140.6
konduga,water_supply,0,1,2,0.0,274.9
kondurcha,water_supply,0,1,2,0.0,2052.1
konevets,water_supply,0,1,2,0.0,46.0
kong,water_supply,0,1,2,0.0,269.8
konga,water_supply,0,0,0,0.0,88.9
kongal_boyal,water_supply,0,0,0,0.0,709.1
kongal_marawar,water_supply,0,1,2,0.0,2538.7
kongashuk,water_supply,0,1,2,0.0,0.2
konghalla,water_supply,0,1,2,0.0,0.0
kongsberg,water_supply,0,1,2,0.0,3.5
kongsvinger,water_supply,0,1,2,0.0,0.0
kongwei,water_supply,0,1,2,0.0,1060.1
konibodom,water_supply,1,1,2,3416.7,11913.5
konigsberg,water_supply,0,1,2,0.0,14.2
konigshofen,water_supply,0,0,0,0.0,618.9
konildi,water_supply,0,1,2,0.0,69.2
konin,water_supply,0,1,2,0.0,1688.8
konitsa,water_supply,0,0,0,0.0,771.8
konjic,water_supply,0,1,2,0.0,0.1
konjikala,water_supply,0,1,2,2.6,29.4
konkoure,water_supply,0,1,2,0.0,876.5
konkow,water_supply,0,0,0,0.0,529.0
konkudera,water_supply,0,1,2,0.0,0.0
kono,water_supply,0,1,2,0.0,753.1
konrapa,water_supply,0,0,0,0.0,26.5
konski_vody,water_supply,0,1,2,0.0,1287.7
konso,water_supply,0,1,2,119.3,4296.3
konstantinovka,water_supply,0,0,0,0.0,1445.0
konstantinovsk,water_supply,0,1,2,0.0,679.1
konstanz,water_supply,0,2,2,0.0,4.7
kontagora,water_supply,0,1,2,0.0,413.0
kontcha,water_supply,0,1,2,0.0,2354.5
konwargaon,water_supply,0,1,2,0.0,15517.4
konya,water_supply,1,1,2,5891.0,6205.6
konyovo,water_supply,0,1,2,0.0,0.0
koo,water_supply,0,0,0,0.0,20.4
kooapudna,water_supply,0,1,2,0.0,0.0
koochiching,water_supply,0,1,2,0.0,0.3
koop_ticutta,water_supply,0,1,2,0.0,121.8
koosharem,water_supply,0,0,0,0.0,222.5
koostaaka,water_supply,0,1,2,0.0,45.1
kopolque,water_supply,0,1,2,0.0,41.9
koponovo,water_supply,0,1,2,0.0,1589.1
koporye,water_supply,0,1,2,0.0,0.0
koppal,water_supply,0,1,2,0.0,4580.6
koppi,water_supply,0,1,2,0.0,0.0
koppo,water_supply,0,1,2,0.0,0.4
koprivnica,water_supply,0,1,2,0.0,11875.2
koptam,water_supply,0,0,0,0.0,12.0
koptyuga,water_supply,0,0,0,0.0,1.9
kopys,water_supply,0,1,2,0.0,157.4
kopyshche,water_supply,0,0,0,0.0,1958.4
