location_tag,good,predicted,target,reason
lentekhi,lumber,-0.5100,-0.3343,predicted below floor -0.2
lhoosk_uzt_en,lumber,-0.2100,-0.1078,predicted below floor -0.2
licheng_luan,lumber,-0.3000,-0.3956,predicted below floor -0.2
liksiyu,lumber,-0.2700,-0.1694,predicted below floor -0.2
longan,lumber,-0.3000,-0.2821,predicted below floor -0.2
macha,lumber,-0.2100,-0.1754,predicted below floor -0.2
male_atoll,lumber,0.4100,,not viable in the efficiency data
malka,lumber,-0.2300,-0.1617,predicted below floor -0.2
maloelap_atoll,lumber,0.5700,,not viable in the efficiency data
malung,lumber,-0.2100,0.0175,predicted below floor -0.2
mamiya_kala,lumber,-0.3900,-0.2672,predicted below floor -0.2
manouanis,lumber,-0.2100,-0.1675,predicted below floor -0.2
marutea,lumber,0.3800,,not viable in the efficiency data
mayya,lumber,-0.2100,-0.2026,predicted below floor -0.2
mekwiskajk,lumber,-0.2100,0.1424,predicted below floor -0.2
mengung,lumber,-0.4200,-0.4011,predicted below floor -0.2
midyat,lumber,-0.0200,,not viable in the efficiency data
mili_atoll,lumber,0.5700,,not viable in the efficiency data
milkovo,lumber,-0.2300,-0.1241,predicted below floor -0.2
misekumaw,lumber,-0.2100,-0.2354,predicted below floor -0.2
mistecapiu,lumber,-0.2300,0.0088,predicted below floor -0.2
mitse_adazi,lumber,-0.2100,-0.2306,predicted below floor -0.2
moghwachi,lumber,-0.3300,-0.4152,predicted below floor -0.2
molvo,lumber,-0.2100,-0.2733,predicted below floor -0.2
moneta,lumber,-0.3300,,not viable in the efficiency data
moose_river,lumber,-0.2100,-0.4630,predicted below floor -0.2
morgex,lumber,-0.3500,-0.3830,predicted below floor -0.2
mulmuga,lumber,-0.2100,-0.1347,predicted below floor -0.2
na_isha,lumber,-0.3300,-0.4337,predicted below floor -0.2
namewaminikan,lumber,-0.2100,0.2474,predicted below floor -0.2
ningzhou,lumber,-0.2600,-0.3022,predicted below floor -0.2
nipissis,lumber,-0.2100,-0.2294,predicted below floor -0.2
nisenan,lumber,-0.4600,-0.2950,predicted below floor -0.2
nisga_a,lumber,-0.3700,-0.3656,predicted below floor -0.2
nizhnyaya_toyma,lumber,-0.2100,-0.0368,predicted below floor -0.2
ntiltxitk,lumber,-0.2100,-0.2956,predicted below floor -0.2
nueltin,lumber,-0.3500,-0.4188,predicted below floor -0.2
nunnanen,lumber,-0.2100,-0.1035,predicted below floor -0.2
nurchuu,lumber,-0.2300,-0.2270,predicted below floor -0.2
okwanuchu,lumber,-0.2100,-0.2037,predicted below floor -0.2
onistagane,lumber,-0.2100,-0.1214,predicted below floor -0.2
orotuk,lumber,-0.2300,-0.3573,predicted below floor -0.2
otta,lumber,-0.3700,-0.2698,predicted below floor -0.2
oukwanyama,lumber,-0.2900,-0.1602,predicted below floor -0.2
oyusut,lumber,-0.2100,-0.2167,predicted below floor -0.2
pa_kiut_lema,lumber,-0.2700,-0.2533,predicted below floor -0.2
paanajarvi,lumber,-0.2100,-0.0531,predicted below floor -0.2
petawanga,lumber,-0.2300,0.0526,predicted below floor -0.2
pieve,lumber,-0.3900,-0.3099,predicted below floor -0.2
pigou,lumber,-0.2300,-0.0874,predicted below floor -0.2
pinega,lumber,-0.2100,-0.1009,predicted below floor -0.2
pipmuacan,lumber,-0.2100,-0.0959,predicted below floor -0.2
pokshenga,lumber,-0.2100,-0.0838,predicted below floor -0.2
pushroot,lumber,-0.3300,,not viable in the efficiency data
puxian,lumber,-0.3400,-0.3661,predicted below floor -0.2
qianyou,lumber,-0.3400,-0.3338,predicted below floor -0.2
rangiroa_atoll,lumber,0.3800,,not viable in the efficiency data
rawanduz,lumber,-0.4300,-0.4689,predicted below floor -0.2
rinpung,lumber,-0.5100,-0.4055,predicted below floor -0.2
rongelap_atoll,lumber,0.4000,,not viable in the efficiency data
s_awdaan,lumber,-0.3500,-0.4647,predicted below floor -0.2
saanen,lumber,-0.5100,-0.2840,predicted below floor -0.2
salkhad,lumber,-0.5000,-0.4867,predicted below floor -0.2
samsu,lumber,-0.3000,-0.2596,predicted below floor -0.2
sanshui_binzhou,lumber,-0.4200,-0.2930,predicted below floor -0.2
sarkikaraagac,lumber,-0.2700,-0.1683,predicted below floor -0.2
segyan_kyuyol,lumber,-0.2100,-0.2221,predicted below floor -0.2
seneca,lumber,-0.2900,-0.2406,predicted below floor -0.2
shangluo,lumber,-0.3400,-0.3298,predicted below floor -0.2
shatili,lumber,-0.5100,-0.2993,predicted below floor -0.2
shukden,lumber,-0.3500,,not viable in the efficiency data
silbojock,lumber,-0.3700,-0.1677,predicted below floor -0.2
sinipi,lumber,-0.2900,0.1201,predicted below floor -0.2
sinnar,lumber,-0.2900,-0.3430,predicted below floor -0.2
sisakht,lumber,-0.4300,-0.4977,predicted below floor -0.2
skitswish,lumber,-0.4600,-0.3043,predicted below floor -0.2
sliammon,lumber,-0.3700,-0.3084,predicted below floor -0.2
sm_algyax,lumber,-0.2100,-0.3094,predicted below floor -0.2
snt_t_ulix,lumber,-0.2700,-0.1453,predicted below floor -0.2
south_molala,lumber,-0.4600,-0.1309,predicted below floor -0.2
splatsin,lumber,-0.2100,-0.2613,predicted below floor -0.2
split_rock,lumber,-0.0200,,not viable in the efficiency data
stensele,lumber,-0.2100,-0.0594,predicted below floor -0.2
sts_ailes,lumber,-0.3700,-0.3252,predicted below floor -0.2
suledal,lumber,-0.3700,-0.3437,predicted below floor -0.2
sveg,lumber,-0.2100,-0.0670,predicted below floor -0.2
sydybyl,lumber,-0.2100,-0.2829,predicted below floor -0.2
systyg,lumber,-0.2300,-0.2298,predicted below floor -0.2
sysy_meyite,lumber,-0.2300,-0.3570,predicted below floor -0.2
taant_a,lumber,-0.3700,-0.3217,predicted below floor -0.2
tabaga,lumber,-0.2100,-0.2196,predicted below floor -0.2
tagotoka,lumber,-0.4300,,not viable in the efficiency data
takspaslama,lumber,-0.2700,-0.2851,predicted below floor -0.2
tanakteuk,lumber,-0.3700,-0.3474,predicted below floor -0.2
tanchang,lumber,-0.4200,-0.3084,predicted below floor -0.2
tangkhay,lumber,-0.2100,-0.3175,predicted below floor -0.2
tarawa_atoll,lumber,0.5700,,not viable in the efficiency data
tarna,lumber,-0.3700,-0.1459,predicted below floor -0.2
tatinnai,lumber,-0.3500,-0.4330,predicted below floor -0.2
tavaputs,lumber,-0.4900,,not viable in the efficiency data
tazin,lumber,-0.2100,-0.2910,predicted below floor -0.2
tchitogama,lumber,-0.2100,-0.0031,predicted below floor -0.2
tekman,lumber,-0.2700,-0.3464,predicted below floor -0.2
temiscamie,lumber,-0.2100,-0.1642,predicted below floor -0.2
tineo,lumber,-0.2300,-0.0544,predicted below floor -0.2
tlacolula,lumber,-0.2900,-0.0843,predicted below floor -0.2
tokuma,lumber,-0.2300,-0.3814,predicted below floor -0.2
tomarza,lumber,-0.2700,-0.3158,predicted below floor -0.2
tomtor,lumber,-0.2100,-0.2090,predicted below floor -0.2
tongareva,lumber,0.3800,,not viable in the efficiency data
tonguo,lumber,-0.2100,-0.2404,predicted below floor -0.2
torgo,lumber,-0.2300,-0.3858,predicted below floor -0.2
toulnustouc,lumber,-0.2100,-0.0952,predicted below floor -0.2
troitsko_pechorsk,lumber,-0.2100,-0.0854,predicted below floor -0.2
trysil,lumber,-0.2100,-0.0618,predicted below floor -0.2
tsala_ihmec,lumber,-0.2100,-0.4089,predicted below floor -0.2
tulamba,lumber,-0.0200,,not viable in the efficiency data
tynset,lumber,-0.3700,-0.2602,predicted below floor -0.2
uanaman,lumber,-0.2100,-0.2312,predicted below floor -0.2
uel_tympychan,lumber,-0.2300,-0.1141,predicted below floor -0.2
ugoyan,lumber,-0.2100,-0.2142,predicted below floor -0.2
uintah,lumber,-0.3300,-0.3341,predicted below floor -0.2
uivvatok,lumber,-0.2100,-0.1891,predicted below floor -0.2
ulakhan_vava,lumber,-0.2100,-0.3344,predicted below floor -0.2
uluu,lumber,-0.2100,-0.1713,predicted below floor -0.2
unkagarit,lumber,-0.3300,,not viable in the efficiency data
uolba,lumber,-0.2100,-0.2004,predicted below floor -0.2
uolbut,lumber,-0.2100,-0.1824,predicted below floor -0.2
upper_nioman,lumber,-0.3700,-0.3404,predicted below floor -0.2
upsukdaskooch,lumber,-0.2100,-0.0938,predicted below floor -0.2
urkan,lumber,-0.2300,-0.0752,predicted below floor -0.2
ust_chulasa,lumber,-0.2100,-0.1106,predicted below floor -0.2
ust_vym,lumber,-0.2100,-0.0550,predicted below floor -0.2
uzkand,lumber,-0.3100,-0.3041,predicted below floor -0.2
valdres,lumber,-0.3700,-0.2204,predicted below floor -0.2
verkhnyaya,lumber,-0.2100,-0.1748,predicted below floor -0.2
vezhakary,lumber,-0.2100,-0.1166,predicted below floor -0.2
vilyuychan,lumber,-0.2100,-0.1941,predicted below floor -0.2
vygozero,lumber,-0.2100,0.0429,predicted below floor -0.2
wajarri,lumber,-0.4600,-0.4410,predicted below floor -0.2
wallowa,lumber,-0.2900,-0.2886,predicted below floor -0.2
waradika,lumber,-0.3500,-0.4154,predicted below floor -0.2
wenatchi,lumber,-0.4600,-0.3316,predicted below floor -0.2
wenshan,lumber,-0.4200,-0.2445,predicted below floor -0.2
wintu,lumber,-0.2100,-0.3577,predicted below floor -0.2
witym,lumber,-0.2300,-0.1795,predicted below floor -0.2
wiznay,lumber,-0.2900,-0.0684,predicted below floor -0.2
yakyu_ki,lumber,-0.3700,-0.4376,predicted below floor -0.2
yana,lumber,-0.3000,-0.1675,predicted below floor -0.2
yangam,lumber,-0.3000,-0.2652,predicted below floor -0.2
yedey,lumber,-0.2100,-0.1788,predicted below floor -0.2
yixingzhou,lumber,-0.3400,-0.3624,predicted below floor -0.2
yiyang_songzhou,lumber,-0.3400,-0.3456,predicted below floor -0.2
ynakhsyt,lumber,-0.2100,-0.2465,predicted below floor -0.2
ypoa,lumber,-0.4900,-0.1671,predicted below floor -0.2
yukhta,lumber,-0.2100,-0.2726,predicted below floor -0.2
yukta,lumber,-0.2100,-0.2237,predicted below floor -0.2
yuttyakh,lumber,-0.2300,-0.3417,predicted below floor -0.2
zharzhan,lumber,-0.2300,-0.2845,predicted below floor -0.2
zhebariki_khaya,lumber,-0.2100,-0.2483,predicted below floor -0.2
aaku,maize,-0.4600,-0.4201,predicted below floor -0.2
aburra,maize,-0.3300,-0.4126,predicted below floor -0.2
akimel_oodham,maize,-0.4100,-0.4585,predicted below floor -0.2
alausi,maize,-0.2800,-0.4787,predicted below floor -0.2
atarque,maize,-0.2800,-0.4573,predicted below floor -0.2
atash,maize,0.0000,,not viable in the efficiency data
bosa_colombia,maize,-0.2800,-0.3637,predicted below floor -0.2
caraveli,maize,-0.2800,-0.3407,predicted below floor -0.2
caribaro,maize,-0.2800,-0.1071,predicted below floor -0.2
chao,maize,-0.2800,-0.0982,predicted below floor -0.2
chavin,maize,-0.0500,,not viable in the efficiency data
chiquia,maize,-0.0500,,not viable in the efficiency data
chumuch,maize,-0.2500,-0.3677,predicted below floor -0.2
comcaac,maize,-0.4600,,not viable in the efficiency data
cotapampa,maize,0.0000,,not viable in the efficiency data
dzilam,maize,-0.2800,-0.3947,predicted below floor -0.2
elki,maize,-0.2800,,not viable in the efficiency data
gualeguas,maize,-0.2800,-0.2382,predicted below floor -0.2
gueiquesales,maize,-0.2800,-0.4599,predicted below floor -0.2
halchidoma,maize,-0.4600,,not viable in the efficiency data
hatun_xauxa,maize,-0.0500,,not viable in the efficiency data
ica,maize,-0.2800,-0.1611,predicted below floor -0.2
japallan,maize,-0.0500,,not viable in the efficiency data
kamsack,maize,-0.1200,,not viable in the efficiency data
kileqollo,maize,-0.2800,,not viable in the efficiency data
machala,maize,-0.2800,-0.2812,predicted below floor -0.2
machaqa,maize,-0.1800,,not viable in the efficiency data
mindu,maize,-0.2800,-0.2102,predicted below floor -0.2
muruam,maize,-0.2800,-0.3679,predicted below floor -0.2
nentego,maize,-0.2800,-0.3058,predicted below floor -0.2
ogiciza_wakpa,maize,-0.1200,,not viable in the efficiency data
omaguacas,maize,-0.2800,,not viable in the efficiency data
pame,maize,-0.2800,-0.4126,predicted below floor -0.2
panama,maize,-0.2300,-0.3498,predicted below floor -0.2
paramonga,maize,-0.2800,-0.2111,predicted below floor -0.2
paribari,maize,-0.2800,,not viable in the efficiency data
picchu,maize,-0.2800,-0.3810,predicted below floor -0.2
piipaash,maize,-0.4100,,not viable in the efficiency data
pikunwijimapu,maize,-0.2800,-0.4347,predicted below floor -0.2
pimicaskewyashik,maize,-0.1200,,not viable in the efficiency data
piren,maize,-0.2800,,not viable in the efficiency data
piscopeek,maize,-0.2800,-0.3475,predicted below floor -0.2
pomata,maize,-0.1800,,not viable in the efficiency data
tetamekanch,maize,-0.2800,-0.3181,predicted below floor -0.2
than_u_ge,maize,-0.4100,-0.1535,predicted below floor -0.2
toponisw,maize,-0.4100,-0.4760,predicted below floor -0.2
tora,maize,-0.2800,-0.2467,predicted below floor -0.2
uinkaret,maize,-0.4600,-0.4379,predicted below floor -0.2
ures,maize,-0.2800,-0.4024,predicted below floor -0.2
waqrapukara,maize,-0.0500,,not viable in the efficiency data
yahandeka,maize,-0.4100,-0.4124,predicted below floor -0.2
yaino,maize,-0.2800,-0.3901,predicted below floor -0.2
yeme,maize,-0.2800,-0.3775,predicted below floor -0.2
agno,medicaments,-0.3200,-0.0710,predicted below floor -0.2
aguasabon,medicaments,-0.1600,,not viable in the efficiency data
bitterroot,medicaments,-0.3400,-0.1768,predicted below floor -0.2
caupolican,medicaments,-0.3200,0.1129,predicted below floor -0.2
donggo,medicaments,-0.2700,-0.1680,predicted below floor -0.2
fukushima,medicaments,-0.3800,-0.4239,predicted below floor -0.2
gonpatsi,medicaments,-0.2700,,not viable in the efficiency data
havaii,medicaments,-0.2700,,not viable in the efficiency data
hulu_padas,medicaments,-0.3200,-0.2914,predicted below floor -0.2
jaluit_atoll,medicaments,-0.2100,,not viable in the efficiency data
janakkala,medicaments,-0.3500,-0.4645,predicted below floor -0.2
jaskis,medicaments,-0.3500,-0.4550,predicted below floor -0.2
kauakiekamatsh,medicaments,-0.4200,-0.4988,predicted below floor -0.2
kennebango,medicaments,-0.2700,-0.4777,predicted below floor -0.2
kipahigan,medicaments,-0.3500,,not viable in the efficiency data
kirillov,medicaments,-0.3400,-0.2729,predicted below floor -0.2
korvala,medicaments,-0.4300,,not viable in the efficiency data
ksituan,medicaments,-0.3700,-0.3381,predicted below floor -0.2
kuopio,medicaments,-0.3500,,not viable in the efficiency data
ky_son,medicaments,-0.1900,,not viable in the efficiency data
lindjarvi,medicaments,-0.3400,-0.4645,predicted below floor -0.2
maaselka,medicaments,-0.4200,-0.4727,predicted below floor -0.2
manouane,medicaments,-0.4200,-0.4740,predicted below floor -0.2
mattawa,medicaments,-0.1900,,not viable in the efficiency data
metabeskega,medicaments,-0.3000,-0.4871,predicted below floor -0.2
mica_creek,medicaments,-0.6100,,not viable in the efficiency data
minzhou,medicaments,-0.3700,-0.2416,predicted below floor -0.2
muang_sing,medicaments,-0.3800,-0.3964,predicted below floor -0.2
muhaukamau,medicaments,-0.4200,-0.4645,predicted below floor -0.2
muli,medicaments,-0.1900,,not viable in the efficiency data
nagaoka,medicaments,-0.3800,-0.3946,predicted below floor -0.2
natinixwe,medicaments,-0.2900,,not viable in the efficiency data
nazkot_en,medicaments,-0.3400,-0.2725,predicted below floor -0.2
nikolskoye_kema,medicaments,-0.3500,-0.1901,predicted below floor -0.2
osisko,medicaments,-0.1900,,not viable in the efficiency data
pyeongchang,medicaments,-0.3800,-0.4381,predicted below floor -0.2
rongerik_atoll,medicaments,-0.2100,,not viable in the efficiency data
rukajarvi,medicaments,-0.4200,-0.4645,predicted below floor -0.2
selanger,medicaments,-0.3400,-0.4928,predicted below floor -0.2
sguuxs,medicaments,-0.3400,-0.2408,predicted below floor -0.2
shipshaw,medicaments,-0.1900,,not viable in the efficiency data
sirudal,medicaments,-0.4500,,not viable in the efficiency data
skuppah,medicaments,-0.6100,,not viable in the efficiency data
sylhet,medicaments,0.0000,,not viable in the efficiency data
tula,medicaments,-0.1800,,not viable in the efficiency data
verkhoturye,medicaments,-0.3700,-0.2518,predicted below floor -0.2
wli_qospem,medicaments,-0.2500,-0.4722,predicted below floor -0.2
zhuban_ana,medicaments,0.0000,,not viable in the efficiency data
afmadow,millet,-0.3400,,not viable in the efficiency data
agnam_civol,millet,-0.4400,-0.4703,predicted below floor -0.2
ain_farah,millet,-0.2500,-0.3024,predicted below floor -0.2
ain_madhi,millet,-0.3400,-0.4326,predicted below floor -0.2
ain_sefra,millet,-0.3900,-0.4810,predicted below floor -0.2
alat,millet,-0.3900,,not viable in the efficiency data
alays,millet,-0.2500,-0.4267,predicted below floor -0.2
andolo,millet,-0.4700,-0.3539,predicted below floor -0.2
aurland,millet,-0.3400,-0.4565,predicted below floor -0.2
ayerou,millet,-0.4400,-0.4675,predicted below floor -0.2
babuza,millet,-0.2700,-0.4375,predicted below floor -0.2
badra,millet,-0.4400,,not viable in the efficiency data
baiyungu,millet,-0.4400,,not viable in the efficiency data
balanipa,millet,-0.4000,-0.3551,predicted below floor -0.2
banjar,millet,-0.3800,,not viable in the efficiency data
barah,millet,-0.4400,-0.4689,predicted below floor -0.2
bardera,millet,-0.3400,,not viable in the efficiency data
baru,millet,-0.3800,,not viable in the efficiency data
bayankhot,millet,-0.3900,-0.3156,predicted below floor -0.2
bayannur,millet,-0.2000,,not viable in the efficiency data
beledweyne,millet,-0.4400,,not viable in the efficiency data
bitki,millet,-0.3400,-0.3983,predicted below floor -0.2
boluohe,millet,-0.3400,-0.4895,predicted below floor -0.2
bookabie,millet,-0.3400,-0.3988,predicted below floor -0.2
bou_saada,millet,-0.3400,-0.4148,predicted below floor -0.2
brig,millet,-0.3400,-0.0588,predicted below floor -0.2
bumi_ayu,millet,-0.3800,,not viable in the efficiency data
bunratty,millet,-0.3200,-0.3962,predicted below floor -0.2
charklik,millet,-0.3900,,not viable in the efficiency data
coleraine,millet,-0.3200,-0.4057,predicted below floor -0.2
cork,millet,-0.3200,-0.3432,predicted below floor -0.2
dargol,millet,-0.4400,-0.4452,predicted below floor -0.2
daura,millet,-0.3400,-0.4026,predicted below floor -0.2
dumai,millet,-0.3800,,not viable in the efficiency data
ed_damer,millet,-0.4400,,not viable in the efficiency data
edinburgh,millet,-0.3200,-0.3300,predicted below floor -0.2
el_agheila,millet,-0.4400,,not viable in the efficiency data
elgin,millet,-0.5100,-0.4693,predicted below floor -0.2
fardawsa,millet,-0.4400,,not viable in the efficiency data
galway,millet,-0.3200,-0.3924,predicted below floor -0.2
gaotai,millet,-0.3900,-0.0458,predicted below floor -0.2
gode,millet,-0.3400,-0.4263,predicted below floor -0.2
gorontalo,millet,-0.4000,,not viable in the efficiency data
goudooumaria,millet,-0.4400,-0.4833,predicted below floor -0.2
goure,millet,-0.4400,-0.4629,predicted below floor -0.2
hamdallaye,millet,-0.4400,-0.4489,predicted below floor -0.2
haomen,millet,-0.3400,-0.4178,predicted below floor -0.2
ikoyi,millet,-0.3400,-0.3234,predicted below floor -0.2
initao,millet,-0.3000,-0.3647,predicted below floor -0.2
inverness,millet,-0.3400,-0.4720,predicted below floor -0.2
jadliaura,millet,-0.4400,,not viable in the efficiency data
jadu,millet,-0.4400,,not viable in the efficiency data
jingzhou_dorbod,millet,-0.3900,-0.2901,predicted below floor -0.2
kakarakala,millet,-0.4400,,not viable in the efficiency data
kapilkot,millet,-0.2500,-0.0550,predicted below floor -0.2
karangan,millet,-0.4000,-0.4086,predicted below floor -0.2
khanaser,millet,-0.3400,-0.4039,predicted below floor -0.2
khara_khoto,millet,-0.3900,,not viable in the efficiency data
khed,millet,-0.2500,-0.4100,predicted below floor -0.2
khovd,millet,-0.3900,-0.4482,predicted below floor -0.2
kosa,millet,-0.4400,-0.4610,predicted below floor -0.2
kota_marudu,millet,-0.4000,-0.3607,predicted below floor -0.2
kotawaringin_lama,millet,-0.3800,,not viable in the efficiency data
kualuh,millet,-0.3800,,not viable in the efficiency data
kubu,millet,-0.3800,,not viable in the efficiency data
kufa,millet,-0.2500,,not viable in the efficiency data
kutai_lama,millet,-0.5700,,not viable in the efficiency data
kuyu_shazhou,millet,-0.3900,,not viable in the efficiency data
kyaukkyi,millet,-0.2800,-0.3481,predicted below floor -0.2
lakhiyarvira,millet,-0.2500,-0.1126,predicted below floor -0.2
latu,millet,-0.4000,-0.3785,predicted below floor -0.2
lillehammer,millet,-0.3400,-0.3647,predicted below floor -0.2
limerick,millet,-0.3200,-0.3320,predicted below floor -0.2
limey,millet,-0.3400,-0.4005,predicted below floor -0.2
liulin,millet,-0.3400,,not viable in the efficiency data
madi_madi,millet,-0.3400,-0.4452,predicted below floor -0.2
majanna,millet,-0.4400,,not viable in the efficiency data
makatao,millet,-0.2800,-0.4900,predicted below floor -0.2
martuthunira,millet,-0.4400,-0.4468,predicted below floor -0.2
masa_sud,millet,-0.4400,-0.4341,predicted below floor -0.2
mastuj,millet,-0.3400,-0.1226,predicted below floor -0.2
matano,millet,-0.2100,,not viable in the efficiency data
matmata,millet,-0.4400,,not viable in the efficiency data
meru,millet,-0.3400,-0.3785,predicted below floor -0.2
midelt,millet,-0.3400,0.2148,predicted below floor -0.2
monterado,millet,-0.3800,,not viable in the efficiency data
mtetengwe,millet,-0.3400,-0.3047,predicted below floor -0.2
muse,millet,-0.2700,,not viable in the efficiency data
musi_hilir,millet,-0.3800,,not viable in the efficiency data
nanja,millet,-0.3400,,not viable in the efficiency data
nasiriyah,millet,-0.4400,,not viable in the efficiency data
ngadjuri,millet,-0.3900,,not viable in the efficiency data
ngarluma,millet,-0.4400,-0.3487,predicted below floor -0.2
oriel,millet,-0.3200,-0.3492,predicted below floor -0.2
pak_huei_lang,millet,-0.2800,-0.2878,predicted below floor -0.2
pamkala,millet,-0.3400,-0.3358,predicted below floor -0.2
pangkalan_kerinci,millet,-0.3800,,not viable in the efficiency data
pangyang,millet,-0.1700,,not viable in the efficiency data
papora,millet,-0.2700,-0.4624,predicted below floor -0.2
phongsali,millet,-0.2700,,not viable in the efficiency data
pilda,millet,-0.3400,-0.4081,predicted below floor -0.2
port_loko,millet,-0.3700,-0.4183,predicted below floor -0.2
qadisiyyah,millet,-0.4400,,not viable in the efficiency data
qidaban,millet,-0.3400,-0.1757,predicted below floor -0.2
quz_rajab,millet,-0.4400,,not viable in the efficiency data
ranpur,millet,-0.3400,-0.4473,predicted below floor -0.2
roscommon,millet,-0.3200,-0.3635,predicted below floor -0.2
ryfylke,millet,-0.3400,-0.2260,predicted below floor -0.2
safare,millet,-0.4400,,not viable in the efficiency data
sandakan,millet,-0.2100,,not viable in the efficiency data
saribas,millet,-0.3800,,not viable in the efficiency data
sidenreng,millet,-0.4000,-0.3767,predicted below floor -0.2
skoura,millet,-0.3400,-0.1001,predicted below floor -0.2
stavoren,millet,-0.5100,,not viable in the efficiency data
stonehaven,millet,-0.3200,-0.2873,predicted below floor -0.2
sungai_jujuhan,millet,-0.3800,,not viable in the efficiency data
tagmadert,millet,-0.4400,,not viable in the efficiency data
tanjungpura,millet,-0.3800,,not viable in the efficiency data
tatrang,millet,-0.3900,,not viable in the efficiency data
thilogne,millet,-0.3400,-0.4637,predicted below floor -0.2
thu_vat,millet,-0.0800,,not viable in the efficiency data
tinago,millet,-0.3000,-0.3880,predicted below floor -0.2
tivaouane,millet,-0.3400,-0.3198,predicted below floor -0.2
tiyuh_tuha,millet,-0.4000,,not viable in the efficiency data
towing,millet,-0.4400,-0.3371,predicted below floor -0.2
tulu_nama_dun,millet,-0.3400,-0.3545,predicted below floor -0.2
tuyen_hoa,millet,-0.0800,,not viable in the efficiency data
uliastai,millet,-0.3400,-0.4849,predicted below floor -0.2
urquhart,millet,-0.3400,-0.4934,predicted below floor -0.2
vieng_phouka,millet,0.0200,,not viable in the efficiency data
vik,millet,-0.3400,,not viable in the efficiency data
waterford,millet,-0.3200,-0.3352,predicted below floor -0.2
xagal,millet,-0.4400,,not viable in the efficiency data
xojeli,millet,0.0700,,not viable in the efficiency data
yamatji,millet,-0.3400,,not viable in the efficiency data
yingli,millet,-0.2000,-0.1512,predicted below floor -0.2
zagzuugiin_balgas,millet,-0.3400,-0.4293,predicted below floor -0.2
zankor,millet,-0.4400,-0.1930,predicted below floor -0.2
giresun,olives,-0.0700,,not viable in the efficiency data
mevouillon,olives,-0.2000,,not viable in the efficiency data
savona,olives,-0.0700,,not viable in the efficiency data
ventimiglia,olives,0.1400,,not viable in the efficiency data
fuchi,pepper,-0.2900,-0.2903,predicted below floor -0.2
takakusa,pepper,-0.2900,-0.2554,predicted below floor -0.2
achacachi,potato,-0.3500,-0.3328,predicted below floor -0.2
aconca_hue,potato,-0.2600,-0.1531,predicted below floor -0.2
aruni,potato,-0.2600,-0.1397,predicted below floor -0.2
axawiri,potato,-0.3500,,not viable in the efficiency data
caurakawin,potato,-0.2600,-0.3550,predicted below floor -0.2
chacayacu,potato,-0.2600,-0.1776,predicted below floor -0.2
chullac,potato,-0.3500,-0.2960,predicted below floor -0.2
hatun_killaka,potato,-0.2600,-0.1569,predicted below floor -0.2
hatunqulla,potato,-0.3500,0.0070,predicted below floor -0.2
huarochiri,potato,-0.2600,-0.2613,predicted below floor -0.2
incahuasi,potato,-0.2600,-0.2265,predicted below floor -0.2
kellollampu,potato,-0.3500,0.1237,predicted below floor -0.2
macaya,potato,-0.3500,-0.4899,predicted below floor -0.2
quillahuaca,potato,-0.3500,-0.1269,predicted below floor -0.2
qusqu,potato,-0.3500,-0.1652,predicted below floor -0.2
soras,potato,-0.2600,-0.2100,predicted below floor -0.2
suamox,potato,-0.2600,-0.2496,predicted below floor -0.2
sura,potato,-0.2600,-0.1636,predicted below floor -0.2
wari_willka,potato,-0.2600,0.0977,predicted below floor -0.2
yanque,potato,-0.2600,-0.1447,predicted below floor -0.2
al_qatr,rice,-0.1600,,not viable in the efficiency data
ansongo,rice,-0.1600,,not viable in the efficiency data
auyo,rice,-0.2800,-0.1080,predicted below floor -0.2
ballou,rice,-0.2800,-0.1625,predicted below floor -0.2
batang,rice,-0.1600,,not viable in the efficiency data
biram,rice,-0.2800,-0.1060,predicted below floor -0.2
dikwa,rice,-0.2800,-0.3303,predicted below floor -0.2
dongming,rice,-0.1600,,not viable in the efficiency data
dutsi,rice,-0.2800,-0.2089,predicted below floor -0.2
eyvanekey,rice,-0.2800,-0.2687,predicted below floor -0.2
farah,rice,-0.2800,-0.3954,predicted below floor -0.2
gao,rice,-0.1600,,not viable in the efficiency data
gapsan,rice,-0.1600,,not viable in the efficiency data
garandoili,rice,-0.2800,-0.1624,predicted below floor -0.2
garun_gabas,rice,-0.2800,-0.1178,predicted below floor -0.2
goronyo,rice,-0.2800,0.0842,predicted below floor -0.2
gotheye,rice,-0.1600,,not viable in the efficiency data
goudel,rice,-0.1600,,not viable in the efficiency data
gubio,rice,-0.1600,,not viable in the efficiency data
hillah,rice,-0.2800,,not viable in the efficiency data
kot_lalu,rice,-0.2800,-0.4165,predicted below floor -0.2
kurla,rice,-0.2800,0.3124,predicted below floor -0.2
machul,rice,-0.2800,-0.3730,predicted below floor -0.2
mser,rice,-0.2800,-0.3206,predicted below floor -0.2
ningbian,rice,-0.2800,-0.4668,predicted below floor -0.2
nyamina,rice,-0.2800,,not viable in the efficiency data
pouss,rice,-0.2800,-0.2373,predicted below floor -0.2
quetta,rice,-0.2800,-0.2550,predicted below floor -0.2
salmas,rice,-0.2800,-0.3119,predicted below floor -0.2
say,rice,-0.2800,-0.4010,predicted below floor -0.2
surame,rice,-0.2800,0.0848,predicted below floor -0.2
tabou_m,rice,0.0300,,not viable in the efficiency data
wenchuan,rice,-0.2800,0.2259,predicted below floor -0.2
