location_tag,is_ownable,region,macro_region,natural_target_people,starting_target_people,maximum_target_people,attribute_flat_people,attribute_maximum_info_people,development,starting_model_people,maximum_model_people,start_exceeds_attribute_maximum
jerada,True,maghreb_region,north_africa,23551.9,25517.4,44392.6,14900.0,35500.0,11.5,16300.0,34500.0,False
jerantut,True,indochina_region,south_east_asia,38717.7,41168.0,313587.3,28300.0,122700.0,18.1,28300.0,260200.0,False
jerez_de_la_frontera,True,iberia_region,western_europe,37726.7,64681.7,102095.3,26900.0,101400.0,42.0,51400.0,99500.0,False
jerez_de_los_caballeros,True,iberia_region,western_europe,40319.3,43414.3,86198.3,29800.0,69900.0,27.1,29800.0,72400.0,False
jerichow,True,north_german_region,western_europe,30315.3,118752.8,137152.0,27800.0,114600.0,71.0,113000.0,128300.0,True
jerramungup,True,australia_region,australasia,7598.2,7598.2,21353.1,17200.0,35400.0,0.0,17200.0,45200.0,False
jerrinja,True,australia_region,australasia,8228.0,8228.0,59500.3,32000.0,118000.0,0.0,32000.0,125800.0,False
jersey,True,france_region,western_europe,8725.2,12336.2,20683.4,20300.0,61900.0,44.3,20300.0,88600.0,False
jerubatuba,True,brazil_region,south_america,37079.1,37171.6,78004.9,25800.0,89200.0,0.0,25800.0,96000.0,False
jerusalem,True,crescent_region,middle_east,26030.5,28567.5,53956.2,19900.0,47300.0,27.3,20600.0,52300.0,False
jessore,True,bengal_region,south_asia,25983.0,125767.0,395417.1,18700.0,137900.0,52.9,110800.0,337900.0,False
jetarktetqal,True,la_plata_region,south_america,2740.2,2740.2,2740.2,2600.0,28500.0,0.0,2600.0,38500.0,False
jeungsan,True,korea_region,east_asia,29733.4,105848.9,170741.6,31000.0,151700.0,53.6,97900.0,256700.0,False
jever,True,north_german_region,western_europe,28628.7,167122.0,178311.4,26100.0,101800.0,84.1,117800.0,129500.0,True
jeziarysca,True,ruthenia_region,eastern_europe,28353.0,38820.2,100002.2,27200.0,97800.0,21.0,36300.0,109400.0,False
jhal,True,western_india_region,south_asia,5353.8,11828.6,18060.8,9900.0,37500.0,42.7,11300.0,55900.0,False
jhang,True,hindustan_region,south_asia,30703.2,66023.0,84339.6,17100.0,58100.0,58.0,44400.0,77000.0,True
jhanjharpur,True,bengal_region,south_asia,18421.2,130127.1,607291.1,24700.0,154500.0,61.3,139800.0,271700.0,False
jhansi,True,central_india_region,south_asia,13948.7,81253.6,168412.7,28100.0,140200.0,54.6,94700.0,230100.0,False
jhao,True,persia_region,middle_east,6892.8,10578.6,10619.6,8900.0,10700.0,27.9,12300.0,23400.0,False
jhatpat,True,western_india_region,south_asia,4633.1,15709.4,15709.4,9900.0,43700.0,44.6,11300.0,63500.0,False
jhenaidah,True,bengal_region,south_asia,20341.1,145869.2,409640.7,17700.0,111100.0,50.0,132800.0,308600.0,True
jhunjhunu,True,western_india_region,south_asia,22366.4,25440.9,44962.1,22900.0,51900.0,19.5,22900.0,57500.0,False
jiachuan,True,west_china_region,east_asia,14813.4,17948.2,73039.2,20100.0,106500.0,25.9,20100.0,98400.0,False
jiading,True,east_china_region,east_asia,19438.1,331008.9,503348.5,20900.0,155800.0,70.6,319900.0,412300.0,True
jiaha,True,south_china_region,east_asia,35298.0,80994.5,116631.8,25200.0,82200.0,51.5,64800.0,158100.0,False
jiajiang,True,west_china_region,east_asia,32207.3,48154.8,167385.6,26000.0,84800.0,34.5,43800.0,163300.0,False
jiajin,True,manchuria_region,east_asia,31031.5,31043.2,115809.5,26800.0,107400.0,7.5,26800.0,178900.0,False
jianan,True,east_china_region,east_asia,22118.8,24599.8,87824.1,22900.0,121600.0,27.7,22900.0,127600.0,False
jianchang,True,east_china_region,east_asia,23337.7,128524.4,445739.7,24400.0,157800.0,56.1,126600.0,381600.0,False
jianchang_sichuan,True,west_china_region,east_asia,27717.8,28186.1,66446.3,25200.0,78100.0,30.5,25200.0,127600.0,False
jianchuan,True,south_china_region,east_asia,12771.8,12771.8,83721.5,26000.0,72900.0,25.0,26000.0,82800.0,False
jiande,True,east_china_region,east_asia,25801.5,84964.0,475381.3,23800.0,134500.0,40.8,81500.0,283700.0,False
jiangan,True,west_china_region,east_asia,20215.8,93505.0,193378.8,24700.0,144100.0,41.8,92100.0,286100.0,False
jiangchuan,True,south_china_region,east_asia,38883.5,61044.8,97605.7,30200.0,92100.0,36.2,54200.0,217400.0,False
jiangdu,True,east_china_region,east_asia,20622.5,314058.6,510658.2,24100.0,147100.0,70.6,299200.0,358800.0,True
jianghua,True,east_china_region,east_asia,20670.6,27847.1,93309.5,21900.0,123800.0,29.9,21900.0,126600.0,False
jiangjin,True,west_china_region,east_asia,19824.0,69880.1,219163.3,22600.0,140500.0,38.7,76300.0,263600.0,False
jiangle,True,east_china_region,east_asia,21062.4,26380.2,88483.7,19000.0,101300.0,32.6,19000.0,110800.0,False
jiangling,True,east_china_region,east_asia,20336.5,447278.3,792836.6,24100.0,147100.0,82.8,358800.0,376600.0,True
jiangning,True,east_china_region,east_asia,24422.8,186125.9,624869.4,26500.0,171800.0,56.8,184900.0,335500.0,True
jiangshan,True,east_china_region,east_asia,17748.4,57511.4,159896.9,23400.0,125300.0,46.9,61800.0,262500.0,False
jiangshan_laiyang,True,north_china_region,east_asia,37070.1,55736.8,171935.5,30800.0,151100.0,43.2,47800.0,274700.0,False
jiangxia,True,east_china_region,east_asia,35002.5,509915.7,733919.3,24100.0,147100.0,91.0,358800.0,376600.0,True
jiangxian,True,north_china_region,east_asia,27008.5,61675.3,107937.4,27500.0,114400.0,60.0,61200.0,203900.0,False
jiangyin,True,east_china_region,east_asia,20278.7,156843.4,553042.0,24000.0,132800.0,53.6,155100.0,342500.0,True
jiangyou,True,west_china_region,east_asia,14653.0,15048.1,47281.5,26000.0,109300.0,29.6,26000.0,122600.0,False
jianli,True,east_china_region,east_asia,22401.2,255097.8,748232.2,23700.0,146500.0,55.4,244400.0,419400.0,True
jianning,True,east_china_region,east_asia,19273.5,41722.9,125552.6,19600.0,103000.0,39.6,50300.0,187600.0,False
jianping,True,east_china_region,east_asia,27732.2,106178.1,710251.4,26500.0,171800.0,45.2,101400.0,370300.0,False
jianshi,True,west_china_region,east_asia,25896.0,25896.0,87421.2,24000.0,137800.0,27.6,24000.0,133900.0,False
jianshui,True,south_china_region,east_asia,33622.9,51307.0,98312.7,27000.0,74400.0,33.8,42600.0,94900.0,False
jianyang,True,east_china_region,east_asia,19741.9,32621.6,128811.4,19600.0,103000.0,31.4,27300.0,164800.0,False
jianzhou,True,west_china_region,east_asia,16120.2,147039.5,206165.4,23000.0,141100.0,66.1,151000.0,222400.0,True
jianzhou_daizhou,True,north_china_region,east_asia,24332.5,34037.9,99946.5,24200.0,94200.0,35.6,29400.0,155800.0,False
jiaocheng,True,north_china_region,east_asia,26888.4,33796.6,95366.7,22100.0,89000.0,37.3,29800.0,110100.0,False
jiaohe,True,north_china_region,east_asia,26311.5,51862.2,92413.7,6100.0,44800.0,77.3,32900.0,74200.0,True
jiaohua,True,south_china_region,east_asia,32157.1,56016.3,101219.5,23100.0,72900.0,40.6,46400.0,95300.0,False
jiaoshui,True,north_china_region,east_asia,33259.8,75365.5,144405.7,31800.0,157300.0,52.3,69800.0,280700.0,False
jiaoxi,True,north_china_region,east_asia,34767.4,150487.9,173975.9,31000.0,151700.0,85.3,127100.0,291500.0,False
jiaxian,True,north_china_region,east_asia,32211.3,113899.2,139487.1,25100.0,148900.0,75.7,93100.0,256900.0,False
jiaxiang,True,north_china_region,east_asia,31519.9,73576.0,126321.0,28500.0,143300.0,76.2,72100.0,307000.0,False
jiaxing,True,east_china_region,east_asia,21170.7,253908.5,617975.5,24400.0,175500.0,64.1,252800.0,490400.0,True
jiayu,True,east_china_region,east_asia,26632.1,584991.9,759804.3,24800.0,158400.0,83.3,323900.0,338800.0,True
jiazhou,True,west_china_region,east_asia,38627.6,45873.2,117220.2,26600.0,106900.0,46.7,31800.0,179400.0,False
jibat,True,ethiopia_region,east_africa,36203.7,37319.2,75983.6,40800.0,89800.0,14.6,40800.0,105600.0,False
jicayan,True,mesoamerica_region,north_america,43233.6,87274.5,356024.3,33500.0,113800.0,20.9,76900.0,205500.0,False
jicin,True,south_german_region,western_europe,26190.8,71598.0,112881.8,17300.0,56000.0,51.9,57600.0,73800.0,True
jiexiu,True,north_china_region,east_asia,30443.6,56698.1,105081.1,19000.0,52200.0,51.1,43000.0,80400.0,True
jieyang,True,south_china_region,east_asia,19815.8,49433.8,186812.1,24400.0,157800.0,34.0,55100.0,311800.0,False
jiezhou,True,west_china_region,east_asia,24917.1,24954.5,81283.4,26000.0,105200.0,25.1,26000.0,114900.0,False
jigansk,True,east_siberia_region,north_asia,693.0,693.0,693.0,1500.0,5600.0,0.0,1500.0,25500.0,False
jiguani,True,caribbean_region,north_america,39346.1,39346.1,163373.5,31400.0,99800.0,0.0,31400.0,192600.0,False
jihlava,True,south_german_region,western_europe,29478.2,87585.0,122962.4,18800.0,59500.0,46.2,74400.0,79600.0,True
jijel,True,maghreb_region,north_africa,32310.5,57300.4,91848.5,33300.0,97600.0,28.0,61600.0,92600.0,False
jijial,True,hindustan_region,south_asia,15788.2,15788.2,45536.5,27800.0,106300.0,21.6,27800.0,106700.0,False
jijkwtuk,True,canada_region,north_america,23659.5,23659.5,101349.4,19200.0,61300.0,1.0,19200.0,80500.0,False
jilib,True,somalia_region,east_africa,29404.3,29404.3,54324.9,31100.0,57600.0,12.5,31100.0,70700.0,False
jilibulake,True,tibet_region,east_asia,6664.3,6664.3,6664.3,4100.0,6700.0,5.5,4100.0,15200.0,False
jiliu,True,mongolia_region,east_asia,23590.1,23590.1,75097.4,9000.0,24300.0,2.0,9000.0,37300.0,False
jilkaat,True,alaska_region,north_america,918.0,918.0,2037.1,1000.0,0.0,0.0,1000.0,12100.0,True
jimo,True,north_china_region,east_asia,36456.9,90258.6,174712.8,30800.0,124800.0,58.6,84400.0,235800.0,False
jinan,True,korea_region,east_asia,28927.7,29215.4,146064.6,23400.0,75700.0,24.3,23400.0,91300.0,False
jinchang,True,west_china_region,east_asia,10284.5,10288.0,10755.0,8500.0,10500.0,24.5,8500.0,19000.0,False
jincheng,True,north_china_region,east_asia,45983.6,89197.1,110725.4,15300.0,61400.0,82.9,52200.0,79500.0,True
jincheng_zezhou,True,north_china_region,east_asia,29597.9,63294.0,120158.5,28700.0,125000.0,52.6,62400.0,191800.0,False
jind,True,hindustan_region,south_asia,32802.5,49721.9,70652.3,28000.0,101100.0,38.1,41600.0,104100.0,False
jindo,True,korea_region,east_asia,20540.2,61288.9,238870.3,19900.0,114200.0,35.8,61200.0,229400.0,False
jing,True,xinjiang_region,east_asia,10428.8,10445.4,18184.8,15100.0,31000.0,7.4,15100.0,33900.0,False
jingan,True,east_china_region,east_asia,19005.2,25816.8,92709.4,22900.0,121700.0,27.6,22900.0,123400.0,False
jingan_shenzhou,True,north_china_region,east_asia,25818.4,55609.0,92029.9,5100.0,18500.0,75.1,31000.0,63500.0,True
jingbian,True,west_china_region,east_asia,22974.1,30754.9,90851.7,19000.0,51700.0,41.1,24200.0,72700.0,False
jingchuan,True,west_china_region,east_asia,60682.9,64161.3,129987.8,31600.0,130800.0,47.9,36800.0,195500.0,False
jingde,True,east_china_region,east_asia,43737.6,43737.6,495559.3,22500.0,125500.0,28.5,22500.0,195700.0,False
jinghai,True,north_china_region,east_asia,22569.2,56448.5,105710.7,19500.0,105300.0,84.3,52600.0,273700.0,False
jinghai_tongzhou,True,east_china_region,east_asia,20212.8,152825.0,485451.0,19500.0,128900.0,59.8,147200.0,355400.0,True
jingili,True,australia_region,australasia,9562.0,9562.0,41517.3,22900.0,58100.0,0.0,22900.0,60300.0,False
jingle,True,north_china_region,east_asia,43260.8,49525.2,113487.6,26000.0,105200.0,39.2,31200.0,119200.0,False
jingling,True,east_china_region,east_asia,21807.2,281987.3,578173.8,20500.0,137500.0,73.0,273500.0,309900.0,True
jinglong,True,south_china_region,east_asia,29240.1,48960.5,102051.2,22200.0,108100.0,44.3,42800.0,204500.0,False
jingning,True,west_china_region,east_asia,34031.7,34087.7,107736.2,26600.0,106900.0,33.5,26600.0,176000.0,False
jingshan,True,east_china_region,east_asia,27379.2,103460.7,555765.7,25600.0,162200.0,36.3,104800.0,293300.0,False
jingxian,True,east_china_region,east_asia,40547.8,68210.1,534661.2,22900.0,146500.0,37.6,35800.0,146400.0,False
jingxing,True,north_china_region,east_asia,27475.2,28004.8,110759.8,28700.0,121400.0,30.6,28700.0,182600.0,False
jingyan,True,west_china_region,east_asia,16105.3,97712.7,288647.8,22900.0,126800.0,51.2,102100.0,223100.0,False
jingyang,True,west_china_region,east_asia,29678.8,54332.1,115766.4,22300.0,72400.0,42.0,43800.0,96300.0,False
jingyu,True,xinjiang_region,east_asia,7610.3,7610.3,7610.3,2500.0,11300.0,8.0,2500.0,15100.0,False
jingzhao,True,west_china_region,east_asia,31547.0,78698.0,126376.2,24400.0,86400.0,80.2,57800.0,121400.0,False
jingzhou_dorbod,True,mongolia_region,east_asia,10691.3,10691.9,11377.9,8500.0,10500.0,0.0,8500.0,28000.0,True
jinhua,True,east_china_region,east_asia,17912.9,140347.2,200472.9,22500.0,137800.0,67.3,150900.0,316300.0,True
jinigudera,True,australia_region,australasia,2306.9,2306.9,2306.9,8000.0,7300.0,0.0,8000.0,28900.0,False
jining,True,north_china_region,east_asia,20358.2,24223.8,76234.8,19100.0,72400.0,23.1,24300.0,160700.0,False
jinjam,True,korea_region,east_asia,26250.2,80730.0,222759.4,23400.0,100500.0,45.2,49200.0,112800.0,False
jinji,True,south_china_region,east_asia,22725.5,30142.1,80503.9,20100.0,106500.0,27.7,25300.0,98400.0,False
jinjiang,True,east_china_region,east_asia,18067.3,168330.1,253709.8,26900.0,166200.0,75.4,173400.0,329700.0,True
jinju,True,korea_region,east_asia,20561.3,109267.7,301017.8,29700.0,147700.0,55.8,121800.0,259300.0,False
jinkang,True,south_china_region,east_asia,18896.3,41993.9,136424.6,18600.0,101100.0,34.3,44100.0,225600.0,False
jinkou,True,east_china_region,east_asia,30477.6,339099.3,685521.7,24400.0,157800.0,68.0,323400.0,416400.0,True
jinshajiang,True,south_china_region,east_asia,22886.3,28657.2,77538.6,28100.0,86900.0,23.4,33300.0,93500.0,False
jinta,True,west_china_region,east_asia,10669.2,10669.3,10670.1,8500.0,10500.0,26.7,8500.0,19000.0,True
jintan,True,east_china_region,east_asia,29074.5,134569.8,615160.3,24400.0,157800.0,51.7,121400.0,363800.0,False
jintang,True,west_china_region,east_asia,17963.6,137609.6,220700.2,21700.0,130900.0,55.8,144500.0,226400.0,True
jinxi,True,east_china_region,east_asia,21510.0,86344.0,396641.9,21500.0,139000.0,43.8,87800.0,275300.0,False
jinxian,True,east_china_region,east_asia,22566.0,145777.4,552073.4,21500.0,139000.0,60.3,146700.0,329500.0,True
jinxiang,True,north_china_region,east_asia,28009.7,63822.2,99985.4,11300.0,83200.0,84.2,44700.0,237800.0,False
jinxiangping,True,east_china_region,east_asia,18423.4,19856.3,72649.7,22800.0,122200.0,28.4,22800.0,139200.0,False
jinyuan,True,west_china_region,east_asia,21297.8,44789.1,159006.5,23200.0,134400.0,35.0,46200.0,233000.0,False
jinyun,True,east_china_region,east_asia,20305.8,30264.8,101050.4,18000.0,99900.0,32.0,18000.0,105600.0,False
jinzhou_dalian,True,manchuria_region,east_asia,35300.1,93106.5,171490.8,29800.0,128400.0,45.6,93800.0,216200.0,False
jinzhou_liaoyang,True,manchuria_region,east_asia,33672.8,47067.3,157753.4,29800.0,128400.0,28.6,41600.0,190000.0,False
jinzhu,True,south_china_region,east_asia,23555.4,48803.4,80246.3,16800.0,87900.0,47.1,38300.0,122800.0,False
jinzhuping,True,east_china_region,east_asia,17905.1,17905.1,69863.6,22200.0,120500.0,26.4,22200.0,102300.0,False
jiparana,True,brazil_region,south_america,33514.3,33517.2,89182.9,29100.0,95100.0,0.0,29100.0,215600.0,False
jipyeong,True,korea_region,east_asia,23171.6,41440.8,209558.8,24000.0,99700.0,31.0,41800.0,184000.0,False
jiribatuba,True,brazil_region,south_america,30244.8,30288.6,82415.6,27200.0,107900.0,0.0,27200.0,295400.0,False
jiroft,True,persia_region,middle_east,9530.8,10349.2,29229.0,7900.0,9200.0,14.2,7900.0,22400.0,True
jishan,True,north_china_region,east_asia,28577.3,58303.1,108404.4,29500.0,117300.0,53.6,59500.0,214500.0,False
jishi,True,west_china_region,east_asia,10550.0,10590.0,31270.7,8200.0,22100.0,26.3,8200.0,32200.0,False
jishi_anze,True,north_china_region,east_asia,32014.0,84235.8,143473.2,28700.0,125000.0,59.9,80700.0,191800.0,False
jishui,True,east_china_region,east_asia,30564.5,103127.1,331761.6,25400.0,159300.0,47.1,92000.0,328400.0,False
jita,True,great_lakes_region,east_africa,65164.2,66738.7,189156.3,38900.0,96200.0,7.7,38900.0,240700.0,False
jixi,True,manchuria_region,east_asia,35101.9,39566.7,127766.7,26600.0,107400.0,14.0,32500.0,232100.0,False
jixi_huizhou,True,east_china_region,east_asia,39850.6,47414.2,465647.9,22500.0,125500.0,30.9,22500.0,195700.0,False
jixian,True,north_china_region,east_asia,29817.8,59524.6,115164.4,27500.0,116900.0,55.0,56400.0,208100.0,False
jiyang,True,north_china_region,east_asia,27314.5,79391.9,98788.9,11700.0,83800.0,97.7,45900.0,213600.0,False
jiyin,True,north_china_region,east_asia,29044.1,99802.8,111492.8,19200.0,94600.0,96.8,78100.0,267300.0,True
jiyuan,True,north_china_region,east_asia,28642.4,36120.6,122691.6,28700.0,125000.0,40.9,33900.0,194400.0,False
jizhou,True,north_china_region,east_asia,28210.2,34875.6,111422.7,26000.0,109300.0,34.5,31200.0,130300.0,False
jizzakh,True,khorasan_region,central_asia,19618.2,19693.2,62683.0,21500.0,54200.0,13.8,21500.0,66800.0,False
joal,True,guinea_region,west_africa,29185.9,30820.8,56161.4,24100.0,101100.0,1.3,24100.0,116500.0,False
joara,True,east_coast_region,north_america,33543.4,33826.6,166247.8,23500.0,123400.0,0.2,23500.0,217900.0,False
jocome,True,aridoamerica_region,north_america,14819.2,17139.9,29924.1,6700.0,13400.0,3.3,6700.0,31400.0,True
jodar,True,iberia_region,western_europe,32590.4,39005.6,76693.5,27900.0,65000.0,30.0,35600.0,69800.0,False
joensuu,True,scandinavian_region,western_europe,21976.5,22349.0,75700.2,10300.0,35200.0,0.0,11000.0,50100.0,False
johor_lama,True,indochina_region,south_east_asia,34237.8,44455.9,299619.7,25300.0,105800.0,24.7,43100.0,228700.0,False
joigny,True,france_region,western_europe,34705.5,121801.9,162365.3,32800.0,141200.0,66.6,122800.0,134300.0,False
joinville,True,france_region,western_europe,36106.3,151369.5,176301.2,32800.0,136500.0,71.3,132700.0,141400.0,True
jokkmokk,True,scandinavian_region,western_europe,4896.8,4896.8,38448.5,2100.0,5600.0,4.5,2100.0,31300.0,False
jolom_konob,True,central_america_region,north_america,32002.8,49939.6,123517.8,24000.0,92700.0,19.8,45300.0,239300.0,False
joluo,True,great_lakes_region,east_africa,55539.4,58391.7,183247.3,39700.0,111400.0,6.2,40400.0,120700.0,False
jomda,True,tibet_region,east_asia,6442.9,6442.9,9550.1,0.0,0.0,11.4,0.0,11100.0,True
jonang,True,tibet_region,east_asia,8935.3,9338.9,13845.2,1000.0,1500.0,17.7,1000.0,12100.0,True
jondaq,True,persia_region,middle_east,5532.9,5532.9,5532.9,7000.0,5800.0,16.7,7000.0,27900.0,False
jonga_pansa,True,kongo_region,central_africa,42461.6,42461.6,143814.9,33000.0,101400.0,1.0,33000.0,180800.0,False
jongkong,True,indonesia_region,south_east_asia,31480.4,39470.6,239658.4,19500.0,83000.0,13.6,19500.0,318300.0,False
jonkoping,True,scandinavian_region,western_europe,21986.7,31832.0,76093.6,10700.0,29100.0,22.7,18400.0,42400.0,True
jonzac,True,france_region,western_europe,32624.9,91914.7,113957.6,31400.0,113800.0,58.7,93100.0,124500.0,False
jootsuuk,True,mesoamerica_region,north_america,30523.5,42677.9,104350.5,18000.0,49300.0,13.2,26400.0,138000.0,False
joroinen,True,scandinavian_region,western_europe,23694.7,24080.2,81660.3,10300.0,35200.0,0.0,11000.0,50100.0,False
jororo,True,east_coast_region,north_america,36680.6,37235.5,201258.8,25700.0,145600.0,3.5,26400.0,316500.0,False
jorquera,True,iberia_region,western_europe,24961.0,30343.8,51729.3,8600.0,11900.0,23.1,16300.0,33300.0,True
jos,True,guinea_region,west_africa,34327.5,35637.9,65655.3,36800.0,82200.0,11.2,36800.0,180000.0,False
jose_calcado,True,brazil_region,south_america,35806.4,35806.4,85739.1,33800.0,136400.0,0.0,33800.0,240100.0,False
josse,True,scandinavian_region,western_europe,19750.8,24161.7,72356.0,10000.0,24000.0,8.7,10700.0,46100.0,True
josselin,True,france_region,western_europe,32389.9,87656.6,113330.9,31400.0,113800.0,59.2,92400.0,118900.0,False
joutou,True,japan_region,east_asia,23707.5,56442.5,290419.9,26500.0,165600.0,37.3,57200.0,318300.0,False
jowhar,True,somalia_region,east_africa,29543.3,29543.3,57287.5,16600.0,34500.0,13.5,16600.0,46300.0,False
juancheng,True,north_china_region,east_asia,28516.8,115866.0,127407.7,19900.0,99700.0,100.0,93100.0,255700.0,True
juban,True,arabia_region,middle_east,11884.7,21335.9,27429.0,6400.0,4100.0,28.6,9200.0,27300.0,True
jubara,True,khorasan_region,central_asia,9944.0,10783.1,10981.0,6900.0,8900.0,15.8,6900.0,18000.0,True
jubbah,True,arabia_region,middle_east,11439.1,11439.1,11439.1,8900.0,6000.0,6.7,8900.0,53600.0,True
jubururu,True,australia_region,australasia,7499.4,7499.4,18432.5,23700.0,50700.0,1.0,23700.0,53400.0,False
jucas,True,brazil_region,south_america,31819.1,31819.1,66157.3,29000.0,77700.0,0.0,29000.0,130700.0,False
juchatengo,True,mesoamerica_region,north_america,26872.7,36833.7,124782.4,26200.0,88900.0,14.2,33900.0,99300.0,False
juckasjarvi,True,scandinavian_region,western_europe,2923.5,2923.5,11642.6,1500.0,5500.0,6.5,1500.0,25500.0,False
jucuru,True,brazil_region,south_america,27764.6,27768.7,83181.9,29100.0,113000.0,0.0,29100.0,260200.0,False
judenburg,True,south_german_region,western_europe,13756.8,16293.2,48465.0,8800.0,24300.0,28.6,8800.0,40500.0,False
juegang,True,east_china_region,east_asia,19423.3,165623.1,442053.2,14400.0,93500.0,65.8,162400.0,213000.0,True
juffure,True,guinea_region,west_africa,26014.9,27831.6,63054.7,28500.0,81000.0,5.8,29200.0,163900.0,False
juhoansi,True,southern_africa_region,southern_africa,70163.9,70163.9,170699.1,28600.0,69700.0,0.0,28600.0,79100.0,True
juiz_fora,True,brazil_region,south_america,28383.3,28387.8,90059.6,27200.0,136800.0,0.0,27200.0,183700.0,False
jujin,True,south_china_region,east_asia,17045.2,17045.2,69074.7,23100.0,73400.0,23.5,23100.0,91000.0,False
jujuy,True,andes_region,south_america,27233.6,27243.5,174870.7,28700.0,140300.0,11.2,28700.0,208900.0,False
jukun,True,australia_region,australasia,9276.6,9276.6,48677.6,31100.0,51400.0,0.0,31100.0,69900.0,False
julah,True,indonesia_region,south_east_asia,22678.1,39545.6,198244.4,26200.0,94700.0,22.5,51700.0,204000.0,False
julau,True,indonesia_region,south_east_asia,35855.1,40805.2,250057.9,25300.0,105800.0,18.4,25300.0,244300.0,False
julau_kutai,True,indonesia_region,south_east_asia,40246.1,41192.9,259559.0,18900.0,75000.0,18.1,18900.0,274700.0,False
julfa,True,caucasus_region,eastern_europe,28355.6,28477.2,63952.5,20100.0,57700.0,14.9,20100.0,67900.0,False
julfar,True,arabia_region,middle_east,7972.3,7972.3,8220.5,7400.0,5600.0,2.3,7400.0,19300.0,True
julime,True,aridoamerica_region,north_america,11764.6,19894.9,20387.6,9500.0,10800.0,4.5,16300.0,39600.0,True
julu,True,north_china_region,east_asia,29231.5,84371.2,103194.5,19800.0,85200.0,66.3,56800.0,84700.0,False
jumento,True,caribbean_region,north_america,18605.8,18605.8,64437.4,18000.0,43100.0,0.0,18000.0,139400.0,False
jumgal,True,khorasan_region,central_asia,11894.0,12187.7,33121.7,15400.0,45000.0,12.5,15400.0,57500.0,False
jumilla,True,iberia_region,western_europe,22085.9,25420.5,41510.3,4200.0,8400.0,21.0,4200.0,26600.0,True
jumla,True,hindustan_region,south_asia,16256.1,16256.1,34043.6,17000.0,67200.0,24.0,17000.0,80100.0,False
junagarh,True,western_india_region,south_asia,30252.8,40802.5,74878.0,26300.0,69100.0,27.6,34700.0,86100.0,False
jundiai,True,brazil_region,south_america,32221.6,32256.8,95239.4,34900.0,129100.0,0.0,34900.0,139100.0,False
jungaa,True,australia_region,australasia,4040.0,4040.0,4100.6,12400.0,10800.0,0.0,12400.0,37100.0,False
jungal,True,australia_region,australasia,4226.1,4226.1,5037.2,14700.0,29800.0,0.0,14700.0,41600.0,False
junghwa,True,korea_region,east_asia,20842.1,134179.2,251951.9,30600.0,151100.0,50.8,136300.0,278700.0,False
juni_aiken,True,la_plata_region,south_america,4272.4,4272.4,7937.9,5100.0,11800.0,0.0,5100.0,31000.0,False
juniata,True,east_coast_region,north_america,38194.6,38194.6,238524.7,28400.0,112100.0,0.0,28400.0,118500.0,False
junk_river,True,guinea_region,west_africa,27065.8,27184.8,62988.9,18600.0,55000.0,0.0,18600.0,228900.0,False
junnar,True,deccan_region,south_asia,49495.4,78613.3,176851.7,32100.0,99000.0,28.6,61300.0,99100.0,False
juntura,True,west_coast_region,north_america,3896.0,3896.0,9888.1,18000.0,52500.0,0.0,18000.0,59200.0,False
juque,True,south_china_region,east_asia,29503.1,30442.2,82063.2,23000.0,102400.0,21.6,23000.0,93600.0,False
jurbarkas,True,baltic_region,eastern_europe,32420.9,44177.3,139013.2,28200.0,124200.0,21.4,40200.0,123500.0,False
jurchi,True,steppes_region,eastern_europe,22091.5,22212.1,75563.5,18200.0,59400.0,6.5,18200.0,66200.0,False
juris,True,brazil_region,south_america,23179.4,23180.2,79708.1,19500.0,83000.0,0.0,19500.0,318300.0,False
jurm,True,khorasan_region,central_asia,16254.5,20383.4,37129.7,9200.0,23600.0,18.4,9200.0,33200.0,False
jurong,True,east_china_region,east_asia,22292.5,172876.8,632709.1,26500.0,165600.0,53.4,184900.0,313500.0,True
jurrah,True,arabia_region,middle_east,10487.2,10991.8,11670.8,8000.0,7300.0,37.9,8000.0,27600.0,True
juru_hoton,True,manchuria_region,east_asia,29486.2,29851.5,113505.9,23600.0,90500.0,13.3,24300.0,216200.0,False
juterbog,True,north_german_region,western_europe,31323.5,87457.2,124273.3,28200.0,98900.0,55.5,82800.0,111900.0,False
juuka,True,scandinavian_region,western_europe,20103.8,20635.2,70115.7,10300.0,35200.0,0.0,11000.0,50100.0,False
juxeri,True,manchuria_region,east_asia,28212.0,28615.2,111145.6,28300.0,110900.0,10.6,28300.0,186300.0,False
juxian,True,north_china_region,east_asia,36648.0,102689.0,199480.2,30100.0,148300.0,59.0,94200.0,231700.0,False
juxtlahuaca,True,mesoamerica_region,north_america,37585.5,39216.2,185951.9,25200.0,87400.0,8.9,25200.0,98300.0,False
juye,True,north_china_region,east_asia,28621.2,76047.1,103878.9,19500.0,105300.0,89.5,67300.0,253700.0,False
juyom,True,persia_region,middle_east,22846.7,25352.2,53769.9,15300.0,29900.0,17.6,15300.0,46600.0,False
jyekundo,True,tibet_region,east_asia,8010.3,8010.3,8010.3,2000.0,1500.0,3.5,2000.0,13100.0,True
jyotipur,True,bengal_region,south_asia,45739.2,59949.9,244628.2,24700.0,154500.0,35.4,39900.0,253100.0,False
jyskyjarvi,True,scandinavian_region,western_europe,15848.0,15848.0,52680.5,800.0,400.0,0.0,800.0,29200.0,True
