location_tag,water_location,state,shore_pixels
ponkhockie,pp_nav_00430,navigable,60
ponkhockie,pp_nav_00432,navigable,13
tormosin,pp_nav_00316,navigable,11
tormosin,pp_nav_00328,navigable,23
turtas,pp_nav_00072,navigable,69
turtas,pp_nav_00075,navigable,96
turtas,pp_nav_00078,navigable,91
turtas,pp_nav_00084,navigable,40
freiburg,pp_nav_00327,navigable,11
wetwin,pp_nav_00681,navigable,13
wetwin,pp_nav_00683,navigable,13
prainha,pp_nav_00767,navigable,30
prainha,pp_nav_00770,navigable,79
prainha,pp_nav_00775,navigable,30
offenburg,pp_nav_00304,navigable,16
offenburg,pp_nav_00315,navigable,32
morkvash,pp_nav_00188,navigable,35
morkvash,pp_nav_00191,navigable,47
morkvash,pp_nav_00195,navigable,22
morkvash,pp_nav_00196,navigable,35
berezhnovka,pp_nav_00271,navigable,29
nur,pp_nav_00209,navigable,23
nur,pp_nav_00211,navigable,26
verona,pp_nav_00376,navigable,30
pereiaslav,pp_nav_00279,navigable,15
pereiaslav,pp_nav_00284,navigable,23
ukek,pp_nav_00239,navigable,11
ukek,pp_nav_00246,navigable,46
paungde,pp_nav_00691,navigable,24
paungde,pp_nav_00692,navigable,9
nagavskaya,pp_nav_00328,navigable,32
kamatapur,pp_nav_00637,navigable,4
el_burullus,pp_nav_00548,navigable,19
hiw,pp_nav_00625,navigable,8
hiw,pp_nav_00633,navigable,60
hiw,pp_nav_00634,navigable,11
hiw,pp_nav_00639,navigable,3
manfalut,pp_nav_00618,navigable,35
golere,pp_nav_00701,navigable,10
golere,pp_nav_00706,navigable,32
basra,pp_nav_00554,navigable,37
basra,pp_nav_00572,navigable,13
numaniyyah,pp_nav_00525,navigable,13
numaniyyah,pp_nav_00528,navigable,5
numaniyyah,pp_nav_00529,navigable,26
avaes,pp_nav_00802,navigable,49
avaes,pp_nav_00803,navigable,16
patoka,pp_nav_00480,navigable,38
patoka,pp_nav_00483,navigable,21
ob,pp_nav_00001,navigable,95
ob,pp_nav_00004,navigable,50
waounde,pp_nav_00711,navigable,40
benauges,pp_nav_00393,navigable,47
benauges,pp_nav_00400,navigable,7
benauges,pp_nav_00404,navigable,31
cherohenaka_nc,pp_nav_00500,navigable,14
cherohenaka_nc,pp_nav_00501,navigable,23
gabin,pp_nav_00216,navigable,32
kaniv,pp_nav_00279,navigable,65
kaniv,pp_nav_00284,navigable,12
kracheh,pp_nav_00732,improvable,28
kracheh,pp_nav_00735,navigable,3
zhijiang,pp_nav_00581,navigable,47
zhijiang,pp_nav_00582,navigable,7
baxian,pp_nav_00598,navigable,47
baxian,pp_nav_00599,navigable,17
yakovlevskoye_bolshoye,pp_nav_00111,navigable,4
tana,pp_nav_00343,navigable,17
tana,pp_nav_00350,navigable,50
rovnoye,pp_nav_00257,navigable,38
rovnoye,pp_nav_00265,navigable,49
rovnoye,pp_nav_00271,navigable,5
qingjiang,pp_nav_00612,navigable,45
kisatchie,pp_nav_00544,navigable,65
kisatchie,pp_nav_00551,navigable,47
goalpara,pp_nav_00631,navigable,51
goalpara,pp_nav_00632,navigable,5
goalpara,pp_nav_00637,navigable,15
ilovlya,pp_nav_00292,navigable,13
ilovlya,pp_nav_00299,navigable,12
enisala,pp_nav_00380,navigable,50
enisala,pp_nav_00385,navigable,5
usolye,pp_nav_00071,navigable,42
usolye,pp_nav_00080,navigable,77
wroclaw,pp_nav_00249,navigable,26
wroclaw,pp_nav_00256,navigable,22
baragram,pp_nav_00667,navigable,1
hofgeismar,pp_nav_00228,improvable,1
hofgeismar,pp_nav_00245,navigable,34
sagu,pp_nav_00687,navigable,23
sagu,pp_nav_00689,navigable,13
villars,pp_nav_00363,navigable,6
cukataw,pp_nav_00155,navigable,35
cukataw,pp_nav_00158,navigable,43
changle_fujian,pp_nav_00630,navigable,4
changle_fujian,pp_nav_00638,navigable,10
boguchar,pp_nav_00273,navigable,30
boguchar,pp_nav_00276,navigable,45
boguchar,pp_nav_00283,navigable,15
venlo,pp_nav_00244,navigable,77
venlo,pp_nav_00253,navigable,7
fischhausen,pp_nav_00160,navigable,4
ande,pp_nav_00485,navigable,48
sviyazhsk,pp_nav_00150,navigable,22
sviyazhsk,pp_nav_00154,navigable,49
sviyazhsk,pp_nav_00164,navigable,22
neustadt_an_der_haardt,pp_nav_00280,navigable,12
neustadt_an_der_haardt,pp_nav_00291,navigable,2
samastipur,pp_nav_00644,navigable,23
samastipur,pp_nav_00649,navigable,26
liege,pp_nav_00262,navigable,66
liege,pp_nav_00268,navigable,17
chindre,pp_nav_00796,navigable,6
chindre,pp_nav_00797,navigable,70
chindre,pp_nav_00798,navigable,23
kingston,pp_nav_00248,improvable,10
virkgarh,pp_nav_00547,navigable,2
shorkot,pp_nav_00573,navigable,17
ghazipur,pp_nav_00641,navigable,4
ghazipur,pp_nav_00643,navigable,47
ghazipur,pp_nav_00648,navigable,10
korra,pp_nav_00628,navigable,7
korra,pp_nav_00635,navigable,29
jaunpur,pp_nav_00648,navigable,8
moudery,pp_nav_00711,navigable,12
moudery,pp_nav_00714,navigable,8
kiokee,pp_nav_00521,navigable,42
suqian,pp_nav_00514,navigable,6
suqian,pp_nav_00517,navigable,53
wuxi,pp_nav_00542,navigable,53
hezhou_he,pp_nav_00539,navigable,25
hezhou_he,pp_nav_00546,navigable,7
dongliu,pp_nav_00568,navigable,23
dongliu,pp_nav_00583,navigable,25
drastar,pp_nav_00415,navigable,31
drastar,pp_nav_00417,navigable,11
ondaimas,pp_nav_00756,navigable,11
ondaimas,pp_nav_00758,navigable,42
privas,pp_nav_00383,navigable,18
privas,pp_nav_00408,improvable,10
wolow,pp_nav_00241,navigable,24
wolow,pp_nav_00249,navigable,48
uzes,pp_nav_00408,improvable,9
uzes,pp_nav_00419,improvable,35
stung_treng,pp_nav_00725,barrier,31
lyon,pp_nav_00363,navigable,40
lyon,pp_nav_00372,navigable,13
chastye,pp_nav_00117,navigable,26
chastye,pp_nav_00124,navigable,48
purnia,pp_nav_00650,navigable,22
khakhaly,pp_nav_00137,navigable,47
khakhaly,pp_nav_00142,navigable,29
putyatino,pp_nav_00177,navigable,20
minden,pp_nav_00203,navigable,11
minden,pp_nav_00220,improvable,54
ossabaw,pp_nav_00534,navigable,32
reading,pp_nav_00247,navigable,10
oleshia,pp_nav_00357,navigable,44
oleshia,pp_nav_00361,navigable,21
mocana,pp_nav_00739,navigable,49
kostroma,pp_nav_00107,navigable,20
kostroma,pp_nav_00111,navigable,77
kostroma,pp_nav_00114,navigable,63
hamburg,pp_nav_00189,navigable,48
koponovo,pp_nav_00177,navigable,67
koponovo,pp_nav_00180,navigable,11
koponovo,pp_nav_00183,navigable,8
magyarovar,pp_nav_00325,navigable,27
magyarovar,pp_nav_00332,navigable,16
kyyindy,pp_nav_00800,navigable,48
kyyindy,pp_nav_00801,navigable,6
caroni,pp_nav_00749,navigable,15
caroni,pp_nav_00751,navigable,60
achim,pp_nav_00197,navigable,27
achim,pp_nav_00203,navigable,1
ningjin,pp_nav_00475,navigable,5
ningjin,pp_nav_00485,navigable,28
kichkas,pp_nav_00319,improvable,10
kichkas,pp_nav_00329,improvable,35
myedu,pp_nav_00674,navigable,12
pomorye,pp_nav_00014,navigable,25
gananoque,pp_nav_00407,navigable,36
pyay,pp_nav_00690,navigable,32
pyay,pp_nav_00691,navigable,21
jinghai,pp_nav_00461,navigable,44
yunyang,pp_nav_00560,improvable,60
yunyang,pp_nav_00562,navigable,15
angers,pp_nav_00345,navigable,29
chudovo,pp_nav_00076,navigable,19
chudovo,pp_nav_00087,navigable,44
chudovo,pp_nav_00091,navigable,11
schweinitz,pp_nav_00235,navigable,1
schweinitz,pp_nav_00240,navigable,48
qashliq,pp_nav_00084,navigable,54
qashliq,pp_nav_00090,navigable,94
qashliq,pp_nav_00094,navigable,34
chai_nat,pp_nav_00713,navigable,36
towosaghy,pp_nav_00486,navigable,12
towosaghy,pp_nav_00495,navigable,15
towosaghy,pp_nav_00498,navigable,23
towosaghy,pp_nav_00502,navigable,46
salvaterra,pp_nav_00451,navigable,26
tetyushi,pp_nav_00164,navigable,20
tetyushi,pp_nav_00175,navigable,23
wied,pp_nav_00264,navigable,25
ferrara,pp_nav_00391,navigable,27
ferrara,pp_nav_00392,navigable,6
ferrara,pp_nav_00395,navigable,35
ferrara,pp_nav_00399,navigable,20
ferrara,pp_nav_00401,navigable,38
ganserndorf,pp_nav_00325,navigable,27
ganserndorf,pp_nav_00326,navigable,3
pakokku,pp_nav_00684,navigable,24
sandonnino,pp_nav_00388,navigable,13
sandonnino,pp_nav_00394,navigable,4
aslan_horod,pp_nav_00353,navigable,29
aslan_horod,pp_nav_00357,navigable,69
torres_novas,pp_nav_00451,navigable,32
yukonda,pp_nav_00053,navigable,29
yukonda,pp_nav_00061,navigable,51
yukonda,pp_nav_00065,navigable,47
yukonda,pp_nav_00072,navigable,15
mindon,pp_nav_00690,navigable,22
mindon,pp_nav_00691,navigable,15
gucheng,pp_nav_00535,navigable,10
ostrovskoye,pp_nav_00114,navigable,35
ostrovskoye,pp_nav_00115,navigable,57
siya,pp_nav_00018,navigable,1
siya,pp_nav_00019,navigable,95
siya,pp_nav_00021,navigable,70
tomakivka,pp_nav_00329,improvable,45
tomakivka,pp_nav_00340,navigable,25
amstetten,pp_nav_00323,improvable,28
amstetten,pp_nav_00324,navigable,7
freistadt,pp_nav_00323,improvable,21
wycombe,pp_nav_00247,navigable,31
legnica,pp_nav_00249,navigable,11
brass,pp_nav_00760,navigable,34
brass,pp_nav_00761,navigable,19
qichun,pp_nav_00587,navigable,24
yaguari_guazu,pp_nav_00811,navigable,20
yaguari_guazu,pp_nav_00814,navigable,50
yaguari_guazu,pp_nav_00816,navigable,41
idah,pp_nav_00752,navigable,44
idah,pp_nav_00754,navigable,50
el_mahalla,pp_nav_00548,navigable,5
qalyub,pp_nav_00563,navigable,16
qalyub,pp_nav_00576,navigable,17
qalyub,pp_nav_00588,navigable,9
el_bahnasa,pp_nav_00603,navigable,19
el_bahnasa,pp_nav_00607,navigable,35
el_balyana,pp_nav_00620,navigable,18
el_balyana,pp_nav_00625,navigable,43
saumur,pp_nav_00345,navigable,17
saumur,pp_nav_00346,improvable,48
saumur,pp_nav_00349,navigable,14
bakusaya,pp_nav_00528,navigable,27
bakusaya,pp_nav_00530,navigable,8
abadan,pp_nav_00572,navigable,25
abadan,pp_nav_00584,navigable,66
orasul_de_floci,pp_nav_00382,navigable,18
orasul_de_floci,pp_nav_00406,navigable,35
occaneechi,pp_nav_00496,navigable,26
occaneechi,pp_nav_00497,navigable,59
mechelen,pp_nav_00255,navigable,4
kitchawanc,pp_nav_00432,navigable,32
belchite,pp_nav_00435,navigable,31
belchite,pp_nav_00437,improvable,1
ayodhya,pp_nav_00717,navigable,55
ayodhya,pp_nav_00721,navigable,80
monghyr,pp_nav_00649,navigable,40
monghyr,pp_nav_00654,navigable,7
nessoneick,pp_nav_00496,navigable,32
nessoneick,pp_nav_00497,navigable,15
veesky,pp_nav_00276,navigable,2
veesky,pp_nav_00283,navigable,70
veesky,pp_nav_00285,navigable,41
wieliczka,pp_nav_00272,navigable,15
wieliczka,pp_nav_00278,navigable,31
twante,pp_nav_00694,navigable,8
lamego,pp_nav_00440,improvable,23
yidu,pp_nav_00564,navigable,15
yidu,pp_nav_00581,navigable,17
fengle,pp_nav_00541,navigable,38
fengle,pp_nav_00550,navigable,8
khoai_chau,pp_nav_00686,navigable,29
ruichang,pp_nav_00587,navigable,8
ruichang,pp_nav_00597,navigable,2
wolinak,pp_nav_00360,navigable,41
wolinak,pp_nav_00362,navigable,4
guayaquil,pp_nav_00771,navigable,5
guayaquil,pp_nav_00776,navigable,23
calli,pp_nav_00158,navigable,47
calli,pp_nav_00162,navigable,2
zutphen,pp_nav_00222,navigable,41
pitlyar,pp_nav_00009,navigable,15
pitlyar,pp_nav_00010,navigable,26
dobrzyn,pp_nav_00206,navigable,50
mahates,pp_nav_00739,navigable,1
mahates,pp_nav_00741,navigable,38
mulhouse,pp_nav_00327,navigable,28
tiel,pp_nav_00231,navigable,28
tiel,pp_nav_00232,navigable,19
tiel,pp_nav_00236,navigable,27
huarong,pp_nav_00592,navigable,8
huarong,pp_nav_00600,navigable,12
cordoba,pp_nav_00482,improvable,29
talok,pp_nav_00684,navigable,29
kadyy,pp_nav_00115,navigable,41
kadyy,pp_nav_00119,navigable,12
archar,pp_nav_00420,navigable,14
simiti,pp_nav_00746,navigable,1
simiti,pp_nav_00748,navigable,97
simiti,pp_nav_00753,navigable,74
ghotki,pp_nav_00610,navigable,30
ghotki,pp_nav_00614,navigable,21
bihar_sharif,pp_nav_00644,navigable,38
bihar_sharif,pp_nav_00649,navigable,10
buxar,pp_nav_00641,navigable,17
buxar,pp_nav_00643,navigable,47
nottingham,pp_nav_00190,navigable,6
nottingham,pp_nav_00202,navigable,17
zaragoza,pp_nav_00435,navigable,28
ancuase,pp_nav_00791,navigable,59
ancuase,pp_nav_00792,navigable,57
ancuase,pp_nav_00793,navigable,63
ancuase,pp_nav_00794,navigable,31
sehwan,pp_nav_00621,navigable,6
sehwan,pp_nav_00626,navigable,22
shankargah,pp_nav_00647,navigable,30
shankargah,pp_nav_00651,navigable,10
shankargah,pp_nav_00653,navigable,17
moro_sindh,pp_nav_00626,navigable,45
moro_sindh,pp_nav_00636,navigable,8
talwandi,pp_nav_00547,navigable,45
talwandi,pp_nav_00556,navigable,4
salde,pp_nav_00706,navigable,49
salde,pp_nav_00708,navigable,6
sine_ngayene,pp_nav_00724,navigable,27
sine_ngayene,pp_nav_00727,navigable,33
ukunzu,pp_nav_00754,navigable,47
ukunzu,pp_nav_00757,navigable,4
carmona,pp_nav_00482,improvable,4
carmona,pp_nav_00487,navigable,78
rosso,pp_nav_00702,navigable,1
rosso,pp_nav_00703,navigable,46
dantu,pp_nav_00532,improvable,46
dantu,pp_nav_00533,navigable,12
dantu,pp_nav_00537,improvable,7
dantu,pp_nav_00540,navigable,8
assereniet,pp_nav_00456,navigable,24
assereniet,pp_nav_00457,navigable,47
assereniet,pp_nav_00466,navigable,14
jiangyin,pp_nav_00540,navigable,27
fanchang,pp_nav_00546,navigable,30
wuwei,pp_nav_00546,navigable,39
wuwei,pp_nav_00557,navigable,22
wujin,pp_nav_00537,improvable,55
wujin,pp_nav_00540,navigable,5
wujin,pp_nav_00542,navigable,7
haining,pp_nav_00569,navigable,14
surgut,pp_nav_00042,navigable,48
surgut,pp_nav_00043,navigable,5
surgut,pp_nav_00044,navigable,48
surgut,pp_nav_00045,navigable,48
surgut,pp_nav_00046,navigable,25
kozmodemyansk,pp_nav_00136,navigable,54
kozmodemyansk,pp_nav_00141,navigable,4
battambang,pp_nav_00731,navigable,8
karendo,pp_nav_00813,navigable,48
karendo,pp_nav_00815,navigable,48
grudziadz,pp_nav_00186,navigable,16
dubovskoye,pp_nav_00328,navigable,18
dubovskoye,pp_nav_00338,navigable,23
ukarangma,pp_nav_00774,navigable,8
ukarangma,pp_nav_00775,navigable,49
taragui,pp_nav_00804,navigable,9
taragui,pp_nav_00805,navigable,11
taragui,pp_nav_00806,navigable,30
taragui,pp_nav_00807,navigable,36
cochem,pp_nav_00270,improvable,3
cochem,pp_nav_00274,navigable,22
kortriik,pp_nav_00260,navigable,18
astrakhan,pp_nav_00371,navigable,7
valence,pp_nav_00383,navigable,33
valence,pp_nav_00408,improvable,31
kuruaya,pp_nav_00767,navigable,37
bolotnye,pp_nav_00128,navigable,34
st_jean_dangely,pp_nav_00368,navigable,26
inju,pp_nav_00484,navigable,36
kulpi,pp_nav_00682,navigable,8
mezhutka,pp_nav_00058,improvable,11
mezhutka,pp_nav_00069,improvable,45
kampen,pp_nav_00210,improvable,30
qasba,pp_nav_00670,navigable,28
qasba,pp_nav_00672,navigable,13
louhans,pp_nav_00356,navigable,26
kondurcha,pp_nav_00191,navigable,17
vertyazin,pp_nav_00129,navigable,60
vertyazin,pp_nav_00130,navigable,34
bodrog,pp_nav_00365,navigable,52
bodrog,pp_nav_00374,navigable,4
zainsk,pp_nav_00152,navigable,37
zainsk,pp_nav_00155,navigable,18
ragnit,pp_nav_00165,navigable,40
ragnit,pp_nav_00168,navigable,3
ragnit,pp_nav_00171,navigable,28
smederevo,pp_nav_00403,navigable,10
smederevo,pp_nav_00405,navigable,9
smederevo,pp_nav_00409,navigable,9
qiaokou,pp_nav_00609,navigable,31
qiaokou,pp_nav_00611,navigable,39
batang_tabir,pp_nav_00765,navigable,52
pozega,pp_nav_00384,navigable,33
pozega,pp_nav_00390,navigable,12
jipyeong,pp_nav_00488,navigable,22
semikarakorsk,pp_nav_00341,navigable,45
semikarakorsk,pp_nav_00343,navigable,15
agen,pp_nav_00412,navigable,28
agen,pp_nav_00413,navigable,28
agen,pp_nav_00416,navigable,38
bocheikovo,pp_nav_00161,navigable,27
thanlyin,pp_nav_00694,navigable,12
kurba,pp_nav_00100,navigable,19
kurba,pp_nav_00105,navigable,21
hont,pp_nav_00334,navigable,5
nanchang,pp_nav_00608,navigable,50
zhongxiang,pp_nav_00550,navigable,20
chalninsky_pochinok,pp_nav_00146,navigable,24
chalninsky_pochinok,pp_nav_00147,navigable,49
chalninsky_pochinok,pp_nav_00152,navigable,32
sremska_mitrovica,pp_nav_00379,navigable,39
sremska_mitrovica,pp_nav_00386,navigable,12
sremska_mitrovica,pp_nav_00398,navigable,22
sremska_mitrovica,pp_nav_00402,navigable,29
obidos,pp_nav_00772,navigable,64
obidos,pp_nav_00774,navigable,9
ilambazar,pp_nav_00667,navigable,30
dharmasraya,pp_nav_00762,navigable,84
dharmasraya,pp_nav_00764,navigable,10
megion,pp_nav_00046,navigable,21
megion,pp_nav_00048,navigable,47
megion,pp_nav_00049,navigable,49
megion,pp_nav_00052,navigable,32
kowal,pp_nav_00206,navigable,17
florence,pp_nav_00424,navigable,13
florence,pp_nav_00428,navigable,12
simbirsk,pp_nav_00175,navigable,24
simbirsk,pp_nav_00179,navigable,29
prato,pp_nav_00424,navigable,30
feira,pp_nav_00440,improvable,27
wenshang,pp_nav_00503,improvable,4
wenshang,pp_nav_00507,improvable,18
jiaxing,pp_nav_00552,navigable,43
jiaxing,pp_nav_00569,navigable,15
yuryev_povolzhsk,pp_nav_00119,navigable,29
bonn,pp_nav_00258,navigable,7
bonn,pp_nav_00264,navigable,21
bree,pp_nav_00253,navigable,25
hackensack,pp_nav_00436,navigable,20
mikhaylovka_pontic,pp_nav_00330,navigable,5
mikhaylovka_pontic,pp_nav_00336,navigable,78
rohrbach,pp_nav_00317,navigable,15
rohrbach,pp_nav_00323,improvable,2
amboise,pp_nav_00339,improvable,37
kalyazin,pp_nav_00122,navigable,40
havelberg,pp_nav_00198,navigable,10
havelberg,pp_nav_00204,navigable,43
eskalapia,pp_nav_00457,navigable,4
eskalapia,pp_nav_00466,navigable,70
eskalapia,pp_nav_00470,navigable,81
eskalapia,pp_nav_00474,navigable,18
tulln,pp_nav_00321,navigable,38
tulln,pp_nav_00322,navigable,39
velyka_lepetykha,pp_nav_00340,navigable,3
velyka_lepetykha,pp_nav_00344,navigable,48
velyka_lepetykha,pp_nav_00353,navigable,1
bolshoy_yugan,pp_nav_00048,navigable,30
bolshoy_yugan,pp_nav_00049,navigable,47
bolshoy_yugan,pp_nav_00052,navigable,29
kalach,pp_nav_00276,navigable,49
calbe,pp_nav_00225,improvable,27
calbe,pp_nav_00235,navigable,9
mosbach,pp_nav_00289,navigable,38
mosbach,pp_nav_00297,navigable,8
oryahovo,pp_nav_00423,navigable,11
oryahovo,pp_nav_00425,navigable,23
wanan,pp_nav_00624,improvable,75
wanan,pp_nav_00629,improvable,16
montauban,pp_nav_00416,navigable,9
montauban,pp_nav_00418,navigable,13
cremona,pp_nav_00388,navigable,32
cremona,pp_nav_00394,navigable,10
chioggia,pp_nav_00387,navigable,16
chioggia,pp_nav_00391,navigable,13
fathabad,pp_nav_00666,navigable,18
fathabad,pp_nav_00672,navigable,44
dondo,pp_nav_00789,navigable,8
dondo,pp_nav_00790,navigable,31
menouf,pp_nav_00548,navigable,1
menouf,pp_nav_00561,navigable,31
menouf,pp_nav_00563,navigable,14
menouf,pp_nav_00576,navigable,42
ashmunayn,pp_nav_00613,navigable,32
ashmunayn,pp_nav_00618,navigable,4
esna,pp_nav_00639,navigable,81
esna,pp_nav_00652,navigable,25
el_buwit,pp_nav_00613,navigable,2
el_buwit,pp_nav_00618,navigable,47
el_buwit,pp_nav_00620,navigable,18
noyon,pp_nav_00295,navigable,20
al_tib,pp_nav_00530,navigable,40
al_tib,pp_nav_00538,navigable,39
saint_etienne,pp_nav_00372,navigable,6
opelousa,pp_nav_00545,navigable,26
opelousa,pp_nav_00551,navigable,25
opelousa,pp_nav_00555,navigable,66
opelousa,pp_nav_00566,navigable,44
yaguachi,pp_nav_00771,navigable,48
yolombo,pp_nav_00753,navigable,18
yolombo,pp_nav_00755,navigable,86
yolombo,pp_nav_00756,navigable,1
bijni,pp_nav_00631,navigable,21
tomsk,pp_nav_00113,navigable,22
tomsk,pp_nav_00120,navigable,49
tomsk,pp_nav_00128,navigable,22
pamticough,pp_nav_00500,navigable,33
shahjadpur,pp_nav_00658,navigable,44
shahjadpur,pp_nav_00666,navigable,18
novaya_pokrovka,pp_nav_00254,navigable,49
novaya_pokrovka,pp_nav_00261,navigable,66
novaya_pokrovka,pp_nav_00266,navigable,18
taungdwingyi,pp_nav_00689,navigable,19
kedainiai,pp_nav_00170,navigable,26
ulla,pp_nav_00161,navigable,71
ulla,pp_nav_00163,navigable,7
ulla,pp_nav_00166,navigable,18
arkhangelskoye_vologda,pp_nav_00077,navigable,17
phsar_dek,pp_nav_00740,navigable,34
phsar_dek,pp_nav_00742,navigable,48
phsar_dek,pp_nav_00744,navigable,18
cachamay,pp_nav_00749,navigable,10
cachamay,pp_nav_00751,navigable,25
wittenberg,pp_nav_00235,navigable,40
wittenberg,pp_nav_00240,navigable,4
bracciano,pp_nav_00431,navigable,25
bracciano,pp_nav_00433,navigable,28
myede,pp_nav_00689,navigable,24
myede,pp_nav_00690,navigable,21
savar,pp_nav_00666,navigable,20
qishui,pp_nav_00574,navigable,21
qishui,pp_nav_00587,navigable,6
nemby,pp_nav_00799,navigable,47
nemby,pp_nav_00800,navigable,9
gryfow,pp_nav_00193,navigable,57
yongxing_xingguo,pp_nav_00587,navigable,31
saucunk,pp_nav_00442,navigable,38
saucunk,pp_nav_00444,navigable,6
nograd,pp_nav_00334,navigable,18
nograd,pp_nav_00337,navigable,10
shchuchya,pp_nav_00002,navigable,50
shchuchya,pp_nav_00003,navigable,22
shchuchya,pp_nav_00004,navigable,24
shchuchya,pp_nav_00005,navigable,6
pina_de_ebro,pp_nav_00435,navigable,37
pina_de_ebro,pp_nav_00437,improvable,1
wolmirstedt,pp_nav_00213,navigable,24
wolmirstedt,pp_nav_00225,improvable,5
worms,pp_nav_00280,navigable,15
jianli,pp_nav_00592,navigable,11
jianli,pp_nav_00600,navigable,71
jianli,pp_nav_00601,navigable,13
jianli,pp_nav_00604,navigable,10
desnyanskyi_horodok,pp_nav_00269,navigable,33
sanga,pp_nav_00712,navigable,35
sanga,pp_nav_00715,navigable,86
sanga,pp_nav_00716,navigable,12
sanga,pp_nav_00718,navigable,22
sanga,pp_nav_00719,navigable,40
korientze,pp_nav_00710,navigable,33
korientze,pp_nav_00712,navigable,56
kiskiack,pp_nav_00490,barrier,4
danilov,pp_nav_00107,navigable,22
vu_ninh,pp_nav_00686,navigable,2
tondibi,pp_nav_00696,navigable,15
tondibi,pp_nav_00699,navigable,44
montmorency,pp_nav_00301,navigable,38
montmorency,pp_nav_00307,navigable,14
montmorency,pp_nav_00308,navigable,30
houguan,pp_nav_00630,navigable,72
rongcheng,pp_nav_00675,navigable,9
harburg,pp_nav_00189,navigable,20
laribandar,pp_nav_00657,navigable,15
laribandar,pp_nav_00662,navigable,56
sonepur_bihar,pp_nav_00642,navigable,34
chitrakuta,pp_nav_00640,navigable,11
chitrakuta,pp_nav_00651,navigable,35
banda,pp_nav_00635,navigable,5
banda,pp_nav_00640,navigable,36
gloucester,pp_nav_00227,navigable,57
aror,pp_nav_00605,navigable,7
aror,pp_nav_00606,navigable,56
aror,pp_nav_00610,navigable,20
sonda,pp_nav_00646,navigable,19
sonda,pp_nav_00657,navigable,17
patna,pp_nav_00642,navigable,45
patna,pp_nav_00644,navigable,16
lahore,pp_nav_00547,navigable,31
multan,pp_nav_00573,navigable,12
multan,pp_nav_00580,navigable,47
multan,pp_nav_00594,navigable,5
newcastle,pp_nav_00172,navigable,9
lokoja,pp_nav_00752,navigable,55
onitsha,pp_nav_00757,navigable,8
sioure,pp_nav_00701,navigable,40
wassu,pp_nav_00724,navigable,47
wassu,pp_nav_00728,navigable,57
bakel,pp_nav_00714,navigable,86
safare,pp_nav_00707,navigable,32
safare,pp_nav_00710,navigable,48
zaostrovskoye,pp_nav_00025,navigable,38
zaostrovskoye,pp_nav_00028,navigable,41
yangzi,pp_nav_00533,navigable,14
wuhu,pp_nav_00546,navigable,16
dangtu,pp_nav_00539,navigable,29
dangtu,pp_nav_00546,navigable,2
hangzhou,pp_nav_00569,navigable,32
hangzhou,pp_nav_00586,navigable,18
mitchigamea,pp_nav_00483,navigable,32
mitchigamea,pp_nav_00486,navigable,15
mitchigamea,pp_nav_00489,navigable,51
mitchigamea,pp_nav_00494,navigable,57
mitchigamea,pp_nav_00495,navigable,25
henley,pp_nav_00247,navigable,25
teltow,pp_nav_00217,navigable,39
uyapari,pp_nav_00747,navigable,43
uyapari,pp_nav_00749,navigable,65
uftyuga,pp_nav_00033,navigable,25
uftyuga,pp_nav_00035,navigable,27
katihar,pp_nav_00650,navigable,8
katihar,pp_nav_00655,navigable,24
bolshoy_balyk,pp_nav_00042,navigable,50
bolshoy_balyk,pp_nav_00043,navigable,12
bolshoy_balyk,pp_nav_00044,navigable,50
bolshoy_balyk,pp_nav_00045,navigable,50
bolshoy_balyk,pp_nav_00046,navigable,50
bolshoy_balyk,pp_nav_00048,navigable,21
cherdyn,pp_nav_00071,navigable,4
chungju,pp_nav_00492,navigable,36
icheon,pp_nav_00488,navigable,12
icheon,pp_nav_00492,navigable,38
pokrovsk,pp_nav_00239,navigable,36
pokrovsk,pp_nav_00246,navigable,50
pokrovsk,pp_nav_00257,navigable,14
agaes,pp_nav_00801,navigable,49
agaes,pp_nav_00802,navigable,7
urucurituba,pp_nav_00778,navigable,38
urucurituba,pp_nav_00781,navigable,49
azeevo,pp_nav_00167,navigable,31
ripon,pp_nav_00184,improvable,4
bolkhuny,pp_nav_00318,navigable,40
bolkhuny,pp_nav_00330,navigable,85
khvorostyanka,pp_nav_00195,navigable,56
khvorostyanka,pp_nav_00196,navigable,4
khvorostyanka,pp_nav_00199,navigable,47
khvorostyanka,pp_nav_00207,navigable,14
drohiczyn,pp_nav_00211,navigable,37
drohiczyn,pp_nav_00221,navigable,8
caspe,pp_nav_00437,improvable,57
mie,pp_nav_00509,navigable,10
gniew,pp_nav_00182,navigable,10
gniew,pp_nav_00186,navigable,10
gyor,pp_nav_00332,navigable,48
polotsk,pp_nav_00156,navigable,19
polotsk,pp_nav_00161,navigable,2
passau,pp_nav_00311,navigable,29
pinya,pp_nav_00683,navigable,42
pinya,pp_nav_00684,navigable,10
manaos,pp_nav_00785,navigable,60
shunde,pp_nav_00679,navigable,27
mihalt,pp_nav_00410,navigable,31
mihalt,pp_nav_00411,navigable,8
ruse,pp_nav_00417,navigable,4
ruse,pp_nav_00422,navigable,31
beljamen,pp_nav_00294,navigable,47
beljamen,pp_nav_00299,navigable,27
beljamen,pp_nav_00309,navigable,2
viziru,pp_nav_00382,navigable,49
tharrawaddy,pp_nav_00692,navigable,83
tharrawaddy,pp_nav_00693,navigable,36
