location_tag,good,predicted,target,reason
konitsa,lumber,-0.44,-0.2952,predicted below floor -0.2
konkudera,lumber,-0.22,-0.4973,predicted below floor -0.2
koptyuga,lumber,-0.22,-0.1162,predicted below floor -0.2
korpilombo,lumber,-0.22,-0.0952,predicted below floor -0.2
ktunwakanmituk,lumber,-0.33,-0.5367,predicted below floor -0.2
kuchaky,lumber,-0.22,-0.2173,predicted below floor -0.2
kuchugunnur,lumber,-0.22,-0.2276,predicted below floor -0.2
kuhmo,lumber,-0.21,-0.0316,predicted below floor -0.2
kungara,lumber,-0.24,-0.1966,predicted below floor -0.2
kur,lumber,-0.23,-0.1134,predicted below floor -0.2
kuukucyn,lumber,-0.33,-0.5060,predicted below floor -0.2
kwajalein_atoll,lumber,0.16,,not viable in the efficiency data
kysyl_syr,lumber,-0.22,-0.2376,predicted below floor -0.2
kyubeme,lumber,-0.27,-0.6837,predicted below floor -0.2
las_navas,lumber,-0.22,-0.1827,predicted below floor -0.2
leadore,lumber,-0.3,-0.4787,predicted below floor -0.2
lemone,lumber,-0.24,0.0310,predicted below floor -0.2
lentekhi,lumber,-0.44,-0.4039,predicted below floor -0.2
leshongwane,lumber,-0.24,-0.1060,predicted below floor -0.2
licheng_luan,lumber,-0.25,-0.5031,predicted below floor -0.2
liksiyu,lumber,-0.29,-0.1902,predicted below floor -0.2
longan,lumber,-0.25,-0.3216,predicted below floor -0.2
macha,lumber,-0.22,-0.1967,predicted below floor -0.2
madanda,lumber,-0.24,0.0544,predicted below floor -0.2
male_atoll,lumber,0.07,,not viable in the efficiency data
malka,lumber,-0.23,-0.1816,predicted below floor -0.2
maloelap_atoll,lumber,0.16,,not viable in the efficiency data
malung,lumber,-0.22,-0.0338,predicted below floor -0.2
mamiya_kala,lumber,-0.34,-0.3001,predicted below floor -0.2
marutea,lumber,0.08,,not viable in the efficiency data
mawet,lumber,-0.26,-0.6451,predicted below floor -0.2
mayya,lumber,-0.22,-0.2249,predicted below floor -0.2
mbosaksawaas,lumber,-0.22,-0.1219,predicted below floor -0.2
mengung,lumber,-0.31,-0.5132,predicted below floor -0.2
mghumbhani,lumber,-0.24,-0.0539,predicted below floor -0.2
midyat,lumber,-0.07,,not viable in the efficiency data
mili_atoll,lumber,0.16,,not viable in the efficiency data
milkovo,lumber,-0.23,-0.1412,predicted below floor -0.2
minudasht,lumber,-0.22,-0.4492,predicted below floor -0.2
mistutikumak,lumber,-0.21,-0.3858,predicted below floor -0.2
mitse_adazi,lumber,-0.22,-0.2524,predicted below floor -0.2
moghwachi,lumber,-0.36,-0.5401,predicted below floor -0.2
moneta,lumber,-0.42,,not viable in the efficiency data
moose_river,lumber,-0.53,-0.6332,predicted below floor -0.2
morgex,lumber,-0.64,-0.4793,predicted below floor -0.2
mourionska,lumber,-0.21,-0.0956,predicted below floor -0.2
mulmuga,lumber,-0.22,-0.1522,predicted below floor -0.2
mus,lumber,-0.26,-0.2787,predicted below floor -0.2
mutota,lumber,-0.24,0.0209,predicted below floor -0.2
na_isha,lumber,-0.46,-0.5763,predicted below floor -0.2
nasacauso,lumber,-0.21,-0.2959,predicted below floor -0.2
nipissis,lumber,-0.22,-0.2516,predicted below floor -0.2
nisenan,lumber,-0.42,-0.3427,predicted below floor -0.2
nisga_a,lumber,-0.33,-0.4495,predicted below floor -0.2
nueltin,lumber,-0.29,-0.5474,predicted below floor -0.2
nurchuu,lumber,-0.23,-0.2484,predicted below floor -0.2
nyachukha,lumber,-0.51,-0.4972,predicted below floor -0.2
nyurum_yegan,lumber,-0.21,-0.2248,predicted below floor -0.2
opocopa,lumber,-0.21,-0.3193,predicted below floor -0.2
orotuk,lumber,-0.27,-0.4352,predicted below floor -0.2
otredal,lumber,-0.21,-0.0979,predicted below floor -0.2
otta,lumber,-0.29,-0.3041,predicted below floor -0.2
oukwanyama,lumber,-0.31,-0.1805,predicted below floor -0.2
oyusut,lumber,-0.22,-0.2384,predicted below floor -0.2
pa_kiut_lema,lumber,-0.43,-0.2808,predicted below floor -0.2
pagashi,lumber,-0.21,-0.3037,predicted below floor -0.2
petawanga,lumber,-0.23,-0.0171,predicted below floor -0.2
pieve,lumber,-0.38,-0.3659,predicted below floor -0.2
pinega,lumber,-0.22,-0.1214,predicted below floor -0.2
pragelato,lumber,-0.51,-0.4257,predicted below floor -0.2
puget_theniers,lumber,-0.22,-0.2807,predicted below floor -0.2
punakha,lumber,-0.4,-0.2901,predicted below floor -0.2
pushroot,lumber,-0.46,,not viable in the efficiency data
puxian,lumber,-0.26,-0.4501,predicted below floor -0.2
qasr_shirin,lumber,-0.21,-0.7297,predicted below floor -0.2
qianyou,lumber,-0.26,-0.4034,predicted below floor -0.2
rangiroa_atoll,lumber,0.08,,not viable in the efficiency data
rawanduz,lumber,-0.44,-0.6499,predicted below floor -0.2
rinpung,lumber,-0.44,-0.5225,predicted below floor -0.2
rongelap_atoll,lumber,0.1,,not viable in the efficiency data
s_awdaan,lumber,-0.57,-0.6380,predicted below floor -0.2
saanen,lumber,-0.44,-0.3250,predicted below floor -0.2
salkhad,lumber,-0.49,-0.6977,predicted below floor -0.2
samsu,lumber,-0.25,-0.2895,predicted below floor -0.2
sanshui_binzhou,lumber,-0.31,-0.3385,predicted below floor -0.2
sarkikaraagac,lumber,-0.33,-0.1889,predicted below floor -0.2
segura_de_la_sierra,lumber,-0.22,-0.3336,predicted below floor -0.2
segyan_kyuyol,lumber,-0.22,-0.2429,predicted below floor -0.2
seneca,lumber,-0.29,-0.2630,predicted below floor -0.2
shangluo,lumber,-0.26,-0.3979,predicted below floor -0.2
shar_yelpuk,lumber,-0.51,-0.5713,predicted below floor -0.2
shatili,lumber,-0.4,-0.3507,predicted below floor -0.2
shipastouk,lumber,-0.21,-0.1307,predicted below floor -0.2
shua,lumber,-0.24,-0.0297,predicted below floor -0.2
shukden,lumber,-0.64,,not viable in the efficiency data
silbojock,lumber,-0.29,-0.1885,predicted below floor -0.2
sinipi,lumber,-0.31,0.0108,predicted below floor -0.2
sinnar,lumber,-0.31,-0.4165,predicted below floor -0.2
sirnak,lumber,-0.22,-0.6462,predicted below floor -0.2
sisakht,lumber,-0.4,-0.7252,predicted below floor -0.2
skitswish,lumber,-0.42,-0.3572,predicted below floor -0.2
sliammon,lumber,-0.22,-0.3634,predicted below floor -0.2
snt_t_ulix,lumber,-0.29,-0.1632,predicted below floor -0.2
south_molala,lumber,-0.42,-0.1485,predicted below floor -0.2
split_rock,lumber,-0.15,,not viable in the efficiency data
sts_ailes,lumber,-0.29,-0.3913,predicted below floor -0.2
suledal,lumber,-0.26,-0.4172,predicted below floor -0.2
sydybyl,lumber,-0.22,-0.3226,predicted below floor -0.2
systyg,lumber,-0.23,-0.2523,predicted below floor -0.2
sysy_meyite,lumber,-0.27,-0.4346,predicted below floor -0.2
taant_a,lumber,-0.22,-0.3858,predicted below floor -0.2
tabaga,lumber,-0.22,-0.2410,predicted below floor -0.2
tagotoka,lumber,-0.54,,not viable in the efficiency data
takspaslama,lumber,-0.39,-0.3265,predicted below floor -0.2
tanakteuk,lumber,-0.22,-0.4221,predicted below floor -0.2
tanchang,lumber,-0.31,-0.3635,predicted below floor -0.2
tangkhay,lumber,-0.22,-0.3793,predicted below floor -0.2
tarawa_atoll,lumber,0.16,,not viable in the efficiency data
tarna,lumber,-0.29,-0.1640,predicted below floor -0.2
tatinnai,lumber,-0.29,-0.5751,predicted below floor -0.2
tavaputs,lumber,-0.57,,not viable in the efficiency data
taviwac,lumber,-0.25,-0.5196,predicted below floor -0.2
tazin,lumber,-0.22,-0.3353,predicted below floor -0.2
tchitogama,lumber,-0.22,-0.0469,predicted below floor -0.2
tekman,lumber,-0.33,-0.4209,predicted below floor -0.2
temiscamie,lumber,-0.22,-0.1848,predicted below floor -0.2
thubun,lumber,-0.21,-0.3615,predicted below floor -0.2
tineo,lumber,-0.29,-0.0855,predicted below floor -0.2
tlacolula,lumber,-0.31,-0.1088,predicted below floor -0.2
tokuma,lumber,-0.23,-0.4759,predicted below floor -0.2
tomarza,lumber,-0.29,-0.3764,predicted below floor -0.2
tomtor,lumber,-0.22,-0.2311,predicted below floor -0.2
tongareva,lumber,0.08,,not viable in the efficiency data
tonguo,lumber,-0.22,-0.2629,predicted below floor -0.2
torgo,lumber,-0.23,-0.4846,predicted below floor -0.2
towarnehiooks,lumber,-0.22,0.0303,predicted below floor -0.2
tronka_chua,lumber,-0.21,-0.4139,predicted below floor -0.2
tsala_ihmec,lumber,-0.53,-0.5292,predicted below floor -0.2
tsunthang,lumber,-0.4,-0.2460,predicted below floor -0.2
tukspush,lumber,-0.22,-0.0245,predicted below floor -0.2
tulamba,lumber,-0.4,,not viable in the efficiency data
turukhansk,lumber,-0.21,-0.1793,predicted below floor -0.2
tynset,lumber,-0.33,-0.2908,predicted below floor -0.2
uel_tympychan,lumber,-0.27,-0.1317,predicted below floor -0.2
ugoyan,lumber,-0.22,-0.2365,predicted below floor -0.2
uintah,lumber,-0.46,-0.4037,predicted below floor -0.2
uluu,lumber,-0.22,-0.1921,predicted below floor -0.2
unkagarit,lumber,-0.46,,not viable in the efficiency data
uolba,lumber,-0.22,-0.2230,predicted below floor -0.2
uolbut,lumber,-0.22,-0.2041,predicted below floor -0.2
upper_nioman,lumber,-0.33,-0.4126,predicted below floor -0.2
urkan,lumber,-0.23,-0.1010,predicted below floor -0.2
uzkand,lumber,-0.38,-0.3566,predicted below floor -0.2
valdres,lumber,-0.29,-0.2414,predicted below floor -0.2
verkhnyaya,lumber,-0.22,-0.1962,predicted below floor -0.2
vezhakary,lumber,-0.22,-0.1342,predicted below floor -0.2
vilyuychan,lumber,-0.22,-0.2168,predicted below floor -0.2
wahemen,lumber,-0.21,-0.4818,predicted below floor -0.2
wajarri,lumber,-0.54,-0.5909,predicted below floor -0.2
wallowa,lumber,-0.33,-0.3311,predicted below floor -0.2
waradika,lumber,-0.43,-0.5404,predicted below floor -0.2
wecho,lumber,-0.21,-0.4177,predicted below floor -0.2
wenatchi,lumber,-0.46,-0.4003,predicted below floor -0.2
wenshan,lumber,-0.31,-0.2686,predicted below floor -0.2
winisk,lumber,-0.21,-0.4897,predicted below floor -0.2
wishram,lumber,-0.22,-0.0288,predicted below floor -0.2
witym,lumber,-0.27,-0.2005,predicted below floor -0.2
wiznay,lumber,-0.31,-0.0955,predicted below floor -0.2
yakyu_ki,lumber,-0.33,-0.5837,predicted below floor -0.2
yana,lumber,-0.31,-0.1883,predicted below floor -0.2
yangam,lumber,-0.25,-0.2979,predicted below floor -0.2
yedey,lumber,-0.22,-0.1999,predicted below floor -0.2
yixingzhou,lumber,-0.26,-0.4446,predicted below floor -0.2
yiyang_songzhou,lumber,-0.26,-0.4200,predicted below floor -0.2
ynakhsyt,lumber,-0.22,-0.2712,predicted below floor -0.2
ypoa,lumber,-0.47,-0.1881,predicted below floor -0.2
yungdrung,lumber,-0.51,-0.4201,predicted below floor -0.2
yuttyakh,lumber,-0.27,-0.4146,predicted below floor -0.2
zharzhan,lumber,-0.27,-0.3256,predicted below floor -0.2
zhebariki_khaya,lumber,-0.22,-0.2737,predicted below floor -0.2
aaku,maize,-0.51,-0.4896,predicted below floor -0.2
aburra,maize,-0.36,-0.4700,predicted below floor -0.2
akimel_oodham,maize,-0.34,-0.6247,predicted below floor -0.2
atarque,maize,-0.32,-0.6200,predicted below floor -0.2
atash,maize,-0.35,,not viable in the efficiency data
bosa_colombia,maize,-0.26,-0.3710,predicted below floor -0.2
caraveli,maize,-0.4,-0.3382,predicted below floor -0.2
caribaro,maize,-0.26,-0.1257,predicted below floor -0.2
chao,maize,-0.34,-0.1214,predicted below floor -0.2
chavin,maize,-0.45,,not viable in the efficiency data
chiquia,maize,-0.45,,not viable in the efficiency data
comcaac,maize,-0.44,,not viable in the efficiency data
cotapampa,maize,-0.35,,not viable in the efficiency data
dzilam,maize,-0.25,-0.4288,predicted below floor -0.2
elki,maize,-0.4,,not viable in the efficiency data
gualeguas,maize,-0.25,-0.2245,predicted below floor -0.2
gueiquesales,maize,-0.25,-0.6313,predicted below floor -0.2
halchidoma,maize,-0.53,,not viable in the efficiency data
hatun_xauxa,maize,-0.5,,not viable in the efficiency data
huaman_karpa,maize,-0.4,-0.0008,predicted below floor -0.2
ica,maize,-0.34,-0.1614,predicted below floor -0.2
japallan,maize,-0.45,,not viable in the efficiency data
kamsack,maize,-0.05,,not viable in the efficiency data
kileqollo,maize,-0.35,,not viable in the efficiency data
machala,maize,-0.24,-0.2681,predicted below floor -0.2
machaqa,maize,-0.59,,not viable in the efficiency data
mindu,maize,-0.31,-0.1968,predicted below floor -0.2
muruam,maize,-0.25,-0.3770,predicted below floor -0.2
ogiciza_wakpa,maize,-0.25,,not viable in the efficiency data
omaguacas,maize,-0.15,,not viable in the efficiency data
paramonga,maize,-0.34,-0.1975,predicted below floor -0.2
paribari,maize,-0.21,,not viable in the efficiency data
piipaash,maize,-0.43,,not viable in the efficiency data
pikunwijimapu,maize,-0.26,-0.5347,predicted below floor -0.2
pimicaskewyashik,maize,-0.25,,not viable in the efficiency data
piren,maize,-0.29,,not viable in the efficiency data
pomata,maize,-0.59,,not viable in the efficiency data
quillarumiyoc,maize,-0.35,-0.0161,predicted below floor -0.2
tetamekanch,maize,-0.23,-0.3089,predicted below floor -0.2
than_u_ge,maize,-0.24,-0.1560,predicted below floor -0.2
toponisw,maize,-0.46,-0.7358,predicted below floor -0.2
tora,maize,-0.21,-0.2326,predicted below floor -0.2
uinkaret,maize,-0.51,-0.5452,predicted below floor -0.2
ures,maize,-0.29,-0.4445,predicted below floor -0.2
waqrapukara,maize,-0.45,,not viable in the efficiency data
yahandeka,maize,-0.46,-0.4694,predicted below floor -0.2
yeme,maize,-0.25,-0.3952,predicted below floor -0.2
aguasabon,medicaments,-0.14,,not viable in the efficiency data
bazman,medicaments,-0.59,,not viable in the efficiency data
bitterroot,medicaments,-0.26,-0.0506,predicted below floor -0.2
collique,medicaments,-0.44,-0.5672,predicted below floor -0.2
fukushima,medicaments,-0.3,-0.4025,predicted below floor -0.2
gonpatsi,medicaments,-0.51,,not viable in the efficiency data
havaii,medicaments,-0.51,,not viable in the efficiency data
ishpeming,medicaments,-0.28,-0.5179,predicted below floor -0.2
jaluit_atoll,medicaments,-0.37,,not viable in the efficiency data
janakkala,medicaments,-0.26,-0.5227,predicted below floor -0.2
jaskis,medicaments,-0.26,-0.4976,predicted below floor -0.2
kauakiekamatsh,medicaments,-0.49,-0.6154,predicted below floor -0.2
kennebango,medicaments,-0.57,-0.5408,predicted below floor -0.2
khabr,medicaments,-0.49,-0.2895,predicted below floor -0.2
kipahigan,medicaments,-0.26,,not viable in the efficiency data
kohi_safi,medicaments,-0.26,0.1825,predicted below floor -0.2
korvala,medicaments,-0.69,,not viable in the efficiency data
ksituan,medicaments,-0.3,-0.2197,predicted below floor -0.2
kuhbanan,medicaments,-0.44,,not viable in the efficiency data
kuopio,medicaments,-0.26,,not viable in the efficiency data
ky_son,medicaments,-0.18,,not viable in the efficiency data
lindjarvi,medicaments,-0.26,-0.5227,predicted below floor -0.2
maaselka,medicaments,-0.49,-0.5292,predicted below floor -0.2
manouane,medicaments,-0.49,-0.5316,predicted below floor -0.2
mattawa,medicaments,-0.28,,not viable in the efficiency data
meductic,medicaments,-0.28,-0.5292,predicted below floor -0.2
metabeskega,medicaments,-0.28,-0.5704,predicted below floor -0.2
mica_creek,medicaments,-0.63,,not viable in the efficiency data
minzhou,medicaments,-0.4,-0.1025,predicted below floor -0.2
muang_sing,medicaments,-0.25,-0.3703,predicted below floor -0.2
muhaukamau,medicaments,-0.49,-0.5227,predicted below floor -0.2
muli,medicaments,-0.3,,not viable in the efficiency data
nagaoka,medicaments,-0.25,-0.3297,predicted below floor -0.2
natinixwe,medicaments,-0.38,,not viable in the efficiency data
nazkot_en,medicaments,-0.26,-0.1418,predicted below floor -0.2
nisab,medicaments,-0.5,-0.3665,predicted below floor -0.2
osisko,medicaments,-0.28,,not viable in the efficiency data
pyeongchang,medicaments,-0.25,-0.4370,predicted below floor -0.2
qiaoxian,medicaments,-0.28,0.3778,predicted below floor -0.2
radaa,medicaments,-0.36,-0.1338,predicted below floor -0.2
rongerik_atoll,medicaments,-0.37,,not viable in the efficiency data
rukajarvi,medicaments,-0.49,-0.5227,predicted below floor -0.2
selanger,medicaments,-0.26,-0.5961,predicted below floor -0.2
sguuxs,medicaments,-0.26,-0.1016,predicted below floor -0.2
shipshaw,medicaments,-0.28,,not viable in the efficiency data
sirudal,medicaments,-0.63,,not viable in the efficiency data
skuppah,medicaments,-0.63,,not viable in the efficiency data
sylhet,medicaments,-0.01,,not viable in the efficiency data
tula,medicaments,-0.27,,not viable in the efficiency data
verkhoturye,medicaments,-0.3,-0.1142,predicted below floor -0.2
wli_qospem,medicaments,-0.37,-0.5279,predicted below floor -0.2
yapudttka,medicaments,-0.28,-0.1159,predicted below floor -0.2
zhuban_ana,medicaments,-0.14,,not viable in the efficiency data
afmadow,millet,-0.21,,not viable in the efficiency data
agnam_civol,millet,-0.48,-0.6461,predicted below floor -0.2
ain_farah,millet,-0.25,-0.2681,predicted below floor -0.2
ain_madhi,millet,-0.34,-0.5038,predicted below floor -0.2
ain_sefra,millet,-0.45,-0.6919,predicted below floor -0.2
alat,millet,-0.45,,not viable in the efficiency data
alays,millet,-0.25,-0.4768,predicted below floor -0.2
amis,millet,-0.29,-0.7852,predicted below floor -0.2
andolo,millet,-0.5,-0.3485,predicted below floor -0.2
aurland,millet,-0.56,-0.5903,predicted below floor -0.2
ayerou,millet,-0.55,-0.6340,predicted below floor -0.2
babuza,millet,-0.34,-0.5258,predicted below floor -0.2
badra,millet,-0.48,,not viable in the efficiency data
baiyungu,millet,-0.55,,not viable in the efficiency data
balanipa,millet,-0.4,-0.3502,predicted below floor -0.2
banjar,millet,-0.4,,not viable in the efficiency data
barah,millet,-0.48,-0.6392,predicted below floor -0.2
bardera,millet,-0.21,,not viable in the efficiency data
baru,millet,-0.36,,not viable in the efficiency data
bayankhot,millet,-0.52,-0.2910,predicted below floor -0.2
bayannur,millet,-0.29,,not viable in the efficiency data
beledweyne,millet,-0.48,,not viable in the efficiency data
bitki,millet,-0.56,-0.4060,predicted below floor -0.2
boluohe,millet,-0.49,-0.7384,predicted below floor -0.2
bookabie,millet,-0.34,-0.4070,predicted below floor -0.2
bou_saada,millet,-0.41,-0.4394,predicted below floor -0.2
brig,millet,-0.45,-0.0635,predicted below floor -0.2
bumi_ayu,millet,-0.36,,not viable in the efficiency data
bunratty,millet,-0.27,-0.4021,predicted below floor -0.2
charklik,millet,-0.45,,not viable in the efficiency data
chur,millet,-0.22,-0.0495,predicted below floor -0.2
coleraine,millet,-0.22,-0.4172,predicted below floor -0.2
cork,millet,-0.33,-0.3308,predicted below floor -0.2
dargol,millet,-0.48,-0.5534,predicted below floor -0.2
daura,millet,-0.21,-0.4121,predicted below floor -0.2
den_terek,millet,-0.22,-0.0117,predicted below floor -0.2
drama,millet,-0.25,0.0245,predicted below floor -0.2
dumai,millet,-0.36,,not viable in the efficiency data
ed_damer,millet,-0.48,,not viable in the efficiency data
edinburgh,millet,-0.22,-0.3123,predicted below floor -0.2
el_agheila,millet,-0.48,,not viable in the efficiency data
elgin,millet,-0.45,-0.6409,predicted below floor -0.2
emuer,millet,-0.21,-0.1670,predicted below floor -0.2
fardawsa,millet,-0.48,,not viable in the efficiency data
feldkirchen,millet,-0.33,-0.1109,predicted below floor -0.2
galway,millet,-0.27,-0.3962,predicted below floor -0.2
gaotai,millet,-0.45,-0.0559,predicted below floor -0.2
gode,millet,-0.21,-0.4744,predicted below floor -0.2
gorontalo,millet,-0.4,,not viable in the efficiency data
goudooumaria,millet,-0.48,-0.7036,predicted below floor -0.2
goure,millet,-0.48,-0.6125,predicted below floor -0.2
guide,millet,-0.22,-0.2544,predicted below floor -0.2
hamdallaye,millet,-0.48,-0.5663,predicted below floor -0.2
haomen,millet,-0.45,-0.4481,predicted below floor -0.2
ikoyi,millet,-0.31,-0.3030,predicted below floor -0.2
initao,millet,-0.33,-0.3626,predicted below floor -0.2
inverness,millet,-0.45,-0.6531,predicted below floor -0.2
jadliaura,millet,-0.48,,not viable in the efficiency data
jadu,millet,-0.48,,not viable in the efficiency data
jingzhou_dorbod,millet,-0.45,-0.2458,predicted below floor -0.2
jishi,millet,-0.22,-0.0767,predicted below floor -0.2
kakarakala,millet,-0.55,,not viable in the efficiency data
kapilkot,millet,-0.32,-0.0613,predicted below floor -0.2
karangan,millet,-0.4,-0.4244,predicted below floor -0.2
khanaser,millet,-0.28,-0.4141,predicted below floor -0.2
khar_balgas,millet,-0.22,-0.3115,predicted below floor -0.2
khara_khoto,millet,-0.52,,not viable in the efficiency data
kharkhul,millet,-0.22,-0.4492,predicted below floor -0.2
khed,millet,-0.32,-0.4286,predicted below floor -0.2
khirkhira,millet,-0.22,-0.0801,predicted below floor -0.2
khovd,millet,-0.52,-0.5634,predicted below floor -0.2
kosa,millet,-0.48,-0.6060,predicted below floor -0.2
kota_marudu,millet,-0.4,-0.3581,predicted below floor -0.2
kotawaringin_lama,millet,-0.36,,not viable in the efficiency data
kualuh,millet,-0.36,,not viable in the efficiency data
kubu,millet,-0.4,,not viable in the efficiency data
kufa,millet,-0.25,,not viable in the efficiency data
kutai_lama,millet,-0.56,,not viable in the efficiency data
kuyu_shazhou,millet,-0.45,,not viable in the efficiency data
kyaukkyi,millet,-0.35,-0.3408,predicted below floor -0.2
lakhiyarvira,millet,-0.32,-0.0953,predicted below floor -0.2
latu,millet,-0.4,-0.3771,predicted below floor -0.2
lillehammer,millet,-0.49,-0.3626,predicted below floor -0.2
limerick,millet,-0.27,-0.3147,predicted below floor -0.2
limey,millet,-0.21,-0.4090,predicted below floor -0.2
liulin,millet,-0.45,,not viable in the efficiency data
madi_madi,millet,-0.34,-0.5534,predicted below floor -0.2
majanna,millet,-0.55,,not viable in the efficiency data
makatao,millet,-0.35,-0.7405,predicted below floor -0.2
martuthunira,millet,-0.55,-0.5591,predicted below floor -0.2
martyshkino,millet,-0.26,-0.0313,predicted below floor -0.2
masa_sud,millet,-0.48,-0.5127,predicted below floor -0.2
mastuj,millet,-0.52,-0.1007,predicted below floor -0.2
matano,millet,-0.24,,not viable in the efficiency data
matmata,millet,-0.48,,not viable in the efficiency data
meru,millet,-0.34,-0.3771,predicted below floor -0.2
midelt,millet,-0.34,0.0849,predicted below floor -0.2
monterado,millet,-0.36,,not viable in the efficiency data
mtetengwe,millet,-0.21,-0.2722,predicted below floor -0.2
muse,millet,-0.3,,not viable in the efficiency data
musi_hilir,millet,-0.36,,not viable in the efficiency data
nanja,millet,-0.34,,not viable in the efficiency data
nasiriyah,millet,-0.53,,not viable in the efficiency data
ngadjuri,millet,-0.52,,not viable in the efficiency data
ngarluma,millet,-0.48,-0.3417,predicted below floor -0.2
oriel,millet,-0.22,-0.3425,predicted below floor -0.2
pak_huei_lang,millet,-0.35,-0.2420,predicted below floor -0.2
pamkala,millet,-0.34,-0.3194,predicted below floor -0.2
pangkalan_kerinci,millet,-0.36,,not viable in the efficiency data
pangu,millet,-0.21,-0.1096,predicted below floor -0.2
pangyang,millet,-0.23,,not viable in the efficiency data
papora,millet,-0.3,-0.6109,predicted below floor -0.2
phongsali,millet,-0.3,,not viable in the efficiency data
pilda,millet,-0.45,-0.4234,predicted below floor -0.2
port_loko,millet,-0.43,-0.4492,predicted below floor -0.2
qadisiyyah,millet,-0.48,,not viable in the efficiency data
qidaban,millet,-0.52,-0.1374,predicted below floor -0.2
quz_rajab,millet,-0.48,,not viable in the efficiency data
ranpur,millet,-0.21,-0.5605,predicted below floor -0.2
roscommon,millet,-0.27,-0.3617,predicted below floor -0.2
ryfylke,millet,-0.5,-0.1818,predicted below floor -0.2
safare,millet,-0.53,,not viable in the efficiency data
sandakan,millet,-0.24,,not viable in the efficiency data
saribas,millet,-0.36,,not viable in the efficiency data
sastamala,millet,-0.26,-0.1066,predicted below floor -0.2
savar,millet,-0.23,-0.4361,predicted below floor -0.2
sengkae,millet,-0.27,-0.3781,predicted below floor -0.2
sidenreng,millet,-0.4,-0.3744,predicted below floor -0.2
skoura,millet,-0.34,-0.0872,predicted below floor -0.2
son_la,millet,-0.21,-0.4111,predicted below floor -0.2
stavoren,millet,-0.5,,not viable in the efficiency data
stonehaven,millet,-0.22,-0.2413,predicted below floor -0.2
sungai_jujuhan,millet,-0.36,,not viable in the efficiency data
tagmadert,millet,-0.48,,not viable in the efficiency data
tanjungpura,millet,-0.36,,not viable in the efficiency data
tatrang,millet,-0.45,,not viable in the efficiency data
tavastehus,millet,-0.26,-0.1066,predicted below floor -0.2
thilogne,millet,-0.21,-0.6157,predicted below floor -0.2
thu_vat,millet,-0.14,,not viable in the efficiency data
tinago,millet,-0.33,-0.3904,predicted below floor -0.2
tivaouane,millet,-0.21,-0.2970,predicted below floor -0.2
tiyuh_tuha,millet,-0.4,,not viable in the efficiency data
toolse,millet,-0.22,-0.3904,predicted below floor -0.2
towing,millet,-0.48,-0.3210,predicted below floor -0.2
tulu_nama_dun,millet,-0.21,-0.3494,predicted below floor -0.2
tuyen_hoa,millet,-0.14,,not viable in the efficiency data
uliastai,millet,-0.45,-0.7116,predicted below floor -0.2
urga,millet,-0.22,-0.3698,predicted below floor -0.2
urquhart,millet,-0.45,-0.7714,predicted below floor -0.2
vieng_phouka,millet,-0.14,,not viable in the efficiency data
vik,millet,-0.56,,not viable in the efficiency data
waterford,millet,-0.27,-0.3186,predicted below floor -0.2
xagal,millet,-0.48,,not viable in the efficiency data
xojeli,millet,-0.08,,not viable in the efficiency data
yamatji,millet,-0.21,,not viable in the efficiency data
yingli,millet,-0.29,-0.1192,predicted below floor -0.2
zagzuugiin_balgas,millet,-0.45,-0.4876,predicted below floor -0.2
zankor,millet,-0.48,-0.1529,predicted below floor -0.2
bar_cg,olives,-0.21,-0.3184,predicted below floor -0.2
debdou,olives,-0.51,-0.0837,predicted below floor -0.2
giresun,olives,-0.43,,not viable in the efficiency data
hellin,olives,-0.24,0.0000,predicted below floor -0.2
lisle_jourdain,olives,-0.21,-0.2592,predicted below floor -0.2
mahres,olives,-0.68,-0.7789,predicted below floor -0.2
medenine,olives,-0.68,-0.7767,predicted below floor -0.2
mevouillon,olives,-0.26,,not viable in the efficiency data
peschiera,olives,-0.3,-0.4587,predicted below floor -0.2
samsun,olives,-0.28,-0.1932,predicted below floor -0.2
savona,olives,-0.41,,not viable in the efficiency data
teramo,olives,-0.28,-0.2116,predicted below floor -0.2
ventimiglia,olives,-0.16,,not viable in the efficiency data
fuchi,pepper,-0.28,-0.2054,predicted below floor -0.2
guangchang,pepper,-0.27,-0.1885,predicted below floor -0.2
jinan,pepper,-0.33,-0.5511,predicted below floor -0.2
takakusa,pepper,-0.28,-0.1626,predicted below floor -0.2
xinhui,pepper,-0.31,-0.1081,predicted below floor -0.2
axawiri,potato,-0.03,,not viable in the efficiency data
caurakawin,potato,-0.21,-0.2231,predicted below floor -0.2
hatun_killaka,potato,-0.39,-0.0170,predicted below floor -0.2
kellollampu,potato,-0.4,,not viable in the efficiency data
suamox,potato,-0.29,-0.0705,predicted below floor -0.2
sura,potato,-0.39,0.0075,predicted below floor -0.2
adachi,rice,-0.22,-0.1142,predicted below floor -0.2
al_ahsa,rice,-0.7,-0.7878,predicted below floor -0.2
al_mima,rice,-0.57,-0.1296,predicted below floor -0.2
al_qatr,rice,-0.63,,not viable in the efficiency data
alkalawa,rice,-0.79,-0.7801,predicted below floor -0.2
ansongo,rice,-0.75,,not viable in the efficiency data
astara,rice,-0.4,-0.7136,predicted below floor -0.2
auyo,rice,-0.74,-0.7410,predicted below floor -0.2
bakka,rice,-0.23,,not viable in the efficiency data
