location_tag,climate,topography,vegetation,soil_type,fertility,river_level,is_coastal,is_adjacent_to_lake,province,super_region,calibrated_lon,calibrated_lat
nagahrada,hot_steppe,hills,dry_forest,loam,moderate,0,False,False,mewar,asia,73.58688704027094,24.62997043395112
nagaoka,subtropical,mountains,mixed_forest,loam,high,1,True,False,tosa_province,asia,133.61112446992024,33.755211513322195
nagapattinam,savanna,deltas,marsh,loam,moderate,0,True,False,cola_nadu,asia,79.70777770202,10.556849996294822
nagar,arctic,mountains,tundra,sand,very_low,0,False,False,hunza,asia,74.30566327744327,36.36499173039587
nagara_borneo,tropical,wetlands,swamp,loam,low,2,False,False,banjar_province,asia,115.2997335436529,-2.6232138948614496
nagaradalaax,arctic,flatland,mixed_forest,stony,very_low,0,False,False,shoromba_province,asia,144.01523859555004,66.70990916408854
nagarando,savanna,flatland,savanna,sand,very_high,0,True,True,imabite_province,america,-86.54727388325918,12.193697697296683
nagarkot,subtropical_monsoon,hills,thicket,loam,very_high,2,False,False,kangra_province,asia,76.1714997126071,32.0834780082086
nagarparkar,arid,flatland,scrubland,loam,very_low,0,False,False,tharparkar_province,asia,70.73112828259502,24.551672471629487
nagatinong,continental,flatland,forest,loam,high,5,False,False,outaouais_province,america,-75.87691261146014,45.64988237092876
nagaur,arid,flatland,scrubland,sand,very_low,0,False,False,nagaur_province,asia,73.74538518130038,27.15338022125409
nagavskaya,continental,flatland,grasslands,loam,low,3,False,False,beljamen_province,europe,43.30761263482614,47.776303165257815
naggar,continental_monsoon,mountains,grasslands,loam,high,1,False,False,kangra_province,asia,77.2706077143635,31.930113997349903
nagh,arid,plateau,desert,sand,very_low,0,False,False,bannajbur_province,asia,64.90185307379951,27.29120109415392
naghan,dry_summer_continental,mountains,grasslands,stony,very_low,1,False,False,izeh_province,asia,50.492273816913496,32.05372561685462
nagina,subtropical_monsoon,flatland,dry_forest,loam,very_high,3,False,False,rampur_rokhilkhand_province,asia,78.41563041116132,29.465035098766315
nagnes,hot_steppe,flatland,scrubland,loam,low,0,True,False,halar,asia,70.01602315333975,22.335812598577295
nagod,subtropical_monsoon,flatland,dry_forest,loam,very_high,1,False,False,baghelkhand,asia,80.83431459695652,24.57006128025894
nagold,continental,hills,swamp,stony,low,0,False,False,schwarzwald_province,europe,8.548973421863906,48.5838777981599
nagor,savanna,hills,savanna,sand,high,1,True,False,jaminjung_province,oceania,129.87994707757792,-14.421596266191422
nagorsk,subarctic,flatland,coniferous_forest,loam,low,2,False,False,omutninsk_province,europe,50.216510567300816,59.232136600701146
naguatex,subtropical,flatland,coniferous_forest,loam,very_high,5,False,False,ouachita_province,america,-93.48577610604511,33.34326615499208
nagyboszormeny,continental,floodplains,marsh,loam,very_high,0,False,False,szabolcs_province,europe,21.50036443061063,47.71308096387855
nagyecsed,continental,wetlands,marsh,loam,very_high,5,False,False,szatmar_province,europe,22.574429559423066,47.982715359991325
nagykallo,continental,flatland,swamp,sand,very_high,0,False,False,szabolcs_province,europe,21.992119354534196,47.78747865449287
nagykanizsa,continental,valleys,swamp,silt,very_high,0,False,False,zala_province,europe,16.65875841521813,46.6673352279799
nahan,subtropical_monsoon,mountains,dry_forest,loam,very_high,2,False,False,kangra_province,asia,77.43756115427328,30.671622245999117
nahanni,subarctic,hills,mixed_forest,loam,low,5,False,False,dehcho_province,america,-122.99053111488675,60.72132469398122
nahavand,dry_summer_continental,plateau,grasslands,sand,low,0,False,False,nahavand_province,asia,48.30358977904689,34.32338441409698
nahil,subtropical_monsoon,flatland,marsh,loam,very_high,0,False,False,bareilly_province,asia,80.18193478212271,28.18085347917775
nahma,continental,flatland,mixed_forest,loam,low,2,False,False,mattagami_province,america,-80.89070461808188,49.26839846235286
nahuelpan,mediterranean,hills,grasslands,loam,very_low,2,False,False,chubut_province,america,-70.05773409099936,-43.2773546629134
naiba,subarctic,flatland,mixed_forest,silt,very_low,0,False,False,urasalaax_province,asia,130.40933388545182,69.69943684156337
naiman,continental_monsoon,flatland,thicket,loam,low,0,False,False,daning_province,asia,120.9672134650043,43.003981722912016
nain,cold_arid,plateau,desert,sand,very_low,0,False,False,ardestan_province,asia,53.09863223555044,32.866793439444756
nainital,subtropical_monsoon,mountains,mixed_forest,loam,very_high,0,False,False,kumaon_province,asia,79.64869610960932,29.269472762666524
nainpur,subtropical_monsoon,valleys,savanna,clay,low,1,False,False,garha_mandla,asia,80.31528656132616,22.42612907228482
najama,hot_steppe,floodplains,grasslands,loam,low,2,False,False,odonga_province,africa,14.739065489970699,-17.364739690401986
najera,mediterranean,flatland,forest,loam,moderate,1,False,False,burgos_province,europe,-2.8762698663483093,42.42086005733354
najran,arid,mountains,desert,sand,very_low,0,False,False,sana_province,asia,44.31625859387941,17.4126566748907
naju,continental,valleys,marsh,loam,high,1,False,False,naju_province,asia,126.7650216828539,35.06845328697118
nak_azdlit_en,subarctic,hills,coniferous_forest,loam,low,0,False,True,lake_dakelh_province,america,-125.1155110671861,54.56963796144819
naka,subtropical,floodplains,swamp,loam,very_high,1,True,False,hitachi_province,asia,140.39708441784887,36.54810841427173
naka_hyuuga,subtropical,flatland,mixed_forest,loam,moderate,1,True,False,hyuuga_province,asia,131.36030446319205,31.876940064098847
naka_iwami,subtropical,hills,mixed_forest,loam,high,1,True,False,iwami_province,asia,132.11294327481448,34.86942457368089
naka_shikoku,subtropical,mountains,mixed_forest,loam,high,1,True,False,awa_province,asia,134.35763918315212,33.84481239081183
nakaigetergehe,subtropical,floodplains,marsh,loam,very_high,5,False,False,moqoit_province,america,-60.1189771752791,-29.206320549575892
nakajima,subtropical,floodplains,marsh,loam,very_high,5,True,False,owari_province,asia,136.71539707299866,35.252326982787125
nakakamikawa,continental,flatland,mixed_forest,silt,moderate,1,False,False,ishikari_province,asia,142.60389722028856,43.81141043406395
nakaoono,continental,mountains,forest,loam,very_high,1,False,False,echizen_province,asia,136.55068940486905,35.97563734424858
nakara,savanna,flatland,savanna,loam,very_high,2,True,False,tiwi_province,oceania,134.5240317201807,-12.222442651229553
nakata,subtropical,hills,mixed_forest,loam,very_high,1,True,False,awa_province,asia,134.40076926024972,33.99802979238857
nakatsu,subtropical,hills,marsh,loam,moderate,0,True,False,buzen_province,asia,130.87374880695165,33.71520893490982
nakchu,arctic,hills,tundra,sand,very_low,0,False,False,nakchukha_province,asia,92.34809154183688,31.5011996128274
nakenk,arctic,flatland,marsh,loam,very_low,0,True,True,karukinka_province,america,-67.44742622662804,-54.38467984669755
nakhal,arid,flatland,desert,sand,very_low,0,True,False,batina_province,asia,57.80193883612225,23.432049210930806
nakhara,subarctic,plateau,mixed_forest,loam,very_low,2,False,False,eastern_sym_province,asia,113.25452677669944,60.57761080786013
nakhchivan,dry_summer_continental,plateau,grasslands,loam,low,0,False,False,syunik_province,europe,45.419780801004435,39.42640074730473
nakhon_chum,savanna,flatland,marsh,loam,high,1,False,False,tak_province,asia,99.47089734550252,16.22176356479313
nakhon_sawan,savanna,floodplains,marsh,loam,moderate,3,False,False,phraek_province,asia,99.69937541673164,15.643597018503556
nakhon_thai,savanna,hills,dry_forest,loam,high,2,False,False,sukhothai_province,asia,100.56636955952445,17.114863497698064
nakijin,subtropical,flatland,mixed_forest,sand,low,0,True,False,ryuukyuu_province,asia,128.1720856220703,26.749464149574276
nakipa,arid,hills,scrubland,sand,very_low,0,True,False,cochimi_province,america,-115.02260917119608,30.05260914962058
naklo,continental,flatland,forest,silt,high,0,False,False,naklo_province,europe,17.64871238437553,53.35512000586421
nako,arctic,mountains,scrubland,loam,very_low,5,False,False,spiti_province,asia,78.4545337813866,31.728863051551535
nakono,subtropical,flatland,coniferous_forest,sand,very_high,1,False,False,nachawi_province,america,-94.86006691880212,31.051367486435623
nakop,arid,plateau,scrubland,stony,very_low,1,False,False,khomani_province,africa,19.91085902172935,-27.677410311929272
nakpa,savanna,flatland,savanna,loam,moderate,2,False,False,dagbon_province,africa,-0.7308295923771198,9.144138121845291
nakshaparvat,subtropical_monsoon,floodplains,marsh,loam,high,5,False,False,itanagar_province,asia,93.05303450132516,26.897206605704127
nal,arid,hills,scrubland,sand,very_low,0,False,False,qusdar_province,asia,66.09606396264539,27.511891634449967
naldrug,savanna,flatland,dry_forest,clay,low,0,False,False,lower_marathwada,asia,76.33203832937556,17.85413242558935
naledi,hot_steppe,plateau,savanna,sand,low,0,False,False,mosega_province,africa,24.939197042579565,-24.443841931951688
naletale,hot_steppe,plateau,savanna,loam,high,0,False,False,upper_runde_province,africa,29.978556447082894,-20.075314211544224
nalgonda,hot_steppe,flatland,marsh,loam,very_high,1,False,False,golconda_province,asia,79.28524631146263,17.074842174657523
nalimsk,subarctic,flatland,swamp,silt,very_low,5,False,False,south_alais_province,asia,153.1633583504934,67.0844346350878
nalinggele,cold_arid,plateau,desert,loam,very_low,0,False,False,tsaidam_province,asia,92.36960776345359,36.8516428488489
nalli,dry_summer_continental,hills,forest,stony,moderate,0,False,False,sultanonu_province,asia,31.092140112604397,40.2789341741182
nalolo,subtropical_monsoon,wetlands,dry_forest,sand,moderate,3,False,False,upper_zambezi_province,africa,23.53318360469177,-15.836996253959988
nalou,subtropical_monsoon,mountains,mixed_forest,loam,high,2,False,False,heni_province,asia,102.7933367656043,23.047901197805885
nalut,arid,hills,desert,loam,very_low,0,False,False,nafusa_province,africa,11.207683792303555,31.93685921997291
nalyachchyya,subarctic,hills,mixed_forest,silt,very_low,0,False,False,nelgehe_province,asia,135.26150034431788,65.47680384116734
nalyuchi,continental,flatland,coniferous_forest,loam,high,5,False,True,derevskaya_province,europe,31.995408053777624,57.83832560993083
nam_sach,subtropical_monsoon,deltas,marsh,loam,moderate,5,True,False,nam_sach_province,asia,106.54742147527344,20.959959133693502
nam_thing,subtropical_monsoon,mountains,jungle,loam,high,4,False,False,hsenwi_province,asia,98.71369053160657,23.188534601688122
nam_xuang,subtropical_monsoon,mountains,jungle,loam,high,5,False,False,muang_sua_province,asia,102.82102195717334,20.285280843740274
nama,cold_arid,hills,grasslands,sand,very_low,0,True,False,nama_province,africa,17.710346627748066,-30.281745939683738
namaan,savanna,flatland,jungle,loam,moderate,1,False,False,tah_itza_province,america,-90.50559216891097,17.703980475183066
namakan,continental,wetlands,swamp,stony,very_low,1,False,True,minitig_province,america,-92.27641853093212,48.67073429442143
namakwa,cold_arid,hills,scrubland,sand,very_low,0,False,False,nama_province,africa,18.137947317645228,-29.602551299968027
namalata,mediterranean,hills,forest,loam,high,0,False,False,haouz_province,africa,-4.464742875341983,34.22520581491396
namana,subarctic,flatland,coniferous_forest,loam,very_low,0,False,False,botomoyu_province,asia,120.05104459695065,61.85547298793862
namaqua,arid,hills,scrubland,stony,very_low,0,False,False,ezorongondo_province,africa,16.19881845894102,-22.10692484184293
namaro,hot_steppe,flatland,grasslands,sand,very_low,0,False,False,namaro_province,africa,1.386333722558561,13.501868076907888
namau,tropical,floodplains,swamp,loam,low,3,True,False,hamtai_province,oceania,145.1891684087151,-7.678433229915382
namballe,oceanic,mountains,jungle,loam,moderate,5,False,False,ingatambo_province,america,-78.90449943466956,-5.183040029839487
nambikuara,savanna,flatland,jungle,sand,very_high,5,False,False,upper_guapore_province,america,-59.90998887464701,-14.903214482872386
nambikwara,savanna,flatland,jungle,loam,very_high,2,False,False,ji_parana_province,america,-60.70358640772159,-11.841216916698707
nambu,tropical_monsoon,flatland,savanna,loam,high,1,True,False,suki_province,oceania,141.75643876563504,-8.731010328939021
namdal,subarctic,hills,coniferous_forest,sand,very_low,2,True,False,nor_trondelag_province,europe,12.03285372205093,64.43374110067796
namekata,subtropical,hills,swamp,loam,very_high,0,True,False,iwaki_province,asia,140.83243788799393,37.68110076811211
namew,subarctic,floodplains,swamp,stony,low,0,False,True,namew_province,america,-102.30175390986895,54.71667597739052
namewaminikan,subarctic,flatland,coniferous_forest,stony,very_low,0,False,True,nipigon_province,america,-87.70990837063516,49.51957074809203
namgyeong,continental_monsoon,floodplains,farmland,loam,high,2,False,False,hanseong_province,asia,126.9396031439909,37.601141892849235
namhae,subtropical_monsoon,hills,mixed_forest,loam,very_high,0,True,False,jinju_province,asia,127.97736016640948,34.815266708170725
namhkan,subtropical_monsoon,mountains,jungle,loam,high,3,False,False,manmaw_province,asia,97.31480726938184,23.587453190308654
namhsan,subtropical_monsoon,hills,jungle,loam,moderate,1,False,False,hsenwi_province,asia,97.34088083802419,22.932397067574858
namibe,arid,flatland,scrubland,stony,very_low,0,True,False,namibe_province,africa,12.422839226397258,-15.695136269394652
namieta,subtropical_monsoon,floodplains,savanna,loam,high,3,False,False,upper_zambezi_province,africa,22.85742314777295,-16.510217882175674
namiquipa,cold_steppe,plateau,grasslands,loam,low,0,False,False,suma_province,america,-107.10449368922832,29.233793184595946
namjan,continental,flatland,grasslands,loam,low,1,False,False,ural_province,asia,58.97687410485793,50.94292926686822
namling,arctic,mountains,tundra,sand,very_low,3,False,False,tsang_province,asia,89.15614044946409,29.64350630698349
namo_me,tropical,hills,swamp,loam,moderate,5,False,False,hamtai_province,oceania,143.34671688635336,-6.487932891071345
namrup,subtropical_monsoon,hills,dry_forest,loam,moderate,1,False,False,ahom_province,asia,95.33346405626207,27.035443308983385
namtso_doring,arctic,plateau,tundra,sand,very_low,0,False,True,namru_province,asia,89.71853848420511,30.91104623429342
namu_atoll,tropical,atoll,jungle,loam,very_low,0,True,False,ralik_province,oceania,168.1255331561149,7.993175988805259
namunka,continental_monsoon,hills,mixed_forest,stony,low,1,False,False,smaller_ussuri_province,asia,134.11939237707645,44.1316126350336
namur,oceanic,flatland,grasslands,loam,high,2,False,False,namur_province,europe,4.863144016148453,50.46904960839971
namwon,continental,mountains,mixed_forest,loam,moderate,1,False,False,namwon_province,asia,127.48084062743465,35.3539281173357
namy,subarctic,wetlands,mixed_forest,stony,very_low,0,False,False,urasalaax_province,asia,131.76422246352956,68.65816136578496
namyslow,continental,flatland,forest,sand,very_high,0,False,False,olesnica_province,europe,17.831894464603323,51.106469138092685
nan,savanna,flatland,dry_forest,loam,high,1,False,False,phrae_province,asia,100.77832887167324,18.48583810922676
nana_kahinga,subtropical_monsoon,plateau,dry_forest,loam,very_high,1,False,False,kabompo_province,africa,24.915897429267204,-12.132332754438771
nana_kandungu,subtropical_monsoon,hills,dry_forest,loam,very_high,1,False,False,north_moxico_province,africa,24.151891283795635,-12.197232715950417
nanan,subtropical_monsoon,mountains,thicket,loam,high,5,False,False,chuxiong_province,asia,101.65319616843146,24.539270384180462
nanan_quanzhou,subtropical,hills,coniferous_forest,loam,high,1,True,False,quanzhou_province,asia,118.36028701884447,25.002627782309894
nanatsoho,subtropical,flatland,coniferous_forest,sand,very_high,1,False,False,ouachita_province,america,-94.66401202476348,33.99020619341796
nanboa_angonga,savanna,hills,dry_forest,loam,very_high,1,False,False,anbamba_province,africa,15.389035795293978,-10.35380711579023
nanbu,subtropical_monsoon,floodplains,marsh,stony,high,5,False,False,baoning_province,asia,105.90908755459031,31.34874601465091
nanchang,subtropical,wetlands,marsh,loam,high,5,False,True,nanchang_province,asia,116.05487750098666,28.632793745985435
nancheng,subtropical,hills,marsh,sand,moderate,5,False,False,jianchang_province,asia,116.81135708295744,27.59637704424029
nanchong,subtropical_monsoon,floodplains,marsh,stony,high,3,False,False,shunqing_province,asia,106.0708547291776,30.782794708944813
nanchuan,subtropical,mountains,forest,loam,high,0,False,False,chongqing_province,asia,107.16469546585807,29.134981601557246
nancy,oceanic,flatland,grasslands,loam,high,1,False,False,pays_nancy_province,europe,6.23211992725868,48.66431812977102
nandagiri,hot_steppe,plateau,dry_forest,loam,very_high,0,False,False,bangalore_province,asia,77.7473530894352,13.609110109990812
nandan,subtropical_monsoon,hills,savanna,loam,moderate,3,False,False,nandan_province,asia,107.59672905545494,24.940710825723816
nandan_tengcheng,highland_monsoon,plateau,jungle,loam,moderate,2,False,False,tengchong_province,asia,97.78239594456215,24.62627907938444
nandapur,subtropical_monsoon,hills,dry_forest,clay,very_high,1,False,False,kalahandi_garjat,asia,82.84364932026489,18.749126167925567
nander,savanna,flatland,dry_forest,clay,moderate,2,False,False,upper_marathwada,asia,77.38177925875061,19.3964714906164
nandeva,oceanic,hills,savanna,stony,very_high,1,False,False,nandeva_province,america,-52.6892724947713,-29.07258935969954
nandgram,savanna,floodplains,marsh,loam,high,1,False,False,raipur_garjats,asia,80.86055482940736,21.049557020535165
nandian,highland_monsoon,mountains,jungle,loam,moderate,2,False,False,tengchong_province,asia,98.32355255674639,24.731939059374124
nandod,savanna,flatland,dry_forest,clay,moderate,3,False,False,lata,asia,73.5363025358883,21.66914808168621
nandu,savanna,hills,dry_forest,loam,very_high,0,False,False,guaitaca_province,america,-40.9119749055279,-19.915761400525675
nandun,subtropical_monsoon,wetlands,marsh,loam,moderate,1,False,False,chenzhou_henan_province,asia,114.87077143785564,33.288413018251546
nandurbar,hot_steppe,flatland,dry_forest,clay,moderate,2,False,False,khandesh,asia,74.12050966938551,21.29021267201415
nandyal,hot_steppe,flatland,marsh,clay,high,0,False,False,northern_rayalaseema,asia,78.36514157123042,15.42324733935293
nanfeng,subtropical,flatland,coniferous_forest,sand,moderate,1,False,False,jianchang_province,asia,116.48083021513958,27.09305925005254
nangana,hot_steppe,plateau,savanna,sand,high,5,False,False,mashi_province,africa,20.63077875123176,-17.696459756027895
nangchen,arctic,mountains,tundra,loam,very_low,1,False,False,nangchen_province,asia,96.37901081330455,32.078922895360584
nangcheon,continental_monsoon,mountains,mixed_forest,sand,high,1,False,False,chuncheon_province,asia,127.67696972832425,38.15010794754881
nanghaer,subarctic,flatland,coniferous_forest,silt,low,0,True,False,northern_sakhalin_province,asia,142.45893682110568,53.15265600978332
nangong,cold_steppe,floodplains,marsh,loam,moderate,0,False,False,jizhou_zhending_province,asia,115.39298843786912,37.376628080946574
nanhai,subtropical,deltas,farmland,loam,moderate,5,False,False,guangzhou_province,asia,113.09870655965722,23.195362033267045
nanhui,subtropical,deltas,mixed_forest,loam,high,2,True,False,songjiang_province,asia,121.60409567360176,31.047771257325007
nanja,cold_steppe,floodplains,thicket,loam,very_low,2,False,False,meru_province,oceania,141.17603457044686,-33.74699171027641
nanjanagud,savanna,plateau,jungle,loam,very_high,1,False,False,mysore_plateau,asia,76.42159507866279,11.939102588345408
nanjiang,subtropical_monsoon,mountains,forest,loam,high,0,False,False,bazhou_sichuan_province,asia,106.82067739347201,32.28396258858503
nankang,subtropical,flatland,coniferous_forest,sand,high,5,False,False,nanan_province,asia,114.6901700855754,25.80819061613704
nanlang,subtropical_monsoon,mountains,jungle,loam,moderate,1,False,False,mengzi_province,asia,104.89321187172817,23.198672301837345
nanle,cold_steppe,floodplains,farmland,loam,moderate,0,False,False,daming_province,asia,115.23447889241072,36.116805843275806
nanling,subtropical,floodplains,marsh,loam,high,2,False,False,ningguo_province,asia,118.2690554683877,30.891510203722817
nanliu,subtropical,flatland,marsh,loam,high,1,False,False,yulin_guangxi_province,asia,109.98547413527484,22.660018544130956
nanning,highland_monsoon,plateau,farmland,loam,very_high,1,False,False,qujing_province,asia,103.86864002343901,25.59995286453719
nannup,mediterranean,hills,mixed_forest,loam,moderate,0,True,False,wardandi_province,oceania,116.03990348126956,-33.714612871388425
nanpi,continental_monsoon,floodplains,marsh,loam,low,1,False,False,qingchi,asia,116.84087006994719,38.05690834300555
nanping,subtropical,mountains,coniferous_forest,sand,high,5,False,False,yanping_province,asia,118.23725735782938,26.568721228512572
nanrantsouak,continental,hills,forest,stony,low,0,False,False,norridgewock_province,america,-70.425444887429,45.25296703878317
nansemond,subtropical,wetlands,mixed_forest,sand,moderate,0,True,False,chesapeake_province,america,-76.57514228018647,36.82432758071267
nansheng,subtropical,hills,coniferous_forest,loam,high,1,False,False,zhangzhou_province,asia,117.26646290900345,24.64631897052996
nantes,oceanic,flatland,grasslands,loam,very_high,3,True,False,nantais_province,europe,-1.4324584656128536,47.22785370202047
nantucket,continental,flatland,mixed_forest,sand,low,0,True,False,nauset_province,america,-70.3483971435941,41.39997073418577
nantwich,oceanic,valleys,marsh,silt,moderate,0,False,False,cheshire_province,europe,-2.4105330722907468,53.131632242557494
nanuque,savanna,hills,jungle,clay,high,1,False,False,urucu_province,america,-40.69812808324167,-17.41055409570879
nanwacinahaana,cold_steppe,plateau,grasslands,loam,low,0,False,False,wiskapella_province,america,-101.42017426859988,38.448578898491014
nanwalek,subarctic,mountains,tundra,loam,very_low,0,True,False,sugpiap_province,america,-150.48493580828173,59.48659724739839
nanxi,subtropical_monsoon,floodplains,farmland,loam,high,4,False,False,xuzhou_sichuan_province,asia,104.93036841614673,28.889655175079334
nanyang,subtropical_monsoon,flatland,farmland,loam,very_high,0,False,False,nanyang_province,asia,112.53646744189314,32.990411110743736
nanzatico,subtropical,flatland,mixed_forest,sand,high,1,False,False,tsenacommacah_province,america,-77.43532352219992,38.1519606042794
nanzewaspe,subtropical,flatland,savanna,loam,very_high,1,False,False,neosho_province,america,-95.52484627596459,37.33250100472165
nanzhang,subtropical_monsoon,mountains,forest,loam,very_high,0,False,False,xiangyang_province,asia,111.8006150852334,31.785000557364874
nanzhao,subtropical_monsoon,hills,forest,loam,very_high,0,False,False,nanyang_province,asia,112.38160452494952,33.48628740452336
nanzheng,subtropical_monsoon,plateau,forest,loam,very_high,1,False,False,hanzhong_province,asia,106.92906260085533,32.9837549869209
naococane,subarctic,plateau,swamp,sand,very_low,1,False,True,otish_province,america,-70.53128792828727,52.97208222475578
naogaon,subtropical_monsoon,floodplains,marsh,loam,very_high,5,False,False,gaur_province,asia,88.86261284661362,24.826676917202416
naoiri,subtropical,plateau,mixed_forest,silt,very_high,0,False,False,bungo_province,asia,131.30455705946633,33.01830901655289
naomao,cold_arid,plateau,desert,loam,very_low,0,False,False,barkul_province,asia,95.47998759193581,43.39474352184711
napaktok,arctic,hills,tundra,sand,very_low,0,True,False,nunatsiavut_province,america,-62.360846678693406,57.68502462301858
napanee,continental,flatland,swamp,loam,high,0,True,False,quinte_province,america,-76.84262489815544,44.42758132244439
napetipi,subarctic,flatland,coniferous_forest,sand,very_low,2,True,False,mecatina_province,america,-57.6662093606912,51.59010790750322
napinaica,savanna,hills,savanna,loam,high,2,False,False,zaklohpakab_province,america,-93.56432098064943,16.72747161905095
napituca,subtropical,floodplains,coniferous_forest,sand,very_high,5,False,False,timucua_province,america,-82.95549882648976,30.379710584618906
naples,mediterranean,flatland,farmland,loam,low,0,True,False,lavoro_province,europe,14.326982360467042,40.90184280745419
napo,tropical,flatland,jungle,loam,low,5,False,False,kofan_province,america,-76.80065190812184,-0.5103627926352716
napochi,subtropical,rolling,forest,sand,very_high,0,False,False,cootcla_province,america,-87.88986639961362,33.58915666190152
nara,subtropical,flatland,marsh,loam,very_high,0,False,False,yamato_province,asia,135.83536688675792,34.67687736838721
naraan_chilaun,cold_arid,plateau,scrubland,stony,very_low,0,False,True,khara_khoto_province,asia,101.48160058378119,42.77533790421033
naraha,continental,hills,mixed_forest,loam,very_high,0,True,False,iwaki_province,asia,140.84139326265756,37.30654359544277
naran,cold_arid,plateau,scrubland,sand,very_low,0,False,False,valley_of_the_lakes_province,asia,95.67925483822387,46.08947673378039
narangga,cold_steppe,flatland,thicket,loam,low,0,True,False,narangga_province,oceania,137.61354407377672,-34.544173101148694
narat,cold_steppe,plateau,mixed_forest,loam,moderate,0,False,False,almaliq_province,asia,83.51933495445871,43.44831886316676
narbonne,mediterranean,flatland,farmland,loam,moderate,1,True,True,narbonnais_province,europe,2.9322266820690572,43.18981787714509
nardin,dry_summer_continental,mountains,grasslands,sand,low,0,False,False,gorgan_province,asia,55.95454483906394,37.30014967176977
narena,savanna,plateau,savanna,stony,low,0,False,False,kita_province,africa,-8.885307013251804,12.643767506117664
narhat,subtropical_monsoon,flatland,marsh,loam,very_high,0,False,False,patna_province,asia,85.39907266888997,24.6645712586393
narhata,subarctic,plateau,savanna,stony,low,0,False,True,khamag_province,asia,111.41459569899177,52.92167144993914
nari_nari,cold_steppe,wetlands,thicket,clay,low,5,False,False,dadi_dadi_province,oceania,144.3750343287782,-34.26278166067767
nariele,subtropical_monsoon,wetlands,savanna,loam,high,3,False,False,south_moxico_province,africa,22.812498636863836,-13.576125388497347
nariguala,arid,flatland,grasslands,sand,very_low,1,True,False,xllang_province,america,-80.59877104021999,-5.246434836333455
narino,tropical,flatland,jungle,loam,low,5,True,False,tumaco_province,america,-78.21355221647784,1.9542656533014722
narmashir,arid,plateau,desert,stony,very_low,0,False,False,bam_province,asia,58.514777304213624,28.846628301892
narnaul,hot_steppe,flatland,scrubland,sand,low,0,False,False,mewat_province,asia,76.3147191055989,28.139878839851974
narni,oceanic,hills,mixed_forest,loam,low,1,False,False,spoleto_province,europe,12.657826469365205,42.55790606471953
narodychi,continental,wetlands,forest,silt,high,0,False,False,ovruch_province,europe,29.291387688531444,51.232816237923046
narrandera,oceanic,plateau,savanna,loam,high,0,False,False,wirrai_durhai_province,oceania,148.98958377826415,-33.40869486158641
narroging,mediterranean,rolling,thicket,loam,low,0,False,False,yoberrore_province,oceania,116.97257799306192,-32.96360684179767
narsinghpur,savanna,floodplains,marsh,sand,high,4,False,False,orissa_garjats,asia,85.33947077446021,20.512433000660486
narsipur,savanna,plateau,marsh,loam,very_high,1,False,False,mysore_plateau,asia,76.17971818206155,12.573232752727895
narva,continental,floodplains,swamp,stony,low,5,True,False,estonia_province,europe,27.47897061144215,59.18119955715622
narwar,subtropical_monsoon,hills,dry_forest,loam,high,0,False,False,gird,asia,78.06342659550546,25.510512848210578
naryn,cold_steppe,hills,grasslands,loam,moderate,1,False,False,naryn_province,asia,75.42735541475668,41.47323853755838
nas,continental,flatland,swamp,sand,low,0,False,True,varmland_province,europe,12.963286005852098,59.11514251611841
nasacauso,subarctic,flatland,swamp,sand,very_low,3,False,False,pitchibourenik_province,america,-74.81655224281565,52.18228498329264
nasaf,cold_steppe,flatland,scrubland,loam,low,0,False,False,kelif_province,asia,65.84818428879052,38.617364225365684
naser,savanna,wetlands,marsh,clay,moderate,5,False,False,bahr_al_jabal_province,africa,33.08474834794609,9.38465068735265
naserpur,arid,flatland,farmland,sand,very_low,4,False,False,lower_sindh_province,asia,68.46419285415729,25.32014201164916
nashua,continental,flatland,forest,stony,low,2,False,False,merrimac_province,america,-71.68931918667096,42.89045917653721
nashwaak,continental,flatland,coniferous_forest,sand,low,0,False,False,nashwaak_province,america,-66.72115386656321,46.28069909611691
nasik,savanna,plateau,dry_forest,clay,moderate,1,False,False,baglana,asia,73.85666529974264,19.967715939595845
nasiriyah,arid,wetlands,marsh,loam,very_low,3,False,False,bataih_province,asia,45.79236095362012,31.39201857935527
naskwotchu,subarctic,flatland,coniferous_forest,sand,very_low,0,True,False,long_range_province,america,-57.09543792989123,50.62685693459223
nasoni,subtropical,floodplains,forest,sand,very_high,2,False,False,tsoto_province,america,-94.54329557083065,33.410903691116026
nastapoka,subarctic,wetlands,swamp,sand,very_low,5,False,True,tursujuq_province,america,-73.5876035941505,56.4915291914777
nasu,subtropical,flatland,marsh,silt,very_high,0,False,False,shimotsuke_province,asia,140.0319192500708,36.93227920201258
nat_oot_en,subarctic,hills,coniferous_forest,loam,low,0,False,True,lake_dakelh_province,america,-125.22452885888774,54.28812381344867
nat_tha_hi,highland_monsoon,plateau,thicket,clay,high,0,False,False,pechichitane_province,america,-100.59218574573242,20.533193700214735
nata,tropical_monsoon,hills,jungle,loam,moderate,1,True,False,parita_province,america,-80.58224357642516,8.379245884989702
nataeosueti,subarctic,mountains,coniferous_forest,loam,low,0,False,False,kinaksisahtai_province,america,-112.83483372521687,47.71949724859924
natages,cold_steppe,hills,scrubland,loam,low,0,False,False,natahende_province,america,-105.02801251052279,33.09331504770247
